step,train_loss,val_loss
0,5.574142,5.568582
1000,2.529037,2.462702
2000,2.042741,2.025905
3000,1.844008,1.828614
4000,1.723282,1.722058
5000,1.685332,1.691370
6000,1.659553,1.665019
7000,1.661394,1.651896
8000,1.637653,1.634520
9000,1.631593,1.624636
10000,1.614327,1.608782
11000,1.608201,1.600982
12000,1.592748,1.594548
13000,1.576881,1.574796
14000,1.567590,1.563763
15000,1.559292,1.560903
16000,1.551995,1.554033
17000,1.557195,1.551238
18000,1.540872,1.542390
19000,1.539919,1.539891
20000,1.531054,1.532156
21000,1.529421,1.529495
22000,1.528716,1.531405
23000,1.513206,1.524505
24000,1.519429,1.522935
