step,train_loss,val_loss
0,5.548639,5.548936
1000,2.758958,2.666853
2000,2.419145,2.404120
3000,2.267858,2.252813
4000,2.119394,2.106477
5000,1.997228,1.984094
6000,1.910372,1.896230
7000,1.842043,1.836290
8000,1.796185,1.794684
9000,1.759077,1.761615
10000,1.732683,1.732597
11000,1.705853,1.706393
12000,1.683485,1.685024
13000,1.669843,1.667339
14000,1.657401,1.652684
15000,1.640402,1.637005
16000,1.628986,1.626514
17000,1.616561,1.618398
18000,1.608486,1.606793
19000,1.598297,1.599563
20000,1.594742,1.592855
21000,1.586337,1.584248
22000,1.582727,1.580378
23000,1.575300,1.573777
24000,1.570641,1.568879
25000,1.564274,1.564287
26000,1.561087,1.559797
27000,1.556002,1.553574
28000,1.552434,1.550183
29000,1.539601,1.543767
30000,1.543737,1.542646
31000,1.539282,1.537493
32000,1.529978,1.534791
33000,1.533306,1.531604
34000,1.528468,1.530059
35000,1.528140,1.525058
36000,1.521663,1.522746
37000,1.523685,1.519245
38000,1.519429,1.517352
39000,1.516967,1.514934
40000,1.514061,1.512487
41000,1.512817,1.509012
42000,1.509076,1.506430
43000,1.503678,1.504747
44000,1.503346,1.503346
45000,1.504082,1.498529
46000,1.496840,1.498400
47000,1.496548,1.492957
48000,1.498052,1.492650
49000,1.490162,1.490286
50000,1.491616,1.488961
51000,1.490379,1.488888
52000,1.481844,1.485359
53000,1.482273,1.484257
54000,1.477914,1.480938
55000,1.478573,1.479476
56000,1.478163,1.477959
57000,1.480274,1.476844
58000,1.473984,1.474872
59000,1.473613,1.473108
60000,1.479140,1.471065
61000,1.468084,1.470900
62000,1.466001,1.468535
63000,1.467149,1.466636
64000,1.467278,1.466161
65000,1.467104,1.464467
66000,1.462364,1.461901
67000,1.460592,1.462325
68000,1.460137,1.459678
69000,1.455604,1.459012
70000,1.454760,1.458248
71000,1.461732,1.456273
72000,1.461986,1.455388
73000,1.455927,1.455021
74000,1.455240,1.453109
75000,1.452097,1.451935
76000,1.452796,1.451177
77000,1.449047,1.450646
78000,1.447842,1.448970
79000,1.446817,1.448722
80000,1.446125,1.448097
81000,1.442850,1.446139
82000,1.448932,1.446179
83000,1.446551,1.445935
84000,1.443386,1.445310
85000,1.446453,1.444377
86000,1.443008,1.444309
87000,1.442765,1.442833
88000,1.436477,1.442049
89000,1.442043,1.442149
90000,1.438082,1.440848
91000,1.444008,1.441121
92000,1.443310,1.440386
93000,1.440031,1.439461
94000,1.439198,1.439378
95000,1.439017,1.439253
96000,1.437408,1.438673
97000,1.440142,1.438197
98000,1.436283,1.438292
99000,1.435143,1.437119
