step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497530,0.497831,0.499014,0.499035,0.497883,0.497794,0.499908,0.499982,0.498532,0.498623,0.498983,0.498861,0.499780,0.499835,0.499594,0.499642,0.501030,0.500919,0.500003,0.500038,0.499876,0.499901,0.501334,0.501278,0.500251,0.500270,0.499798,0.499846,0.500920,0.500888,0.500318,0.500228,0.499744,0.499754,0.500270,0.500258,0.499044,0.498993
400,0.489471,0.491515,0.495260,0.495719,0.490861,0.490975,0.501894,0.501540,0.492765,0.493296,0.495309,0.494928,0.497501,0.497658,0.492668,0.493490,0.501221,0.500118,0.499260,0.499065,0.496088,0.496543,0.505227,0.504330,0.499004,0.499026,0.496853,0.497150,0.506041,0.505461,0.500812,0.499710,0.497764,0.497904,0.502271,0.502013,0.496178,0.496016
600,0.475901,0.480961,0.485181,0.487246,0.479022,0.479221,0.506933,0.504492,0.481479,0.482380,0.489684,0.487737,0.495893,0.494473,0.478557,0.479912,0.499228,0.495536,0.498048,0.496443,0.483633,0.484417,0.511599,0.507741,0.495939,0.494656,0.488335,0.488884,0.518253,0.515857,0.501959,0.497938,0.489348,0.489612,0.508552,0.506814,0.492230,0.490879
800,0.458331,0.466733,0.468160,0.472199,0.463889,0.463718,0.512052,0.506956,0.465631,0.466359,0.488266,0.479085,0.498368,0.491480,0.459679,0.461099,0.496786,0.487434,0.498182,0.492050,0.465425,0.466032,0.523404,0.513304,0.493225,0.488423,0.473237,0.473495,0.537717,0.531468,0.506880,0.495634,0.473294,0.473425,0.519567,0.513866,0.490284,0.484547
1000,0.441457,0.452667,0.450927,0.456333,0.449811,0.448493,0.517577,0.508536,0.451186,0.450892,0.495645,0.474145,0.501045,0.487926,0.439244,0.439806,0.498552,0.479713,0.500547,0.488675,0.445788,0.445743,0.541888,0.521547,0.493850,0.483276,0.457748,0.457584,0.562350,0.550232,0.514094,0.493712,0.456149,0.455220,0.534574,0.521432,0.494224,0.479389
1200,0.428553,0.441483,0.436867,0.442759,0.442457,0.437148,0.524756,0.511510,0.440194,0.437944,0.511206,0.472713,0.506747,0.486176,0.422059,0.420682,0.507536,0.472806,0.505043,0.485747,0.429927,0.427739,0.559598,0.526558,0.497979,0.480459,0.444936,0.443875,0.587788,0.567927,0.524460,0.491461,0.442484,0.439243,0.551120,0.527985,0.502988,0.476098
1400,0.419710,0.433304,0.425342,0.430448,0.442421,0.429305,0.531428,0.513587,0.430076,0.425003,0.532336,0.477330,0.514147,0.486187,0.408321,0.403190,0.521301,0.469887,0.511534,0.483626,0.417440,0.411408,0.579122,0.529717,0.504248,0.478450,0.433614,0.430530,0.613100,0.583625,0.538924,0.491965,0.431325,0.424790,0.564506,0.528326,0.515222,0.473921
1600,0.411916,0.425544,0.417181,0.420507,0.450747,0.426544,0.536198,0.514104,0.424419,0.415049,0.555784,0.483873,0.521287,0.484652,0.400865,0.389284,0.538637,0.470081,0.519412,0.481842,0.409057,0.396783,0.597769,0.531628,0.511996,0.476650,0.424309,0.418142,0.634432,0.593560,0.553539,0.491847,0.423450,0.411871,0.578509,0.527373,0.530998,0.472982
1800,0.407196,0.419875,0.411983,0.411330,0.460987,0.424844,0.543278,0.516465,0.420888,0.406662,0.582018,0.492990,0.530244,0.484610,0.396540,0.376204,0.558950,0.472249,0.529725,0.482045,0.403820,0.384128,0.618615,0.533849,0.523075,0.476789,0.417879,0.407109,0.655599,0.602309,0.569080,0.493320,0.416994,0.397899,0.591859,0.522412,0.546511,0.472200
