step,train_loss,val_loss
0,5.553389,5.544203
1000,2.201529,2.138429
2000,1.918611,1.911911
3000,1.841496,1.830899
4000,1.735326,1.732991
5000,1.684833,1.686516
6000,1.649581,1.657361
7000,1.645518,1.635373
8000,1.621898,1.620293
9000,1.611465,1.601745
10000,1.593418,1.587529
11000,1.584809,1.573919
12000,1.569701,1.561400
13000,1.548323,1.551532
14000,1.537311,1.540790
15000,1.526915,1.531418
16000,1.520741,1.520847
17000,1.522130,1.514804
18000,1.509057,1.507998
19000,1.504673,1.501207
