step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498743,0.498844,0.499247,0.499253,0.499919,0.499854,0.499402,0.498863,0.499848,0.498952,0.499307,0.499275,0.500100,0.500087,0.500460,0.499857,0.500364,0.499533,0.498939,0.498905,0.500012,0.500004,0.500786,0.500380,0.499913,0.499360,0.499377,0.499368,0.500113,0.500109,0.500947,0.500649,0.499871,0.499299,0.499501,0.499483,0.500030,0.500021,0.500802,0.500486,0.499870,0.499758,0.499781,0.499780,0.499885,0.499875,0.500454,0.500172
400,0.496123,0.496741,0.494879,0.494927,0.495367,0.495116,0.503948,0.500677,0.502749,0.498718,0.497022,0.496315,0.499805,0.499652,0.505786,0.504552,0.503949,0.500198,0.495413,0.494665,0.499175,0.499028,0.505914,0.504765,0.501189,0.498811,0.497580,0.497364,0.500197,0.500150,0.506064,0.505150,0.501272,0.498578,0.498897,0.498752,0.500185,0.500112,0.505109,0.503989,0.499964,0.499593,0.499411,0.499410,0.499787,0.499760,0.503647,0.502466
600,0.492349,0.494020,0.486983,0.487134,0.486954,0.486558,0.507918,0.501908,0.505768,0.496656,0.490028,0.488908,0.495573,0.495204,0.509747,0.505744,0.505515,0.497807,0.488686,0.487500,0.496624,0.496267,0.509028,0.504974,0.499581,0.495210,0.493386,0.492761,0.499769,0.499567,0.510040,0.506892,0.499557,0.495479,0.497428,0.497225,0.501060,0.500797,0.508568,0.506311,0.498996,0.498326,0.498797,0.498765,0.499821,0.499750,0.505710,0.503736
800,0.487389,0.490280,0.475424,0.475639,0.475017,0.474441,0.512970,0.503071,0.510591,0.492254,0.480048,0.478128,0.485720,0.485089,0.513079,0.503618,0.508942,0.493957,0.478843,0.476828,0.490134,0.489339,0.511747,0.501494,0.498583,0.489588,0.486997,0.485466,0.497801,0.497178,0.514680,0.504848,0.497203,0.489822,0.493876,0.493564,0.500719,0.499798,0.513149,0.507744,0.498349,0.496915,0.497523,0.497236,0.499005,0.498872,0.508003,0.504615
1000,0.482063,0.486096,0.461243,0.461467,0.460317,0.459394,0.521120,0.505618,0.517826,0.487614,0.468490,0.464764,0.471703,0.470461,0.517431,0.500293,0.515785,0.490410,0.467218,0.463512,0.480025,0.478289,0.515386,0.496380,0.500067,0.482306,0.478586,0.475437,0.493246,0.491480,0.520156,0.500630,0.497432,0.484084,0.488280,0.487487,0.500659,0.498272,0.519677,0.507520,0.498418,0.495018,0.494984,0.494139,0.495966,0.495569,0.511198,0.505183
1200,0.475648,0.480655,0.445065,0.445150,0.444195,0.442210,0.532469,0.509815,0.528236,0.482049,0.457671,0.449956,0.456193,0.453187,0.523501,0.496363,0.525840,0.486635,0.454898,0.447849,0.467871,0.463857,0.520366,0.490217,0.506706,0.473673,0.468638,0.462829,0.485712,0.481805,0.526775,0.494946,0.500823,0.478742,0.480635,0.479176,0.501398,0.496408,0.527185,0.505021,0.499071,0.491994,0.490501,0.488807,0.489793,0.488566,0.515111,0.505172
1400,0.468556,0.473975,0.428792,0.428116,0.433710,0.423965,0.547435,0.515686,0.541627,0.476598,0.452235,0.435040,0.446424,0.434849,0.531564,0.492308,0.539657,0.481790,0.448502,0.432129,0.458292,0.448046,0.527408,0.483464,0.519468,0.464382,0.458151,0.448245,0.476043,0.468404,0.534423,0.487582,0.507011,0.472450,0.471279,0.468617,0.503530,0.494188,0.535932,0.500150,0.501796,0.489006,0.485338,0.482229,0.482058,0.478481,0.519941,0.504290
1600,0.461494,0.466528,0.415232,0.411739,0.448518,0.408014,0.568508,0.525190,0.558215,0.470671,0.457444,0.421430,0.460549,0.418311,0.543966,0.488110,0.558127,0.476844,0.451400,0.417611,0.460215,0.433751,0.538005,0.476369,0.537943,0.455985,0.447647,0.432072,0.464958,0.450644,0.543535,0.478668,0.516880,0.466870,0.460657,0.456465,0.509013,0.491657,0.545609,0.492985,0.506858,0.486060,0.478687,0.473233,0.471290,0.463943,0.525274,0.501764
1800,0.454898,0.458513,0.407430,0.397395,0.474701,0.402873,0.590359,0.533972,0.576947,0.463297,0.472342,0.412373,0.485861,0.411509,0.557329,0.484370,0.575765,0.471330,0.463697,0.405803,0.475278,0.424538,0.549775,0.468619,0.559151,0.446941,0.441088,0.417931,0.457883,0.432515,0.552885,0.469256,0.528976,0.462223,0.451086,0.444396,0.517465,0.490142,0.554731,0.484573,0.512179,0.483509,0.473025,0.465005,0.462953,0.449477,0.530588,0.497792
