step,train_loss,val_loss
0,6.488948,6.136255
1000,2.228131,2.203711
2000,2.078985,2.065845
3000,1.988590,1.984781
4000,1.922702,1.922099
5000,1.875245,1.873066
6000,1.845940,1.834455
7000,1.810924,1.814754
8000,1.794371,1.783636
9000,1.761977,1.776359
10000,1.741212,1.752765
11000,1.744894,1.733728
12000,1.717368,1.716246
13000,1.711114,1.701879
14000,1.699177,1.690057
15000,1.687863,1.680388
16000,1.663556,1.665692
17000,1.652622,1.656062
18000,1.646426,1.644357
19000,1.633400,1.638872
20000,1.622768,1.630933
21000,1.625299,1.623323
22000,1.619109,1.618565
23000,1.606399,1.614980
24000,1.602374,1.611148
