step,train_loss,val_loss
0,5.544438,5.538345
1000,2.205532,2.175764
2000,1.897152,1.876574
3000,1.765640,1.757521
4000,1.689877,1.688825
5000,1.654240,1.654725
6000,1.620510,1.624488
7000,1.617010,1.606641
8000,1.592780,1.596128
