step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.351795,0.362850,0.000000,6.366080,
1000,2.184060,0.411352,0.000000,2.069681,
2000,1.790408,0.444817,0.000000,1.776408,
3000,1.718385,0.462262,0.000000,1.709806,
4000,1.678679,0.472867,0.000000,1.679684,
5000,1.655993,0.479813,0.000000,1.655491,
6000,1.637412,0.485590,0.000000,1.635228,
7000,1.623967,0.489631,0.000000,1.622904,
8000,1.618540,0.493169,0.000000,1.616884,
9000,1.602324,0.495819,0.000000,1.606893,
10000,1.601722,0.497421,0.000000,1.596921,
11000,1.590500,0.498609,0.000000,1.592475,
12000,1.582722,0.499369,0.000000,1.586523,
13000,1.576258,0.499725,0.000000,1.573390,
14000,1.567209,0.499955,0.000000,1.565388,
15000,1.562990,0.499895,0.000000,1.566183,
16000,1.555064,0.499951,0.000000,1.554858,
17000,1.552240,0.500005,0.000000,1.553345,
18000,1.545573,0.499918,0.000000,1.544607,
19000,1.540722,0.499915,0.000000,1.544480,
20000,1.535928,0.500013,0.000000,1.540082,
21000,1.538930,0.499949,0.000000,1.535949,
22000,1.534380,0.499933,0.000000,1.536298,
23000,1.525510,0.499977,0.000000,1.526579,
24000,1.520235,0.500010,0.000000,1.523209,
25000,1.519369,0.500088,0.000000,1.523372,
26000,1.520906,0.500017,0.000000,1.522703,
27000,1.521997,0.499988,0.000000,1.517333,
28000,1.516467,0.500018,0.000000,1.516998,
29000,1.514176,0.499907,0.000000,1.513628,
30000,1.511323,0.499949,0.000000,1.514502,
31000,1.509898,0.500007,0.000000,1.511370,
32000,1.508218,0.499952,0.000000,1.508212,
33000,1.505344,0.500013,0.000000,1.504702,
34000,1.501857,0.500036,0.000000,1.506571,
35000,1.497276,0.499830,0.000000,1.502940,
36000,1.501276,0.500014,0.000000,1.501212,
37000,1.499089,0.500006,0.000000,1.498720,
38000,1.496890,0.499936,0.000000,1.497238,
39000,1.494434,0.500093,0.000000,1.496628,
40000,1.495066,0.500090,0.000000,1.494946,
41000,1.494133,0.499918,0.000000,1.492737,
42000,1.493458,0.500058,0.000000,1.494814,
43000,1.492285,0.500047,0.000000,1.490633,
44000,1.491358,0.499868,0.000000,1.490381,
45000,1.490083,0.499987,0.000000,1.488936,
46000,1.484131,0.499960,0.000000,1.487591,
47000,1.483860,0.499985,0.000000,1.484478,
48000,1.484418,0.499961,0.000000,1.483227,
49000,1.481317,0.500020,0.000000,1.481792,
50000,1.480748,0.499980,0.000000,1.482328,
51000,1.475994,0.499977,0.000000,1.480721,
52000,1.476077,0.499996,0.000000,1.479381,
53000,1.478080,0.499983,0.000000,1.477424,
54000,1.478727,0.500013,0.000000,1.475993,
55000,1.474743,0.500052,0.000000,1.474884,
56000,1.473234,0.500059,0.000000,1.472066,
57000,1.471711,0.499886,0.000000,1.472886,
58000,1.467885,0.499933,0.000000,1.469629,
59000,1.472777,0.499812,0.000000,1.470639,
60000,1.468108,0.499923,0.000000,1.469811,
61000,1.469913,0.499938,0.000000,1.466864,
62000,1.467755,0.500048,0.000000,1.467217,
63000,1.459001,0.500041,0.000000,1.465789,
64000,1.464316,0.499885,0.000000,1.463942,
65000,1.463053,0.499992,0.000000,1.464947,
66000,1.464438,0.499965,0.000000,1.462797,
67000,1.459912,0.499974,0.000000,1.463008,
68000,1.458234,0.499874,0.000000,1.460324,
69000,1.457707,0.500215,0.000000,1.459804,
70000,1.459649,0.499861,0.000000,1.458001,
71000,1.458243,0.499956,0.000000,1.458202,
72000,1.456144,0.499984,0.000000,1.456576,
73000,1.457689,0.499908,0.000000,1.457714,
74000,1.449022,0.500066,0.000000,1.455537,
75000,1.454341,0.500073,0.000000,1.455549,
76000,1.449341,0.499609,0.000000,1.453093,
77000,1.449087,0.499946,0.000000,1.451724,
78000,1.451749,0.500121,0.000000,1.452978,
79000,1.451882,0.499784,0.000000,1.451749,
80000,1.445810,0.499831,0.000000,1.450429,
81000,1.447653,0.500148,0.000000,1.450574,
82000,1.446665,0.500035,0.000000,1.449084,
83000,1.445713,0.500056,0.000000,1.447822,
84000,1.444512,0.500025,0.000000,1.448021,
85000,1.442365,0.499796,0.000000,1.446557,
86000,1.446581,0.499792,0.000000,1.447294,
87000,1.441360,0.500020,0.000000,1.445033,
88000,1.442115,0.500241,0.000000,1.444809,
89000,1.443532,0.500078,0.000000,1.446143,
90000,1.444882,0.499914,0.000000,1.444980,
91000,1.441943,0.499911,0.000000,1.444595,
92000,1.440514,0.499960,0.000000,1.442911,
93000,1.445677,0.499981,0.000000,1.443157,
94000,1.439677,0.499887,0.000000,1.442252,
95000,1.439417,0.500087,0.000000,1.443512,
96000,1.441508,0.500154,0.000000,1.441414,
97000,1.435057,0.500071,0.000000,1.441112,
98000,1.438372,0.500064,0.000000,1.441833,
99000,1.442712,0.499821,0.000000,1.441368,
