step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.114672,2.030795,19.774145,19.655516,19.662708,19.673445,19.678631,19.676151,1.009094,1.003040,1.003407,1.003954,1.004219,1.004092,19.723314,19.670015,19.659472,19.660749,19.661186,19.654213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.02235913,2.00959682,2.01446056,2.01926517,2.01888108,2.02078414,0.99108732,0.99581796,0.99375284,0.99089175,0.98997736,0.98847568,7.62688854e-05,3.01946246e-04,3.56647142e-05,3.03034867e-05,2.92364675e-05,3.10002179e-05,2.94621805e-05
1000,5.912635,1.765045,19.832096,19.685423,19.760777,19.816092,19.860508,19.822832,1.012049,1.004564,1.008403,1.011224,1.013487,1.011568,19.629839,19.711378,19.684862,19.711374,19.744215,19.722980,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.03162837,2.01561522,2.04358578,2.05929446,2.07022524,2.05608845,0.99082977,0.99594247,0.98661047,0.98034823,0.97494978,0.97785777,4.62524719e-04,9.95080103e-04,2.68354634e-04,3.32186959e-04,3.76420910e-04,4.27393505e-04,3.75712203e-04
1500,5.370511,1.615964,19.671602,19.685772,19.890352,19.985960,20.062069,19.955769,1.003856,1.004575,1.014990,1.019865,1.023740,1.018331,19.369692,19.710403,19.622940,19.669794,19.786736,19.775953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00773430,2.01788139,2.08701277,2.12358427,2.14504457,2.08769155,1.00775778,1.00367105,0.98650497,0.98210478,0.97435069,0.97426122,1.59159582e-03,2.07446492e-03,9.26421373e-04,1.43126177e-03,1.64310285e-03,1.86427240e-03,1.61005161e-03
2000,5.006083,1.514156,19.366669,19.641455,19.925915,20.043083,20.129381,19.991316,0.988289,1.002300,1.016775,1.022752,1.027142,1.020129,18.932409,19.690565,19.472086,19.562059,19.832323,19.913235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.95439208,2.01123047,2.10963607,2.15667272,2.18126464,2.09948540,1.04019630,1.02375901,1.01112473,1.01535070,1.00572598,0.97888279,3.06715572e-03,2.82431720e-03,1.90047035e-03,3.06077930e-03,3.47110280e-03,3.84664512e-03,3.29961954e-03
2500,4.768337,1.447007,19.100765,19.592369,19.918634,20.027460,20.124683,20.015274,0.974712,0.999778,1.016378,1.021930,1.026873,1.021338,18.422340,19.657841,19.306400,19.438969,19.979864,20.213097,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.90393901,2.00217772,2.11941886,2.15875244,2.18268657,2.10789728,1.07336330,1.04990447,1.05353129,1.06082296,1.04607511,0.98113340,4.14531142e-03,2.99453805e-03,2.70876358e-03,4.34970390e-03,4.88037709e-03,5.32891974e-03,4.60956618e-03
3000,4.570883,1.388428,18.880789,19.546392,19.906342,19.984369,20.102318,20.039240,0.963478,0.997412,1.015726,1.019705,1.025711,1.022549,17.886934,19.603615,19.133448,19.310467,20.222116,20.618032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.86287844,1.99511206,2.12480736,2.14587569,2.17395854,2.11623287,1.10255778,1.07539976,1.09503305,1.10365903,1.08282161,0.97960770,4.94952779e-03,2.99774902e-03,3.38523788e-03,5.38857793e-03,5.90223586e-03,6.38306607e-03,5.64029999e-03
3500,4.428062,1.351204,18.704924,19.499828,19.896807,19.958275,20.080507,20.063086,0.954492,0.995015,1.015209,1.018353,1.024574,1.023751,17.376600,19.550188,18.973585,19.192507,20.410440,20.922363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.83189619,1.98678017,2.13041615,2.13871741,2.16439486,2.12387323,1.12657309,1.09941685,1.13370037,1.13710713,1.11115170,0.97613949,5.51820395e-03,2.87125562e-03,3.89887672e-03,6.16651308e-03,6.62057009e-03,7.13007431e-03,6.42193388e-03
4000,4.343043,1.322633,18.553944,19.467045,19.894596,19.930285,20.066168,20.079786,0.946775,0.993323,1.015069,1.016903,1.023816,1.024593,16.904799,19.496752,18.823317,19.086279,20.552437,21.163197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.80514824,1.98269486,2.13779807,2.13046598,2.15730000,2.12976885,1.14847505,1.12504470,1.17091417,1.16623461,1.13355494,0.97156751,5.91936052e-03,2.70624389e-03,4.30384092e-03,6.76382147e-03,7.09699560e-03,7.65464595e-03,6.99061528e-03
4500,4.264965,1.300898,18.422255,19.433601,19.887823,19.909237,20.049417,20.091366,0.940041,0.991593,1.014697,1.015810,1.022940,1.025171,16.465353,19.445946,18.687563,18.984312,20.660915,21.351271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.78343165,1.97889328,2.14064097,2.12446380,2.14904165,2.13409281,1.16789317,1.14902163,1.20621705,1.18956316,1.15058303,0.96711636,6.19263093e-03,2.55055493e-03,4.60001314e-03,7.18854507e-03,7.42124952e-03,8.01030174e-03,7.38512119e-03
5000,4.215262,1.285033,18.316593,19.407349,19.891098,19.885878,20.036699,20.099297,0.934638,0.990231,1.014836,1.014596,1.022273,1.025564,16.066389,19.395697,18.562527,18.900068,20.758392,21.521963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.76551330,1.97729933,2.14663863,2.11787486,2.14183593,2.13610530,1.18612385,1.17255235,1.23548961,1.20982909,1.16515696,0.96354538,6.37158585e-03,2.44118390e-03,4.82350634e-03,7.48521090e-03,7.61410594e-03,8.22598953e-03,7.63951847e-03
