step,train_loss,val_loss
0,5.577395,5.567931
1000,2.137074,2.039766
2000,1.718155,1.709242
3000,1.639814,1.624520
4000,1.573423,1.575970
5000,1.540797,1.542668
6000,1.521918,1.522471
7000,1.502472,1.501980
8000,1.478238,1.489399
9000,1.480150,1.476404
10000,1.465451,1.463406
11000,1.457702,1.449473
12000,1.447409,1.443507
13000,1.422078,1.435335
14000,1.423246,1.426619
15000,1.426907,1.416673
16000,1.417106,1.409722
17000,1.401639,1.403937
18000,1.395290,1.399111
19000,1.396681,1.392024
20000,1.395070,1.387665
21000,1.378341,1.384214
22000,1.374680,1.379855
23000,1.374391,1.377550
24000,1.369348,1.375057
