step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498127,0.498533,0.497592,0.497652,0.498205,0.498019,0.498634,0.498096,0.501031,0.500193,0.498133,0.498087,0.499725,0.499529,0.499362,0.498617,0.500895,0.500038,0.499038,0.498977,0.500284,0.500194,0.500058,0.499201,0.499779,0.499217,0.499476,0.499487,0.500537,0.500498,0.500868,0.499975,0.499584,0.499173,0.499275,0.499280,0.500275,0.500220,0.501414,0.500608,0.499482,0.499287,0.499570,0.499582,0.500229,0.500183,0.501783,0.501325
400,0.493403,0.495608,0.488731,0.489353,0.489493,0.488998,0.493998,0.491799,0.505350,0.501948,0.491490,0.491143,0.497773,0.496395,0.497816,0.493873,0.505289,0.501343,0.493402,0.493094,0.499546,0.498137,0.501014,0.496166,0.501372,0.498527,0.494949,0.495066,0.503326,0.502456,0.505092,0.499724,0.501012,0.498445,0.496117,0.495910,0.502265,0.501473,0.508367,0.503346,0.499731,0.498572,0.498429,0.498493,0.502792,0.502415,0.510832,0.508251
600,0.486935,0.492041,0.473876,0.475687,0.476443,0.474619,0.489557,0.483208,0.512304,0.502953,0.479045,0.477808,0.494743,0.488542,0.498114,0.486334,0.512479,0.501717,0.481533,0.480438,0.498378,0.492896,0.504195,0.490070,0.505044,0.496019,0.484632,0.484607,0.509947,0.505339,0.513564,0.498236,0.503148,0.495918,0.488669,0.488263,0.506489,0.503080,0.519883,0.506024,0.500509,0.498229,0.493277,0.493506,0.509391,0.507350,0.524136,0.515043
800,0.479126,0.487165,0.454516,0.457642,0.469192,0.459609,0.486958,0.472059,0.520952,0.503209,0.464307,0.461013,0.502108,0.481748,0.502354,0.476986,0.523458,0.501055,0.465173,0.462060,0.499671,0.483067,0.510536,0.480853,0.511258,0.492471,0.471002,0.470484,0.521618,0.508942,0.525357,0.493062,0.505627,0.491512,0.477225,0.476701,0.516367,0.506936,0.535125,0.506723,0.499340,0.495449,0.483712,0.484334,0.520418,0.514888,0.540757,0.520302
1000,0.471857,0.481909,0.433775,0.437465,0.484592,0.453538,0.488606,0.460616,0.530492,0.502137,0.451866,0.444968,0.520297,0.478133,0.513430,0.467282,0.533425,0.497270,0.449254,0.442472,0.510235,0.474376,0.521542,0.470284,0.516255,0.485780,0.457150,0.455512,0.537091,0.511162,0.540058,0.485524,0.508545,0.486133,0.464852,0.464120,0.528397,0.509588,0.550576,0.502638,0.499565,0.494146,0.473777,0.474950,0.532876,0.520825,0.554111,0.517698
1200,0.466230,0.477419,0.415482,0.418843,0.507880,0.457751,0.492559,0.449834,0.538463,0.499635,0.444356,0.431984,0.544650,0.478376,0.527128,0.459913,0.545140,0.493620,0.437457,0.424297,0.526829,0.465903,0.533785,0.459697,0.524137,0.480412,0.444179,0.440710,0.550673,0.509662,0.552962,0.476143,0.509383,0.479556,0.454060,0.452902,0.541485,0.511547,0.562188,0.494210,0.498797,0.491404,0.464766,0.465935,0.543729,0.524283,0.563322,0.510542
1400,0.461902,0.473749,0.400011,0.401850,0.534787,0.466970,0.496967,0.438821,0.546063,0.496370,0.440505,0.420230,0.572201,0.480084,0.540864,0.452943,0.556602,0.488777,0.429028,0.407292,0.548193,0.458390,0.548055,0.450595,0.530824,0.474054,0.432391,0.426657,0.566192,0.506773,0.564278,0.466076,0.513440,0.474313,0.441593,0.439615,0.555105,0.511985,0.572870,0.484713,0.496775,0.487734,0.454477,0.455779,0.552402,0.524474,0.570583,0.500233
1600,0.456952,0.469048,0.387335,0.386211,0.563468,0.477470,0.505609,0.428174,0.554243,0.493870,0.439960,0.410104,0.601598,0.483878,0.556536,0.446023,0.564374,0.483322,0.425758,0.392665,0.570628,0.451834,0.563183,0.440867,0.538020,0.467822,0.420984,0.412183,0.579288,0.501333,0.575381,0.454651,0.518266,0.469497,0.430555,0.427147,0.567462,0.510959,0.582314,0.473674,0.493693,0.482610,0.446118,0.447269,0.561455,0.523326,0.575896,0.488076
1800,0.453223,0.465611,0.377898,0.371902,0.593305,0.488545,0.513553,0.418471,0.559752,0.489243,0.442746,0.401570,0.632513,0.489432,0.572648,0.438982,0.573529,0.477926,0.427627,0.379450,0.595760,0.446791,0.577676,0.431493,0.546315,0.463155,0.411769,0.399678,0.593520,0.495186,0.585435,0.443385,0.524014,0.465168,0.420466,0.415611,0.579787,0.508144,0.592137,0.462812,0.493172,0.479045,0.435941,0.437190,0.566457,0.519466,0.579905,0.475336
2000,0.449127,0.461448,0.372964,0.359952,0.624262,0.500211,0.520977,0.408656,0.565758,0.485059,0.447527,0.394703,0.664551,0.493909,0.587034,0.430878,0.582475,0.471873,0.433713,0.367990,0.621934,0.442347,0.591117,0.422160,0.554198,0.457943,0.403625,0.387381,0.606065,0.486876,0.597374,0.432854,0.528093,0.460121,0.410121,0.403664,0.591348,0.505423,0.600094,0.450876,0.492550,0.475445,0.428067,0.429057,0.572020,0.516316,0.584679,0.463079
2200,0.445322,0.457435,0.371759,0.350603,0.655934,0.510960,0.528932,0.398385,0.571160,0.480973,0.453394,0.387087,0.698199,0.498290,0.602825,0.423362,0.590550,0.465174,0.441353,0.359019,0.650980,0.441610,0.606012,0.414173,0.562363,0.451547,0.396849,0.376116,0.618981,0.477449,0.608271,0.422681,0.532517,0.454763,0.400998,0.392543,0.604309,0.502608,0.606479,0.439824,0.493595,0.472331,0.420679,0.421228,0.578430,0.511556,0.588444,0.451099
2400,0.441766,0.453582,0.373449,0.341623,0.688193,0.521536,0.537688,0.388715,0.577048,0.477322,0.463176,0.381967,0.732873,0.503330,0.618948,0.416588,0.597575,0.459636,0.452381,0.352001,0.681225,0.439601,0.618407,0.405351,0.569419,0.445813,0.392598,0.366092,0.634591,0.469084,0.619971,0.412344,0.537030,0.449043,0.392771,0.382239,0.616036,0.498993,0.611977,0.428952,0.493664,0.468433,0.413035,0.413011,0.580903,0.504691,0.590946,0.439068
2600,0.438091,0.449389,0.377008,0.334035,0.720138,0.529392,0.545187,0.380632,0.581412,0.472862,0.473455,0.377445,0.767900,0.508219,0.631379,0.410297,0.602480,0.453405,0.461644,0.344581,0.711212,0.437222,0.630835,0.397424,0.577399,0.439985,0.390048,0.357270,0.650002,0.460695,0.629413,0.403324,0.542085,0.445076,0.385558,0.372638,0.630064,0.496504,0.619514,0.419094,0.493160,0.463712,0.407105,0.406355,0.584249,0.498444,0.595361,0.427943
2800,0.435641,0.446089,0.381936,0.327697,0.752270,0.535205,0.552181,0.371760,0.586581,0.469005,0.483891,0.373268,0.802930,0.512411,0.643763,0.404186,0.609479,0.447504,0.474320,0.339082,0.743868,0.438676,0.643242,0.390326,0.585452,0.435608,0.389062,0.349534,0.665609,0.451975,0.639902,0.393905,0.546229,0.439859,0.380645,0.364590,0.642582,0.492451,0.626221,0.408654,0.494365,0.461291,0.402101,0.400528,0.587556,0.491948,0.599011,0.416951
3000,0.432536,0.442237,0.387754,0.322383,0.784580,0.541645,0.560345,0.363640,0.590139,0.464733,0.493654,0.369939,0.837749,0.514481,0.654634,0.397388,0.616637,0.443039,0.485317,0.334265,0.775459,0.438212,0.656117,0.382822,0.592097,0.430162,0.389242,0.342846,0.681617,0.444780,0.650728,0.386533,0.550540,0.434789,0.375663,0.356498,0.656456,0.490093,0.633091,0.399442,0.494908,0.457792,0.395852,0.393543,0.588170,0.483386,0.603217,0.406534
3200,0.430140,0.438979,0.393166,0.317993,0.815385,0.544940,0.567841,0.355328,0.593895,0.461575,0.504033,0.367043,0.873756,0.518487,0.663429,0.389562,0.621910,0.437791,0.497496,0.329262,0.806600,0.437748,0.666603,0.374786,0.598698,0.424744,0.391696,0.337770,0.699936,0.438329,0.660067,0.378432,0.555021,0.430408,0.372080,0.350009,0.669034,0.487515,0.641463,0.390499,0.495582,0.455166,0.390677,0.387386,0.589760,0.475563,0.608915,0.396592
3400,0.427701,0.435765,0.399552,0.313824,0.846118,0.548763,0.576116,0.348665,0.596506,0.457525,0.514295,0.364012,0.908213,0.520777,0.672480,0.383438,0.624861,0.431444,0.508475,0.324942,0.839429,0.438317,0.678441,0.367740,0.605397,0.420074,0.394116,0.332754,0.715971,0.431053,0.668890,0.370401,0.560832,0.427162,0.368558,0.343492,0.680895,0.483150,0.645814,0.381033,0.495332,0.450664,0.386147,0.381758,0.592911,0.469574,0.613732,0.387439
3600,0.426691,0.433987,0.405822,0.310674,0.876382,0.551704,0.584026,0.341783,0.599721,0.453898,0.523318,0.361375,0.941994,0.521789,0.679792,0.376587,0.630368,0.426966,0.519338,0.321205,0.869944,0.438208,0.687791,0.360650,0.610538,0.414975,0.397102,0.328100,0.734272,0.424840,0.678310,0.363226,0.564124,0.423271,0.366131,0.338221,0.692578,0.479866,0.652261,0.372799,0.495920,0.447770,0.382740,0.377230,0.595290,0.463280,0.618735,0.379240
3800,0.423713,0.430294,0.412104,0.307669,0.904956,0.553675,0.589727,0.334731,0.602208,0.450607,0.532468,0.359153,0.975972,0.524596,0.687847,0.370223,0.634103,0.422155,0.531049,0.318206,0.900433,0.437857,0.696423,0.353626,0.616792,0.410893,0.400239,0.323904,0.750929,0.418420,0.686848,0.356708,0.568021,0.419483,0.364069,0.332915,0.705297,0.477081,0.659166,0.365490,0.495697,0.444192,0.379404,0.372909,0.597928,0.457089,0.624193,0.371612
4000,0.421865,0.427851,0.417205,0.304410,0.932193,0.554332,0.596703,0.329008,0.603820,0.446917,0.540538,0.356457,1.007465,0.524121,0.693560,0.363737,0.637863,0.417598,0.540992,0.314975,0.929677,0.438239,0.703904,0.347040,0.622237,0.406244,0.405168,0.320665,0.768239,0.413862,0.694309,0.349804,0.572081,0.415989,0.362527,0.328184,0.717066,0.473166,0.666099,0.359566,0.495651,0.440657,0.375651,0.368109,0.600708,0.451616,0.629404,0.365082
4200,0.420419,0.425939,0.422600,0.301963,0.959022,0.556129,0.603357,0.323390,0.605021,0.442897,0.549161,0.354307,1.037961,0.523368,0.700413,0.358397,0.639541,0.413053,0.550081,0.312387,0.957717,0.437320,0.711352,0.341502,0.627623,0.401954,0.410023,0.318434,0.784543,0.408801,0.700307,0.343602,0.576053,0.412736,0.362946,0.324746,0.727211,0.470124,0.670454,0.352950,0.496415,0.438127,0.373014,0.364497,0.602568,0.446285,0.634197,0.358438
