step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497845,0.497762,0.498568,0.498586,0.498412,0.498356,0.499102,0.499002,0.500290,0.500217,0.500751,0.500783,0.501187,0.501170,0.502677,0.502654,0.499993,0.499707,0.502101,0.502165,0.502607,0.502612,0.502820,0.502895,0.499611,0.499742,0.501331,0.501377,0.502113,0.502115,0.502776,0.502822,0.500288,0.500346,0.501514,0.501543,0.502321,0.502324,0.502815,0.502893,0.499965,0.500069,0.501025,0.501038,0.502170,0.502174,0.502803,0.502883
400,0.488163,0.488040,0.500013,0.500301,0.492060,0.491646,0.489745,0.489741,0.497502,0.496520,0.498518,0.498547,0.498571,0.498338,0.508857,0.508220,0.500072,0.500067,0.505237,0.505283,0.506174,0.505878,0.513726,0.513470,0.498228,0.498447,0.504885,0.504547,0.501133,0.501016,0.513362,0.513032,0.500411,0.500556,0.506094,0.505732,0.506073,0.506029,0.513521,0.513325,0.499444,0.499622,0.504716,0.504737,0.504300,0.504224,0.513380,0.513229
600,0.472327,0.472188,0.504644,0.505354,0.487502,0.486546,0.477478,0.477849,0.490716,0.488644,0.493299,0.493594,0.494205,0.493239,0.514020,0.512398,0.505832,0.505762,0.507106,0.506382,0.504601,0.501050,0.529214,0.528423,0.497064,0.496300,0.508893,0.506274,0.490253,0.489384,0.529958,0.529449,0.498742,0.498954,0.512220,0.503088,0.496148,0.495707,0.529692,0.529358,0.498288,0.498586,0.513418,0.511053,0.492986,0.492627,0.529706,0.529245
800,0.450472,0.450283,0.507207,0.508414,0.483660,0.482407,0.462129,0.462845,0.483109,0.477797,0.485988,0.486971,0.488374,0.485708,0.515198,0.512405,0.510444,0.510422,0.511556,0.510428,0.506752,0.499656,0.546109,0.546271,0.496410,0.495013,0.513476,0.509405,0.483375,0.479056,0.551046,0.550886,0.494788,0.495000,0.520653,0.494238,0.486333,0.484653,0.546452,0.545964,0.495296,0.495575,0.522295,0.516791,0.484406,0.482872,0.545535,0.543862
1000,0.425689,0.425410,0.501760,0.503358,0.476965,0.474846,0.442114,0.442912,0.475702,0.464392,0.478279,0.480262,0.483895,0.478767,0.511779,0.507021,0.514740,0.514613,0.515835,0.514399,0.509220,0.499948,0.560403,0.564461,0.494572,0.493090,0.519000,0.513602,0.481631,0.472123,0.566649,0.570862,0.495261,0.495228,0.526455,0.492521,0.486073,0.477498,0.557836,0.556171,0.494700,0.494980,0.530101,0.523177,0.484435,0.480636,0.553024,0.549916
1200,0.402813,0.402424,0.491763,0.493570,0.467300,0.464189,0.421888,0.422614,0.473439,0.450554,0.469935,0.472634,0.479081,0.471531,0.506116,0.499646,0.518036,0.517953,0.517539,0.515656,0.510675,0.499712,0.577209,0.580503,0.490630,0.489240,0.528645,0.521375,0.483318,0.462753,0.585882,0.591231,0.495871,0.495756,0.534487,0.485678,0.490990,0.469651,0.572906,0.563569,0.493354,0.493618,0.538838,0.529689,0.482954,0.472794,0.565073,0.556340
1400,0.381939,0.381296,0.479019,0.480877,0.455520,0.451170,0.402284,0.402834,0.477756,0.438437,0.461044,0.464245,0.475468,0.465346,0.501395,0.493024,0.521595,0.521275,0.519188,0.517202,0.512872,0.499633,0.595734,0.595206,0.489731,0.488432,0.537780,0.527838,0.486265,0.455073,0.608141,0.611648,0.492372,0.491844,0.546269,0.479764,0.495717,0.461834,0.590752,0.568704,0.490763,0.490800,0.550886,0.536360,0.484020,0.464586,0.579733,0.561183
1600,0.362813,0.361838,0.462943,0.464814,0.442672,0.436879,0.383619,0.383833,0.485240,0.426142,0.451346,0.455015,0.470782,0.458369,0.495702,0.485776,0.522223,0.521853,0.519437,0.517476,0.514849,0.499329,0.611274,0.608478,0.489264,0.488279,0.546112,0.533246,0.491705,0.451322,0.631935,0.632593,0.492020,0.490940,0.556757,0.473151,0.504166,0.455991,0.609494,0.572538,0.488036,0.487791,0.562347,0.540823,0.486723,0.457237,0.596973,0.564817
1800,0.346727,0.345113,0.446075,0.447970,0.428392,0.420985,0.366306,0.366014,0.499834,0.417278,0.441993,0.445940,0.466876,0.452481,0.490766,0.479194,0.522195,0.521702,0.518972,0.516967,0.516335,0.498921,0.626367,0.618264,0.487593,0.486612,0.556038,0.539214,0.497403,0.447145,0.656387,0.647018,0.491075,0.489411,0.567323,0.468125,0.511189,0.452911,0.624913,0.575590,0.489790,0.489687,0.574304,0.545538,0.491821,0.452905,0.610918,0.567712
