step,train_loss,val_bpb
200,9.077777,2.362607
400,7.632111,2.219972
600,7.051568,2.100792
800,6.799390,2.056282
1000,6.664372,2.018156
1200,6.581958,1.996925
1400,6.513441,1.982811
1600,6.439096,1.964112
1800,6.408423,1.952500
2000,6.371199,1.942133
2200,6.331238,1.936931
2400,6.308999,1.927065
2600,6.292118,1.916980
2800,6.257067,1.910903
3000,6.230240,1.903219
3200,6.206068,1.892397
3400,6.162797,1.886123
3600,6.157230,1.879556
3800,6.118995,1.870546
4000,6.076165,1.860119
4200,6.061731,1.850812
4400,6.039845,1.843119
4600,6.010847,1.835285
4800,6.004070,1.829244
5000,5.968485,1.821033
5200,5.927796,1.816345
5400,5.903106,1.809066
5600,5.908468,1.803157
5800,5.883464,1.799958
6000,5.870288,1.794558
6200,5.851497,1.790558
6400,5.837525,1.786839
6600,5.836037,1.783224
6800,5.822041,1.780492
7000,5.819271,1.778770
7200,5.810206,1.776846
7400,5.809180,1.775031
7600,5.789018,1.772831
7800,5.788443,1.771213
8000,5.778098,1.770333
