step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.642922,0.362916,0.000000,6.665435,6.777841
1000,2.397417,0.457978,0.000000,2.346273,2.369161
2000,2.142834,0.488892,0.000000,2.133590,2.139645
3000,2.029670,0.496395,0.000000,2.023817,2.026199
4000,1.966811,0.499046,0.000000,1.956524,1.957690
5000,1.919034,0.499702,0.000000,1.902693,1.903403
6000,1.871396,0.499915,0.000000,1.861566,1.861136
7000,1.835646,0.499963,0.000000,1.830538,1.830085
8000,1.805699,0.499925,0.000000,1.812056,1.811452
9000,1.793486,0.499980,0.000000,1.785563,1.786492
10000,1.775421,0.499924,0.000000,1.778746,1.778694
11000,1.748063,0.497675,0.000250,1.757653,1.758588
12000,1.748428,0.496179,0.000500,1.746725,1.747098
13000,1.742266,0.495101,0.000750,1.735601,1.736433
14000,1.728798,0.493788,0.001000,1.724526,1.724663
15000,1.715237,0.492698,0.001250,1.715273,1.716092
16000,1.701560,0.491228,0.001500,1.703484,1.703761
17000,1.698859,0.489782,0.001750,1.695386,1.695135
18000,1.699282,0.488784,0.002000,1.689207,1.689265
19000,1.683410,0.487958,0.002250,1.684561,1.683831
20000,1.682951,0.485854,0.002500,1.677963,1.678178
21000,1.664140,0.484541,0.002750,1.668564,1.668870
22000,1.668911,0.482914,0.003000,1.664767,1.665685
23000,1.659793,0.480383,0.003250,1.659147,1.660110
24000,1.654753,0.478363,0.003500,1.653124,1.653449
25000,1.647987,0.476128,0.003750,1.650723,1.650491
26000,1.656701,0.474840,0.004000,1.644793,1.645120
27000,1.645498,0.470958,0.004250,1.640010,1.639421
28000,1.634011,0.468541,0.004500,1.636522,1.635727
29000,1.625436,0.465589,0.004750,1.630698,1.631599
30000,1.621589,0.465195,0.005000,1.627999,1.627627
31000,1.629618,0.460372,0.005250,1.625750,1.625557
32000,1.617194,0.455132,0.005500,1.617943,1.617896
33000,1.623912,0.452732,0.005750,1.615277,1.615372
34000,1.622105,0.447507,0.006000,1.610954,1.610462
35000,1.612241,0.442806,0.006250,1.607783,1.607958
36000,1.601848,0.437916,0.006500,1.607383,1.608004
37000,1.603517,0.430553,0.006750,1.605121,1.604229
38000,1.597819,0.423172,0.007000,1.601106,1.600625
39000,1.592157,0.415036,0.007250,1.597860,1.598471
40000,1.596733,0.406813,0.007500,1.595284,1.595246
41000,1.593101,0.401448,0.007750,1.592729,1.592629
42000,1.582459,0.388568,0.008000,1.590566,1.590584
43000,1.586370,0.380155,0.008250,1.588449,1.588621
44000,1.581050,0.368717,0.008500,1.586584,1.586534
45000,1.589906,0.361108,0.008750,1.586270,1.586082
46000,1.581898,0.352471,0.009000,1.585326,1.584523
47000,1.581066,0.341444,0.009250,1.584196,1.583828
48000,1.579223,0.334831,0.009500,1.582103,1.582062
49000,1.589873,0.327071,0.009750,1.582158,1.580741
