step,module,touch_frac,c_r_mean,c_r_median,c_r_max,frac_eq1,frac_ge8,frac_ge32,frac_ge64
2600,L4.v_lut,0.3802,84.16,29,2280,0.0255,0.2846,0.1827,0.1245
2600,L4.out_proj,0.0110,2912.71,440,8192,0.0008,0.0091,0.0081,0.0074
2600,L4.residual_lut,0.5464,234.27,35,5187,0.0579,0.3801,0.2825,0.2239
2600,L5.qkv_lut,0.5192,246.53,31,6842,0.0568,0.3667,0.2557,0.2072
2600,L5.v_lut,0.3136,102.04,11,5172,0.0531,0.1774,0.1074,0.0770
2600,L5.out_proj,0.0141,2264.74,216,8192,0.0016,0.0109,0.0092,0.0084
2600,L5.residual_lut,0.4683,273.35,44,5485,0.0447,0.3403,0.2603,0.2102
2800,L0.qkv_lut,1.0000,128.00,101,743,0.0000,0.9992,0.9637,0.7790
2800,L0.v_lut,0.9894,32.34,20,544,0.0112,0.8453,0.3013,0.0919
2800,L0.out_proj,0.7183,44.55,11,2636,0.0913,0.4166,0.2078,0.1260
2800,L0.residual_lut,0.9731,131.53,58,1833,0.0205,0.8523,0.6235,0.4658
2800,L1.qkv_lut,0.9766,131.07,59,2328,0.0179,0.8612,0.6302,0.4684
2800,L1.v_lut,0.8030,39.85,13,1368,0.0863,0.4932,0.2387,0.1379
2800,L1.out_proj,0.8696,36.80,14,1139,0.0809,0.5548,0.2597,0.1423
2800,L1.residual_lut,0.9983,128.22,83,1106,0.0042,0.9568,0.7891,0.5906
2800,L2.qkv_lut,0.9932,128.88,84,1424,0.0034,0.9578,0.7785,0.5895
2800,L2.v_lut,0.9246,34.61,15,1151,0.0642,0.6225,0.2816,0.1399
2800,L2.out_proj,0.4609,69.43,8,4642,0.0799,0.2394,0.1317,0.0880
2800,L2.residual_lut,0.8750,146.29,86,1940,0.0378,0.7527,0.6138,0.4956
2800,L3.qkv_lut,0.8420,152.03,77,1979,0.0409,0.7109,0.5767,0.4582
2800,L3.v_lut,0.6832,46.84,17,1784,0.0663,0.4578,0.2509,0.1447
2800,L3.out_proj,0.1302,245.68,21,7095,0.0171,0.0840,0.0583,0.0449
2800,L3.residual_lut,0.5596,228.75,118,2613,0.0142,0.5107,0.4292,0.3608
2800,L4.qkv_lut,0.5706,224.31,96,2949,0.0194,0.5037,0.4061,0.3389
2800,L4.v_lut,0.3704,86.39,25,2168,0.0299,0.2656,0.1696,0.1179
2800,L4.out_proj,0.0109,2937.19,700,8192,0.0003,0.0095,0.0086,0.0078
2800,L4.residual_lut,0.6841,187.11,37,4986,0.0562,0.5059,0.3547,0.2786
2800,L5.qkv_lut,0.6453,198.34,41,4629,0.0446,0.4834,0.3512,0.2756
2800,L5.v_lut,0.4535,70.57,12,3422,0.0671,0.2658,0.1529,0.1037
2800,L5.out_proj,0.0156,2056.03,246,8192,0.0015,0.0118,0.0099,0.0092
2800,L5.residual_lut,0.4600,278.28,54,5086,0.0403,0.3406,0.2644,0.2180
3000,L0.qkv_lut,1.0000,128.00,101,735,0.0000,0.9995,0.9637,0.7788
3000,L0.v_lut,0.9897,32.33,20,551,0.0111,0.8448,0.3010,0.0921
3000,L0.out_proj,0.7254,44.11,11,2598,0.0915,0.4211,0.2082,0.1279
3000,L0.residual_lut,0.9780,130.88,58,1778,0.0229,0.8630,0.6301,0.4695
3000,L1.qkv_lut,0.9740,131.42,61,2127,0.0179,0.8630,0.6382,0.4757
3000,L1.v_lut,0.8047,39.77,13,1231,0.0837,0.4954,0.2416,0.1370
3000,L1.out_proj,0.8761,36.53,14,1125,0.0797,0.5603,0.2639,0.1420
3000,L1.residual_lut,0.9983,128.22,84,1230,0.0042,0.9631,0.7947,0.5955
3000,L2.qkv_lut,0.9933,128.86,84,1400,0.0024,0.9590,0.7830,0.5942
3000,L2.v_lut,0.9283,34.47,15,1047,0.0614,0.6275,0.2860,0.1410
3000,L2.out_proj,0.4760,67.23,8,4166,0.0805,0.2505,0.1345,0.0905
3000,L2.residual_lut,0.8848,144.67,83,2059,0.0383,0.7590,0.6162,0.4954
3000,L3.qkv_lut,0.8553,149.65,74,2324,0.0439,0.7152,0.5783,0.4585
3000,L3.v_lut,0.6928,46.19,17,1677,0.0688,0.4601,0.2473,0.1430
3000,L3.out_proj,0.1310,244.20,21,7263,0.0169,0.0850,0.0572,0.0444
3000,L3.residual_lut,0.5698,224.63,121,2653,0.0078,0.5286,0.4543,0.3767
3000,L4.qkv_lut,0.5799,220.72,106,3164,0.0107,0.5295,0.4383,0.3615
3000,L4.v_lut,0.3946,81.10,26,2564,0.0265,0.2904,0.1822,0.1231
3000,L4.out_proj,0.0111,2872.81,599,8192,0.0008,0.0092,0.0083,0.0078
3000,L4.residual_lut,0.6470,197.84,33,5210,0.0610,0.4626,0.3274,0.2590
3000,L5.qkv_lut,0.6283,203.74,34,5641,0.0597,0.4611,0.3215,0.2544
3000,L5.v_lut,0.4186,76.45,11,5346,0.0636,0.2383,0.1380,0.0945
3000,L5.out_proj,0.0120,2668.13,634,8192,0.0009,0.0098,0.0088,0.0081
3000,L5.residual_lut,0.4792,267.09,58,5668,0.0359,0.3674,0.2771,0.2314
3200,L0.qkv_lut,1.0000,128.00,101,754,0.0000,0.9993,0.9647,0.7759
3200,L0.v_lut,0.9897,32.33,20,547,0.0117,0.8447,0.3006,0.0924
3200,L0.out_proj,0.7240,44.20,11,2574,0.0887,0.4229,0.2102,0.1268
3200,L0.residual_lut,0.9790,130.75,57,1826,0.0254,0.8601,0.6301,0.4668
3200,L1.qkv_lut,0.9767,131.05,60,2300,0.0186,0.8647,0.6344,0.4722
3200,L1.v_lut,0.8051,39.74,13,1316,0.0843,0.4974,0.2422,0.1384
3200,L1.out_proj,0.8834,36.22,14,1123,0.0775,0.5634,0.2648,0.1433
3200,L1.residual_lut,0.9976,128.31,84,1145,0.0032,0.9614,0.7944,0.5967
3200,L2.qkv_lut,0.9928,128.92,84,1361,0.0024,0.9593,0.7811,0.5911
3200,L2.v_lut,0.9278,34.49,15,1095,0.0629,0.6265,0.2836,0.1393
3200,L2.out_proj,0.4725,67.73,9,3975,0.0819,0.2495,0.1351,0.0909
3200,L2.residual_lut,0.8801,145.43,81,2074,0.0312,0.7607,0.6116,0.4895
3200,L3.qkv_lut,0.8532,150.03,73,2040,0.0431,0.7205,0.5750,0.4541
3200,L3.v_lut,0.6940,46.11,16,1851,0.0686,0.4588,0.2456,0.1431
3200,L3.out_proj,0.1486,215.31,20,7295,0.0186,0.0965,0.0649,0.0506
3200,L3.residual_lut,0.5847,218.91,101,2609,0.0222,0.5068,0.4216,0.3528
3200,L4.qkv_lut,0.6064,211.07,91,3187,0.0272,0.5153,0.4119,0.3410
3200,L4.v_lut,0.3931,81.40,23,2415,0.0351,0.2724,0.1725,0.1184
3200,L4.out_proj,0.0117,2737.80,577,8192,0.0008,0.0100,0.0089,0.0082
3200,L4.residual_lut,0.6602,193.89,33,5386,0.0515,0.4868,0.3359,0.2617
3200,L5.qkv_lut,0.5944,215.34,34,5213,0.0571,0.4248,0.3019,0.2427
3200,L5.v_lut,0.3793,84.38,12,4101,0.0579,0.2174,0.1293,0.0891
3200,L5.out_proj,0.0107,3004.52,774,8192,0.0007,0.0088,0.0078,0.0073
3200,L5.residual_lut,0.4224,303.06,46,7093,0.0427,0.3066,0.2312,0.1914
3400,L0.qkv_lut,1.0000,128.00,101,753,0.0000,0.9995,0.9645,0.7762
3400,L0.v_lut,0.9897,32.33,20,553,0.0112,0.8428,0.2994,0.0924
3400,L0.out_proj,0.7351,43.53,11,2415,0.0871,0.4323,0.2139,0.1284
3400,L0.residual_lut,0.9775,130.94,60,1703,0.0171,0.8699,0.6409,0.4729
3400,L1.qkv_lut,0.9784,130.83,61,2192,0.0181,0.8675,0.6410,0.4775
3400,L1.v_lut,0.8081,39.60,13,1250,0.0833,0.5028,0.2448,0.1384
3400,L1.out_proj,0.8804,36.35,14,1071,0.0780,0.5651,0.2664,0.1434
3400,L1.residual_lut,0.9968,128.41,86,1085,0.0017,0.9626,0.7981,0.6030
3400,L2.qkv_lut,0.9925,128.97,86,1343,0.0028,0.9619,0.7834,0.6007
3400,L2.v_lut,0.9288,34.45,15,975,0.0599,0.6313,0.2869,0.1407
3400,L2.out_proj,0.4919,65.06,8,4261,0.0848,0.2570,0.1385,0.0919
3400,L2.residual_lut,0.8904,143.76,82,1831,0.0347,0.7732,0.6189,0.5000
3400,L3.qkv_lut,0.8618,148.52,75,1914,0.0394,0.7285,0.5846,0.4657
3400,L3.v_lut,0.7053,45.37,17,1631,0.0706,0.4671,0.2510,0.1456
3400,L3.out_proj,0.1559,205.20,19,7209,0.0212,0.0988,0.0666,0.0509
3400,L3.residual_lut,0.5791,221.03,118,2506,0.0139,0.5320,0.4526,0.3784
3400,L4.qkv_lut,0.5949,215.17,104,2826,0.0187,0.5358,0.4489,0.3690
3400,L4.v_lut,0.4036,79.29,26,2022,0.0289,0.2969,0.1848,0.1241
3400,L4.out_proj,0.0115,2781.37,394,8192,0.0006,0.0097,0.0082,0.0078
3400,L4.residual_lut,0.7200,177.79,34,4805,0.0581,0.5356,0.3716,0.2820
3400,L5.qkv_lut,0.6877,186.14,35,4620,0.0592,0.4990,0.3524,0.2760
3400,L5.v_lut,0.4955,64.58,11,4178,0.0751,0.2803,0.1573,0.1052
3400,L5.out_proj,0.0121,2647.92,513,8192,0.0010,0.0097,0.0083,0.0078
3400,L5.residual_lut,0.4395,291.27,35,6445,0.0349,0.3208,0.2258,0.1836
3600,L0.qkv_lut,1.0000,128.00,101,763,0.0000,0.9995,0.9629,0.7733
3600,L0.v_lut,0.9896,32.34,20,530,0.0116,0.8447,0.3009,0.0923
3600,L0.out_proj,0.7245,44.17,11,2539,0.0872,0.4236,0.2125,0.1279
3600,L0.residual_lut,0.9722,131.66,59,1740,0.0193,0.8625,0.6367,0.4729
3600,L1.qkv_lut,0.9748,131.31,60,2273,0.0168,0.8633,0.6370,0.4736
3600,L1.v_lut,0.8049,39.76,13,1316,0.0843,0.4974,0.2416,0.1377
3600,L1.out_proj,0.8829,36.25,14,1056,0.0757,0.5668,0.2661,0.1433
3600,L1.residual_lut,0.9978,128.28,85,1178,0.0029,0.9644,0.7988,0.6072
3600,L2.qkv_lut,0.9938,128.80,85,1328,0.0028,0.9588,0.7858,0.5954
3600,L2.v_lut,0.9273,34.51,15,1015,0.0599,0.6319,0.2861,0.1404
3600,L2.out_proj,0.5051,63.36,9,3809,0.0849,0.2653,0.1428,0.0940
3600,L2.residual_lut,0.8965,142.78,84,2157,0.0337,0.7822,0.6277,0.5063
3600,L3.qkv_lut,0.8687,147.35,73,1999,0.0410,0.7331,0.5955,0.4642
3600,L3.v_lut,0.7161,44.68,16,1645,0.0701,0.4738,0.2506,0.1455
3600,L3.out_proj,0.1606,199.24,21,6831,0.0196,0.1040,0.0714,0.0541
3600,L3.residual_lut,0.6021,212.61,102,3432,0.0232,0.5273,0.4360,0.3660
3600,L4.qkv_lut,0.6191,206.74,89,2582,0.0247,0.5334,0.4326,0.3573
3600,L4.v_lut,0.4049,79.03,23,2222,0.0367,0.2824,0.1770,0.1221
3600,L4.out_proj,0.0112,2864.96,512,8192,0.0008,0.0096,0.0083,0.0077
3600,L4.residual_lut,0.5845,219.00,37,5169,0.0552,0.4182,0.3042,0.2439
3600,L5.qkv_lut,0.5618,227.82,32,6541,0.0539,0.3942,0.2824,0.2249
3600,L5.v_lut,0.3547,90.22,11,7634,0.0565,0.2008,0.1168,0.0819
3600,L5.out_proj,0.0140,2284.48,363,8192,0.0009,0.0113,0.0100,0.0092
3600,L5.residual_lut,0.4473,286.18,61,4842,0.0339,0.3459,0.2695,0.2207
3800,L0.qkv_lut,1.0000,128.00,101,760,0.0000,0.9993,0.9621,0.7767
3800,L0.v_lut,0.9896,32.34,20,629,0.0117,0.8440,0.3007,0.0923
3800,L0.out_proj,0.7385,43.33,11,2495,0.0905,0.4321,0.2143,0.1294
3800,L0.residual_lut,0.9810,130.48,58,1679,0.0232,0.8723,0.6401,0.4741
3800,L1.qkv_lut,0.9805,130.55,61,2274,0.0190,0.8665,0.6426,0.4803
3800,L1.v_lut,0.8126,39.38,13,1262,0.0849,0.5027,0.2452,0.1380
3800,L1.out_proj,0.8929,35.84,14,1038,0.0746,0.5812,0.2695,0.1442
3800,L1.residual_lut,0.9980,128.25,86,1066,0.0034,0.9688,0.8088,0.6096
3800,L2.qkv_lut,0.9935,128.84,86,1312,0.0031,0.9637,0.7923,0.6004
3800,L2.v_lut,0.9354,34.21,15,964,0.0590,0.6417,0.2885,0.1407
3800,L2.out_proj,0.5089,62.88,8,3775,0.0879,0.2627,0.1432,0.0942
3800,L2.residual_lut,0.8945,143.09,84,1784,0.0339,0.7812,0.6326,0.5088
3800,L3.qkv_lut,0.8659,147.83,75,2035,0.0392,0.7373,0.5924,0.4715
3800,L3.v_lut,0.7142,44.80,17,1519,0.0680,0.4750,0.2543,0.1466
3800,L3.out_proj,0.1588,201.53,20,7073,0.0199,0.1031,0.0684,0.0529
3800,L3.residual_lut,0.5771,221.78,112,2950,0.0188,0.5103,0.4314,0.3621
3800,L4.qkv_lut,0.5944,215.34,99,2844,0.0216,0.5200,0.4233,0.3488
3800,L4.v_lut,0.3939,81.24,24,2543,0.0322,0.2812,0.1771,0.1224
3800,L4.out_proj,0.0107,2995.93,513,8192,0.0004,0.0095,0.0085,0.0078
3800,L4.residual_lut,0.5447,235.00,27,6882,0.0613,0.3694,0.2600,0.2053
3800,L5.qkv_lut,0.5472,233.92,32,6633,0.0552,0.3879,0.2749,0.2148
3800,L5.v_lut,0.3232,99.00,11,5732,0.0527,0.1825,0.1075,0.0754
3800,L5.out_proj,0.0092,3483.64,1648,8192,0.0006,0.0080,0.0073,0.0068
3800,L5.residual_lut,0.3950,324.03,55,7102,0.0312,0.3035,0.2329,0.1895
4000,L0.qkv_lut,1.0000,128.00,101,768,0.0000,0.9993,0.9613,0.7752
4000,L0.v_lut,0.9894,32.34,20,585,0.0114,0.8436,0.3017,0.0926
4000,L0.out_proj,0.7396,43.27,11,2551,0.0863,0.4357,0.2147,0.1281
4000,L0.residual_lut,0.9773,130.97,60,1689,0.0183,0.8718,0.6370,0.4761
4000,L1.qkv_lut,0.9782,130.85,63,2213,0.0210,0.8695,0.6429,0.4870
4000,L1.v_lut,0.8120,39.41,13,1259,0.0839,0.5036,0.2446,0.1384
4000,L1.out_proj,0.8932,35.83,14,1024,0.0715,0.5814,0.2715,0.1433
4000,L1.residual_lut,0.9985,128.19,86,1138,0.0037,0.9668,0.8037,0.6113
4000,L2.qkv_lut,0.9938,128.80,86,1190,0.0026,0.9652,0.7954,0.6009
4000,L2.v_lut,0.9340,34.26,16,1017,0.0584,0.6403,0.2896,0.1398
4000,L2.out_proj,0.5126,62.42,9,3721,0.0838,0.2708,0.1457,0.0953
4000,L2.residual_lut,0.8896,143.88,88,2032,0.0295,0.7847,0.6421,0.5217
4000,L3.qkv_lut,0.8625,148.41,80,2014,0.0334,0.7415,0.6016,0.4827
4000,L3.v_lut,0.7178,44.58,17,1563,0.0660,0.4849,0.2595,0.1491
4000,L3.out_proj,0.1653,193.61,19,6868,0.0218,0.1066,0.0707,0.0537
4000,L3.residual_lut,0.5813,220.20,133,2111,0.0144,0.5361,0.4617,0.3923
4000,L4.qkv_lut,0.6030,212.26,113,2057,0.0192,0.5477,0.4626,0.3862
4000,L4.v_lut,0.4093,78.18,29,2111,0.0285,0.3042,0.1959,0.1310
4000,L4.out_proj,0.0120,2661.36,322,8192,0.0006,0.0101,0.0090,0.0084
4000,L4.residual_lut,0.5667,225.89,26,5828,0.0632,0.3860,0.2688,0.2122
4000,L5.qkv_lut,0.5422,236.09,31,6817,0.0532,0.3831,0.2695,0.2145
4000,L5.v_lut,0.3082,103.83,11,6969,0.0505,0.1729,0.1024,0.0728
4000,L5.out_proj,0.0103,3120.76,881,8192,0.0005,0.0085,0.0075,0.0070
4000,L5.residual_lut,0.4124,310.41,38,7542,0.0432,0.2957,0.2195,0.1794
4200,L0.qkv_lut,1.0000,128.00,101,752,0.0000,0.9993,0.9624,0.7777
4200,L0.v_lut,0.9895,32.34,20,566,0.0113,0.8433,0.3015,0.0928
4200,L0.out_proj,0.7397,43.26,11,2396,0.0885,0.4353,0.2165,0.1291
4200,L0.residual_lut,0.9797,130.65,59,1691,0.0215,0.8726,0.6438,0.4746
4200,L1.qkv_lut,0.9801,130.59,62,2285,0.0164,0.8701,0.6439,0.4837
4200,L1.v_lut,0.8146,39.28,13,1258,0.0827,0.5035,0.2450,0.1381
4200,L1.out_proj,0.8957,35.73,14,1061,0.0739,0.5819,0.2707,0.1423
4200,L1.residual_lut,0.9983,128.22,86,1163,0.0044,0.9673,0.8069,0.6111
4200,L2.qkv_lut,0.9937,128.82,87,1231,0.0026,0.9660,0.7923,0.5993
4200,L2.v_lut,0.9344,34.25,15,950,0.0571,0.6399,0.2886,0.1400
4200,L2.out_proj,0.5108,62.65,9,3902,0.0874,0.2679,0.1450,0.0933
4200,L2.residual_lut,0.8906,143.72,87,2017,0.0300,0.7832,0.6343,0.5117
4200,L3.qkv_lut,0.8564,149.45,78,2148,0.0337,0.7336,0.5954,0.4727
4200,L3.v_lut,0.7148,44.77,17,1525,0.0675,0.4785,0.2563,0.1470
4200,L3.out_proj,0.1642,194.90,19,6562,0.0206,0.1046,0.0697,0.0526
4200,L3.residual_lut,0.5847,218.91,118,3209,0.0168,0.5322,0.4521,0.3784
4200,L4.qkv_lut,0.6030,212.26,100,2864,0.0192,0.5356,0.4383,0.3621
4200,L4.v_lut,0.4042,79.16,25,2347,0.0320,0.2924,0.1834,0.1240
4200,L4.out_proj,0.0109,2928.98,410,8192,0.0005,0.0091,0.0080,0.0075
4200,L4.residual_lut,0.6138,208.55,34,6209,0.0564,0.4385,0.3145,0.2483
4200,L5.qkv_lut,0.6056,211.35,31,6869,0.0547,0.4282,0.3011,0.2342
4200,L5.v_lut,0.3665,87.32,10,4812,0.0627,0.2025,0.1184,0.0825
4200,L5.out_proj,0.0127,2514.57,280,8192,0.0009,0.0098,0.0082,0.0077
4200,L5.residual_lut,0.4541,281.88,44,6442,0.0422,0.3252,0.2498,0.2017
4400,L0.qkv_lut,1.0000,128.00,101,751,0.0000,0.9992,0.9613,0.7738
4400,L0.v_lut,0.9895,32.34,20,572,0.0112,0.8430,0.3012,0.0926
4400,L0.out_proj,0.7455,42.92,11,2358,0.0879,0.4405,0.2180,0.1290
4400,L0.residual_lut,0.9792,130.71,62,1677,0.0154,0.8792,0.6504,0.4812
4400,L1.qkv_lut,0.9788,130.77,64,2178,0.0174,0.8779,0.6478,0.4937
4400,L1.v_lut,0.8208,38.99,13,1276,0.0845,0.5118,0.2468,0.1388
4400,L1.out_proj,0.8940,35.80,14,1144,0.0782,0.5773,0.2697,0.1426
4400,L1.residual_lut,0.9983,128.22,86,1121,0.0037,0.9668,0.8081,0.6116
4400,L2.qkv_lut,0.9927,128.94,86,1266,0.0021,0.9653,0.7871,0.6016
4400,L2.v_lut,0.9321,34.33,15,984,0.0586,0.6373,0.2876,0.1405
4400,L2.out_proj,0.5128,62.40,9,3937,0.0881,0.2686,0.1451,0.0955
4400,L2.residual_lut,0.9014,142.01,84,2188,0.0356,0.7910,0.6416,0.5183
4400,L3.qkv_lut,0.8717,146.83,77,2470,0.0382,0.7432,0.5999,0.4767
4400,L3.v_lut,0.7213,44.37,17,1479,0.0690,0.4819,0.2553,0.1464
4400,L3.out_proj,0.1640,195.08,21,6439,0.0199,0.1068,0.0724,0.0552
4400,L3.residual_lut,0.5930,215.85,118,2909,0.0222,0.5300,0.4460,0.3779
4400,L4.qkv_lut,0.6188,206.85,93,2466,0.0275,0.5295,0.4383,0.3579
4400,L4.v_lut,0.4076,78.51,24,2293,0.0356,0.2870,0.1798,0.1227
4400,L4.out_proj,0.0109,2945.44,373,8192,0.0007,0.0091,0.0082,0.0074
4400,L4.residual_lut,0.6052,211.49,33,6849,0.0615,0.4290,0.3066,0.2422
4400,L5.qkv_lut,0.5973,214.29,32,7149,0.0560,0.4271,0.3014,0.2331
4400,L5.v_lut,0.3778,84.70,11,4422,0.0623,0.2147,0.1257,0.0882
4400,L5.out_proj,0.0122,2614.90,345,8192,0.0010,0.0098,0.0082,0.0077
4400,L5.residual_lut,0.4685,273.21,35,6943,0.0427,0.3403,0.2429,0.1958
4600,L0.qkv_lut,1.0000,128.00,100,760,0.0000,0.9992,0.9631,0.7743
4600,L0.v_lut,0.9896,32.34,20,570,0.0114,0.8430,0.3001,0.0930
4600,L0.out_proj,0.7498,42.68,11,2357,0.0882,0.4439,0.2164,0.1301
4600,L0.residual_lut,0.9807,130.52,61,1636,0.0166,0.8760,0.6445,0.4802
4600,L1.qkv_lut,0.9800,130.61,63,2216,0.0158,0.8805,0.6489,0.4865
4600,L1.v_lut,0.8163,39.20,13,1206,0.0810,0.5097,0.2480,0.1380
4600,L1.out_proj,0.8978,35.64,14,1054,0.0742,0.5856,0.2710,0.1441
4600,L1.residual_lut,0.9978,128.28,86,1165,0.0024,0.9709,0.8074,0.6160
4600,L2.qkv_lut,0.9933,128.86,87,1229,0.0023,0.9650,0.7943,0.6038
4600,L2.v_lut,0.9347,34.24,16,914,0.0579,0.6428,0.2902,0.1403
4600,L2.out_proj,0.5253,60.91,9,3611,0.0894,0.2773,0.1488,0.0962
4600,L2.residual_lut,0.9023,141.85,86,1894,0.0320,0.7959,0.6519,0.5239
4600,L3.qkv_lut,0.8773,145.91,79,2208,0.0374,0.7500,0.6073,0.4847
4600,L3.v_lut,0.7335,43.63,17,1486,0.0683,0.4939,0.2615,0.1485
4600,L3.out_proj,0.1705,187.71,20,6329,0.0220,0.1115,0.0738,0.0558
4600,L3.residual_lut,0.5884,217.55,121,2678,0.0166,0.5352,0.4575,0.3896
4600,L4.qkv_lut,0.6043,211.81,107,2701,0.0200,0.5322,0.4450,0.3704
4600,L4.v_lut,0.4020,79.61,27,2151,0.0318,0.2923,0.1873,0.1275
4600,L4.out_proj,0.0115,2774.01,360,8192,0.0007,0.0098,0.0089,0.0082
4600,L4.residual_lut,0.5222,245.11,37,6020,0.0500,0.3748,0.2705,0.2217
4600,L5.qkv_lut,0.5059,253.03,42,5893,0.0462,0.3717,0.2744,0.2165
4600,L5.v_lut,0.3044,105.11,14,4756,0.0439,0.1847,0.1132,0.0810
4600,L5.out_proj,0.0103,3111.50,792,8192,0.0006,0.0084,0.0078,0.0074
4600,L5.residual_lut,0.4109,311.52,53,7648,0.0364,0.3010,0.2322,0.1965
4800,L0.qkv_lut,1.0000,128.00,101,758,0.0000,0.9993,0.9640,0.7720
4800,L0.v_lut,0.9892,32.35,20,577,0.0112,0.8435,0.3004,0.0930
4800,L0.out_proj,0.7514,42.59,11,2297,0.0864,0.4451,0.2206,0.1310
4800,L0.residual_lut,0.9829,130.23,61,1602,0.0205,0.8813,0.6516,0.4832
4800,L1.qkv_lut,0.9831,130.20,63,2208,0.0161,0.8791,0.6558,0.4891
4800,L1.v_lut,0.8219,38.94,13,1204,0.0825,0.5127,0.2481,0.1389
4800,L1.out_proj,0.8963,35.70,14,963,0.0719,0.5863,0.2731,0.1441
4800,L1.residual_lut,0.9985,128.19,88,1097,0.0022,0.9683,0.8130,0.6174
4800,L2.qkv_lut,0.9938,128.80,87,1210,0.0020,0.9642,0.7977,0.6051
4800,L2.v_lut,0.9346,34.24,16,949,0.0563,0.6436,0.2916,0.1408
4800,L2.out_proj,0.5258,60.86,9,3797,0.0920,0.2767,0.1491,0.0978
4800,L2.residual_lut,0.9077,141.01,86,2043,0.0303,0.7976,0.6484,0.5232
4800,L3.qkv_lut,0.8774,145.88,78,2041,0.0402,0.7474,0.6074,0.4814
4800,L3.v_lut,0.7360,43.48,17,1590,0.0692,0.4892,0.2600,0.1479
4800,L3.out_proj,0.1677,190.82,20,6562,0.0218,0.1075,0.0721,0.0552
4800,L3.residual_lut,0.5979,214.08,117,2326,0.0259,0.5378,0.4617,0.3867
4800,L4.qkv_lut,0.6160,207.78,105,2842,0.0295,0.5345,0.4521,0.3745
4800,L4.v_lut,0.4118,77.71,26,2417,0.0344,0.2975,0.1889,0.1292
4800,L4.out_proj,0.0116,2752.17,372,8192,0.0006,0.0102,0.0091,0.0085
4800,L4.residual_lut,0.6870,186.31,43,4018,0.0530,0.5208,0.3787,0.2986
4800,L5.qkv_lut,0.6813,187.87,49,4555,0.0446,0.5306,0.3942,0.3123
4800,L5.v_lut,0.4349,73.58,13,4121,0.0631,0.2597,0.1532,0.1041
4800,L5.out_proj,0.0116,2766.69,347,8192,0.0003,0.0095,0.0081,0.0076
4800,L5.residual_lut,0.4319,296.38,42,5464,0.0361,0.3135,0.2380,0.1912
5000,L0.qkv_lut,1.0000,128.00,101,783,0.0000,0.9995,0.9624,0.7705
5000,L0.v_lut,0.9891,32.35,20,623,0.0114,0.8428,0.3005,0.0926
5000,L0.out_proj,0.7553,42.37,12,2242,0.0902,0.4471,0.2210,0.1292
5000,L0.residual_lut,0.9805,130.55,62,1618,0.0171,0.8828,0.6494,0.4839
5000,L1.qkv_lut,0.9823,130.31,63,2246,0.0143,0.8822,0.6551,0.4880
5000,L1.v_lut,0.8199,39.03,13,1202,0.0827,0.5121,0.2481,0.1398
5000,L1.out_proj,0.9017,35.49,14,1013,0.0717,0.5916,0.2715,0.1433
5000,L1.residual_lut,0.9978,128.28,87,1058,0.0027,0.9705,0.8118,0.6223
5000,L2.qkv_lut,0.9932,128.88,87,1195,0.0016,0.9674,0.8016,0.6084
5000,L2.v_lut,0.9370,34.15,16,980,0.0563,0.6479,0.2915,0.1411
5000,L2.out_proj,0.5345,59.87,9,3553,0.0898,0.2824,0.1513,0.0978
5000,L2.residual_lut,0.9084,140.90,87,1728,0.0281,0.8071,0.6545,0.5259
5000,L3.qkv_lut,0.8840,144.80,77,1996,0.0378,0.7576,0.6139,0.4873
5000,L3.v_lut,0.7427,43.09,17,1403,0.0689,0.4977,0.2633,0.1480
5000,L3.out_proj,0.1839,174.04,20,6360,0.0234,0.1184,0.0796,0.0614
5000,L3.residual_lut,0.6121,209.13,120,2374,0.0259,0.5439,0.4717,0.3977
5000,L4.qkv_lut,0.6299,203.21,104,2831,0.0251,0.5549,0.4661,0.3866
5000,L4.v_lut,0.4233,75.60,26,2382,0.0334,0.3049,0.1941,0.1307
5000,L4.out_proj,0.0121,2641.25,370,8192,0.0006,0.0106,0.0094,0.0087
5000,L4.residual_lut,0.7974,160.53,51,4018,0.0435,0.6394,0.4688,0.3594
5000,L5.qkv_lut,0.7624,167.90,57,3528,0.0404,0.6217,0.4647,0.3644
5000,L5.v_lut,0.5594,57.20,13,3481,0.0710,0.3385,0.1873,0.1199
5000,L5.out_proj,0.0114,2803.68,459,8192,0.0006,0.0094,0.0083,0.0077
5000,L5.residual_lut,0.4485,285.40,42,5462,0.0457,0.3276,0.2424,0.1953
5200,L0.qkv_lut,1.0000,128.00,101,787,0.0000,0.9993,0.9635,0.7720
5200,L0.v_lut,0.9891,32.35,20,637,0.0115,0.8415,0.3003,0.0928
5200,L0.out_proj,0.7545,42.41,11,2256,0.0878,0.4451,0.2192,0.1293
5200,L0.residual_lut,0.9817,130.39,62,1603,0.0193,0.8813,0.6528,0.4868
5200,L1.qkv_lut,0.9818,130.38,64,2159,0.0153,0.8818,0.6564,0.4927
5200,L1.v_lut,0.8209,38.98,13,1216,0.0798,0.5147,0.2493,0.1385
5200,L1.out_proj,0.9041,35.39,14,977,0.0723,0.5916,0.2740,0.1443
5200,L1.residual_lut,0.9983,128.22,87,1098,0.0022,0.9678,0.8135,0.6165
5200,L2.qkv_lut,0.9938,128.80,87,1298,0.0018,0.9648,0.7992,0.6087
