step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500369,0.500457,0.497272,0.497282,0.497507,0.497529,0.496840,0.496792,0.498973,0.497135,0.497708,0.497694,0.498203,0.498205,0.500143,0.499277,0.498907,0.498573,0.498720,0.498710,0.498519,0.498516,0.502739,0.502482,0.498388,0.498217,0.498110,0.498008,0.497846,0.497823,0.502949,0.502727,0.498272,0.498323,0.498307,0.498341,0.498217,0.498202,0.503113,0.502925,0.498795,0.498157,0.498493,0.498074,0.497662,0.497646,0.503136,0.502921
400,0.501618,0.501969,0.490036,0.490188,0.486641,0.486656,0.487766,0.487399,0.505401,0.490463,0.488195,0.487761,0.487917,0.487920,0.493507,0.491216,0.500488,0.496894,0.494571,0.494403,0.495357,0.495499,0.509477,0.508156,0.492956,0.492211,0.492902,0.492466,0.492424,0.492473,0.512702,0.510920,0.494091,0.492839,0.493892,0.492494,0.492221,0.492276,0.513145,0.512158,0.495050,0.490531,0.495244,0.490392,0.489775,0.489713,0.513262,0.511887
600,0.500658,0.501246,0.479886,0.480562,0.468816,0.468702,0.475381,0.474125,0.519589,0.483983,0.472131,0.471062,0.470272,0.470129,0.483727,0.478681,0.507346,0.496426,0.487670,0.487262,0.485510,0.486522,0.515132,0.509395,0.490267,0.486785,0.491111,0.487647,0.482358,0.482731,0.529178,0.519280,0.489659,0.481833,0.488147,0.480590,0.481541,0.481642,0.531160,0.525636,0.495474,0.478382,0.496175,0.478003,0.477737,0.477780,0.530274,0.520988
800,0.493735,0.494504,0.464389,0.465579,0.445249,0.444967,0.461137,0.458258,0.540081,0.479299,0.452940,0.450003,0.447528,0.446892,0.473704,0.463698,0.519391,0.495413,0.476770,0.475717,0.466582,0.467370,0.518248,0.505874,0.493019,0.486977,0.494285,0.489289,0.469818,0.469536,0.547813,0.526075,0.488404,0.468456,0.487384,0.463850,0.465703,0.465872,0.554324,0.540215,0.497933,0.461867,0.500018,0.461545,0.462570,0.461583,0.552501,0.531051
1000,0.478899,0.479527,0.444041,0.445516,0.420256,0.419576,0.447164,0.441976,0.565210,0.476857,0.437936,0.429543,0.425135,0.423097,0.464932,0.448682,0.535457,0.494660,0.465646,0.463149,0.444902,0.444457,0.519701,0.499957,0.492936,0.484941,0.494992,0.488926,0.462422,0.454023,0.562695,0.530623,0.494966,0.458133,0.494367,0.449485,0.456595,0.448757,0.581505,0.563420,0.494973,0.449829,0.497743,0.447123,0.449251,0.444624,0.578163,0.549163
1200,0.463352,0.463743,0.424150,0.425740,0.397249,0.395986,0.434601,0.426458,0.589702,0.473939,0.433210,0.413513,0.407478,0.401985,0.457466,0.433895,0.552464,0.493964,0.454103,0.449207,0.425550,0.423210,0.520722,0.493505,0.494322,0.483471,0.493956,0.487094,0.457268,0.443961,0.575192,0.534143,0.499201,0.451208,0.503227,0.440590,0.456297,0.439012,0.600914,0.577802,0.486933,0.439284,0.489699,0.434588,0.445845,0.432185,0.596671,0.557975
1400,0.447599,0.447722,0.405094,0.406683,0.377309,0.374321,0.423745,0.411763,0.615650,0.470964,0.439806,0.402704,0.394967,0.382604,0.453856,0.420499,0.569858,0.492214,0.446148,0.437369,0.409684,0.404249,0.522036,0.487320,0.493981,0.481511,0.491626,0.484448,0.453035,0.437172,0.584615,0.537479,0.504970,0.446779,0.516920,0.437454,0.458141,0.433746,0.610118,0.583849,0.480993,0.432700,0.479305,0.425045,0.446640,0.422124,0.607136,0.561693
1600,0.430763,0.430623,0.385333,0.386895,0.363939,0.354689,0.414535,0.397407,0.642880,0.467062,0.451037,0.394876,0.391408,0.365265,0.453651,0.407758,0.586494,0.490749,0.441839,0.427670,0.396416,0.386089,0.523646,0.480827,0.493322,0.478744,0.489573,0.481978,0.447081,0.428546,0.588860,0.539756,0.511463,0.445147,0.530012,0.437247,0.460313,0.432007,0.617615,0.588235,0.477905,0.426582,0.473720,0.416527,0.446354,0.410905,0.615301,0.564507
1800,0.414032,0.413549,0.366667,0.368183,0.366394,0.337774,0.407447,0.384169,0.669825,0.463168,0.465517,0.390476,0.397119,0.351386,0.456595,0.396356,0.603176,0.488713,0.439818,0.419008,0.387861,0.370725,0.525822,0.474734,0.494818,0.477468,0.486911,0.479200,0.441823,0.419118,0.590938,0.540284,0.519320,0.444671,0.543496,0.438169,0.463554,0.431431,0.624942,0.592129,0.474788,0.419428,0.470021,0.408965,0.444953,0.400510,0.622305,0.566968
