step,train_loss,val_loss,val_loss_hard
0,5.548980,5.549150,5.549150
1000,3.082405,3.012454,3.012454
2000,2.544061,2.519280,2.519280
3000,2.399265,2.385109,2.385109
4000,2.307810,2.299098,2.299098
5000,2.233421,2.217398,2.217398
6000,2.146541,2.134035,2.134035
7000,2.069470,2.055801,2.055801
8000,1.998657,1.990034,1.990034
9000,1.949717,1.937418,1.937418
10000,1.906380,1.901434,1.901434
11000,1.869772,1.866979,1.866979
12000,1.843776,1.840249,1.840249
13000,1.821572,1.822441,1.822441
14000,1.807389,1.802897,1.802897
15000,1.788326,1.788234,1.788234
16000,1.779703,1.778569,1.778569
17000,1.770283,1.761313,1.761313
18000,1.757303,1.753971,1.753971
19000,1.747822,1.749308,1.749308
20000,1.741156,1.737274,1.737274
21000,1.731354,1.727002,1.727002
22000,1.722075,1.719114,1.719114
23000,1.715470,1.716137,1.716137
24000,1.707898,1.708130,1.708130
25000,1.705618,1.703755,1.703755
26000,1.709650,1.699282,1.699282
27000,1.693983,1.695824,1.695824
28000,1.688747,1.689893,1.689893
29000,1.686788,1.681316,1.681316
30000,1.683780,1.680790,1.680790
31000,1.674172,1.675000,1.675000
32000,1.673787,1.670020,1.670020
33000,1.670431,1.666996,1.666996
34000,1.670725,1.661633,1.661633
35000,1.660667,1.659683,1.659683
