step,train_loss,val_loss
0,5.549120,5.548929
1000,2.928144,2.849039
2000,2.556560,2.514496
3000,2.420517,2.378736
4000,2.324980,2.276381
5000,2.207057,2.143156
6000,2.083965,2.005311
7000,1.980739,1.907668
8000,1.910432,1.832538
9000,1.851296,1.779592
10000,1.821086,1.741853
11000,1.779562,1.712072
12000,1.751403,1.684275
13000,1.731147,1.669339
14000,1.716857,1.652660
15000,1.701704,1.642589
16000,1.691460,1.628333
17000,1.678100,1.616706
18000,1.665003,1.612872
19000,1.659301,1.604516
20000,1.655390,1.595750
21000,1.645308,1.590075
22000,1.639968,1.583803
23000,1.633922,1.578182
24000,1.625735,1.575149
25000,1.620990,1.569069
26000,1.620687,1.566084
27000,1.612911,1.562516
28000,1.610770,1.557387
29000,1.606852,1.555402
30000,1.600548,1.551750
31000,1.600031,1.548173
32000,1.588951,1.546011
33000,1.587631,1.542245
34000,1.588950,1.540448
35000,1.584210,1.536715
36000,1.583672,1.533649
37000,1.575858,1.530135
38000,1.571088,1.528613
39000,1.570486,1.526758
40000,1.571910,1.524591
41000,1.565088,1.521384
42000,1.564742,1.521389
43000,1.563499,1.517843
44000,1.558236,1.515267
45000,1.558836,1.513474
46000,1.555335,1.511495
47000,1.552035,1.509232
48000,1.550416,1.509401
49000,1.550810,1.507099
50000,1.544816,1.505016
51000,1.546150,1.503977
52000,1.545188,1.501268
53000,1.542145,1.498785
54000,1.539928,1.497523
55000,1.538050,1.497431
56000,1.533002,1.496222
57000,1.535557,1.493468
58000,1.529020,1.492732
59000,1.532325,1.491090
60000,1.527446,1.489182
61000,1.532177,1.487426
62000,1.528605,1.487298
63000,1.524571,1.485319
64000,1.522541,1.486391
65000,1.521999,1.483568
66000,1.522132,1.482260
67000,1.515978,1.480196
68000,1.521322,1.479389
69000,1.517337,1.479587
70000,1.515969,1.477460
71000,1.517413,1.476169
72000,1.510209,1.476580
73000,1.510960,1.474931
74000,1.508007,1.473663
75000,1.506772,1.473004
76000,1.505873,1.471878
77000,1.506472,1.471305
78000,1.508950,1.470185
79000,1.506124,1.469891
80000,1.505289,1.468061
81000,1.503678,1.467532
82000,1.497175,1.467420
83000,1.500221,1.467996
84000,1.503852,1.465501
85000,1.500655,1.465369
86000,1.502069,1.464463
87000,1.498393,1.464377
88000,1.496964,1.463521
89000,1.498852,1.463182
90000,1.496381,1.462232
91000,1.498628,1.461749
92000,1.498175,1.462478
93000,1.494688,1.460866
94000,1.497373,1.460471
95000,1.497398,1.460325
96000,1.491797,1.460189
97000,1.495761,1.459778
98000,1.496026,1.459852
99000,1.496688,1.458962
