step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499237,0.499249,0.498981,0.498981,0.498898,0.498898,0.498940,0.498913,0.499039,0.498819,0.498891,0.498913,0.499337,0.499335,0.499518,0.499325,0.499235,0.499157,0.499236,0.499256,0.499427,0.499425,0.500581,0.500438,0.499623,0.499622,0.499612,0.499615,0.499661,0.499660,0.500822,0.500758,0.499672,0.499668,0.499660,0.499654,0.499702,0.499704,0.500798,0.500694,0.499648,0.499639,0.499628,0.499620,0.499644,0.499646,0.500866,0.500772
400,0.498406,0.498464,0.495967,0.496015,0.495185,0.495184,0.495613,0.495415,0.499085,0.495740,0.495311,0.495273,0.495605,0.495598,0.496743,0.495985,0.500052,0.496994,0.496619,0.496704,0.498243,0.498270,0.501368,0.499481,0.499252,0.499170,0.499399,0.499435,0.499627,0.499633,0.503807,0.503013,0.499124,0.499098,0.499115,0.499067,0.499085,0.499094,0.503760,0.502951,0.498381,0.498134,0.498331,0.498104,0.498056,0.498073,0.504089,0.503595
600,0.497573,0.497715,0.490487,0.490609,0.489245,0.489239,0.491452,0.490531,0.502539,0.490594,0.489262,0.489115,0.489276,0.489247,0.494342,0.491926,0.504396,0.493471,0.491494,0.491465,0.494580,0.494601,0.503246,0.498341,0.498167,0.497197,0.497460,0.497454,0.498706,0.498724,0.508103,0.506077,0.498141,0.498078,0.498037,0.497925,0.497968,0.498002,0.508214,0.504787,0.495755,0.494897,0.495508,0.494831,0.494869,0.494953,0.509517,0.506810
800,0.495651,0.495919,0.482667,0.482895,0.481130,0.481127,0.486877,0.484671,0.508808,0.483805,0.480845,0.480578,0.480799,0.480692,0.492956,0.487896,0.510609,0.489666,0.483904,0.483602,0.490254,0.490184,0.504403,0.496593,0.496361,0.492244,0.491114,0.491091,0.494971,0.494979,0.511726,0.507999,0.497644,0.497554,0.497578,0.497386,0.497343,0.497405,0.512621,0.506363,0.492989,0.492466,0.492345,0.492279,0.492160,0.492293,0.515356,0.509456
1000,0.491590,0.492020,0.472509,0.472804,0.470488,0.470468,0.481340,0.477256,0.517544,0.475618,0.470293,0.469880,0.470089,0.469888,0.492337,0.483187,0.519150,0.485192,0.473734,0.473124,0.484640,0.484438,0.505435,0.494021,0.495410,0.484415,0.482306,0.482005,0.487560,0.487523,0.514672,0.507755,0.497270,0.496909,0.496830,0.496475,0.496319,0.496483,0.516716,0.507760,0.490675,0.489887,0.489882,0.489712,0.490001,0.490163,0.522756,0.515355
1200,0.484404,0.484959,0.460166,0.460493,0.457691,0.457636,0.475247,0.468583,0.529228,0.466106,0.458016,0.457296,0.457486,0.457153,0.492854,0.478264,0.530501,0.479491,0.461570,0.460505,0.476996,0.476640,0.506855,0.490938,0.498621,0.475088,0.472577,0.471658,0.476617,0.476603,0.516980,0.506678,0.497677,0.496676,0.496670,0.496204,0.495540,0.495810,0.522342,0.510038,0.487241,0.485951,0.486021,0.485482,0.486438,0.486967,0.528318,0.517028
1400,0.473495,0.474127,0.445827,0.446165,0.443034,0.442929,0.468438,0.458269,0.544056,0.455964,0.444557,0.443017,0.443040,0.442565,0.494782,0.472870,0.544985,0.473400,0.447931,0.446097,0.465999,0.465522,0.509102,0.487316,0.506766,0.465387,0.461728,0.459679,0.463164,0.463050,0.519513,0.505041,0.497438,0.495801,0.496215,0.495525,0.493819,0.494382,0.529290,0.513467,0.483555,0.480623,0.481566,0.479617,0.482971,0.483686,0.534275,0.518649
1600,0.458754,0.459400,0.429633,0.429969,0.426774,0.426609,0.461887,0.446962,0.562775,0.445622,0.432418,0.427481,0.427078,0.426403,0.498342,0.467277,0.562989,0.466640,0.433874,0.430253,0.452024,0.451360,0.512607,0.483638,0.519107,0.455966,0.450190,0.446505,0.448156,0.447770,0.522499,0.503324,0.497491,0.494352,0.494427,0.493553,0.491370,0.492323,0.539625,0.521954,0.480028,0.476591,0.477636,0.475697,0.479459,0.480292,0.538643,0.519720
1800,0.441204,0.441806,0.412088,0.412420,0.409141,0.408902,0.455343,0.434349,0.584916,0.436032,0.432415,0.411221,0.409836,0.408863,0.503097,0.461164,0.585211,0.459316,0.422937,0.413182,0.435411,0.434429,0.516934,0.479641,0.535365,0.447955,0.437400,0.431403,0.431889,0.431085,0.526237,0.501820,0.497600,0.491287,0.490984,0.489983,0.485070,0.486556,0.547762,0.530172,0.476254,0.471208,0.472308,0.469305,0.474279,0.475975,0.541964,0.520521
