step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499046,0.499164,0.499111,0.499111,0.499110,0.499021,0.498584,0.498385,0.499434,0.498783,0.498511,0.498494,0.499293,0.499238,0.500216,0.498711,0.499765,0.498931,0.498366,0.498350,0.499188,0.499121,0.501144,0.499599,0.500171,0.499375,0.498759,0.498750,0.499517,0.499454,0.501375,0.500574,0.500323,0.499406,0.498989,0.498966,0.500011,0.499983,0.501508,0.501043,0.500018,0.499256,0.498963,0.498926,0.500012,0.499992,0.501580,0.501234
400,0.496966,0.497737,0.495767,0.495843,0.494429,0.494182,0.497177,0.493530,0.502817,0.497467,0.493783,0.493453,0.495239,0.494864,0.505604,0.500353,0.503599,0.498702,0.494006,0.493453,0.495112,0.494811,0.506842,0.504230,0.503866,0.499687,0.495391,0.494769,0.497171,0.496807,0.507146,0.506096,0.504319,0.499741,0.495215,0.494812,0.497748,0.497357,0.507241,0.506613,0.503917,0.500173,0.495569,0.495337,0.497472,0.497112,0.507267,0.506661
600,0.493931,0.495943,0.488651,0.488987,0.485691,0.485366,0.503079,0.490594,0.510876,0.498018,0.486735,0.485284,0.488533,0.487799,0.513616,0.505788,0.509778,0.499160,0.487427,0.486077,0.487848,0.487303,0.514392,0.509364,0.507377,0.498446,0.488655,0.487536,0.491946,0.491282,0.514844,0.511821,0.505405,0.496971,0.489078,0.488280,0.493150,0.492392,0.514739,0.512106,0.505685,0.498085,0.491058,0.490511,0.494360,0.493428,0.514446,0.511521
800,0.489890,0.493782,0.477461,0.478047,0.473940,0.473444,0.513536,0.494188,0.521387,0.497691,0.478641,0.474548,0.478136,0.477004,0.523548,0.510801,0.516231,0.497439,0.477735,0.475390,0.477573,0.476740,0.522321,0.510814,0.510382,0.494162,0.479939,0.477778,0.483748,0.482640,0.523018,0.513413,0.504855,0.491619,0.482388,0.480140,0.485204,0.483998,0.522272,0.512707,0.506256,0.494999,0.485538,0.484381,0.490267,0.488638,0.521995,0.512556
1000,0.484512,0.490716,0.463352,0.464115,0.459250,0.458481,0.528074,0.502894,0.534032,0.497524,0.471445,0.461777,0.464910,0.463068,0.536273,0.516201,0.526918,0.496758,0.467404,0.462093,0.464538,0.463163,0.531448,0.510034,0.517324,0.490651,0.470442,0.465774,0.471993,0.470144,0.532833,0.512429,0.509285,0.486944,0.475615,0.470909,0.474038,0.472180,0.530915,0.509779,0.510915,0.493305,0.478549,0.476218,0.484340,0.481852,0.532573,0.511576
1200,0.478274,0.487097,0.447649,0.448398,0.442596,0.441201,0.546307,0.514541,0.549400,0.496657,0.470778,0.449045,0.450669,0.446780,0.552137,0.522108,0.541109,0.496559,0.462172,0.447434,0.449930,0.447027,0.542432,0.508286,0.529770,0.486915,0.462660,0.452604,0.457497,0.454362,0.545348,0.510604,0.518815,0.483577,0.469167,0.460889,0.460697,0.457782,0.542119,0.505327,0.519573,0.492673,0.469648,0.465495,0.476814,0.473281,0.546220,0.509133
1400,0.472564,0.483762,0.430197,0.430524,0.425318,0.422014,0.569335,0.529774,0.567752,0.495726,0.481884,0.438190,0.442610,0.429720,0.573224,0.529971,0.558784,0.496792,0.470765,0.434213,0.438353,0.429928,0.558713,0.506790,0.548026,0.483408,0.458961,0.438628,0.443475,0.437128,0.563529,0.508406,0.534699,0.481379,0.462954,0.449310,0.446428,0.441297,0.558712,0.499858,0.532014,0.493279,0.461087,0.452735,0.468181,0.462277,0.565390,0.505196
1600,0.465967,0.479559,0.415714,0.413975,0.418296,0.402691,0.596962,0.547920,0.588656,0.495087,0.502488,0.432749,0.453444,0.415565,0.598985,0.539299,0.582158,0.497798,0.491475,0.424609,0.439626,0.414289,0.579583,0.506135,0.571101,0.481709,0.464884,0.425943,0.434146,0.419670,0.584887,0.506086,0.556381,0.480748,0.460362,0.438645,0.434794,0.424670,0.578392,0.495474,0.548694,0.496290,0.455040,0.439836,0.460799,0.451028,0.587714,0.500127
1800,0.460255,0.475719,0.408034,0.400566,0.434343,0.386681,0.629177,0.569484,0.611048,0.493812,0.528242,0.434210,0.476371,0.408370,0.628741,0.549929,0.607766,0.497787,0.518040,0.424196,0.455582,0.402846,0.605470,0.505980,0.598270,0.480997,0.481083,0.417514,0.436826,0.405013,0.609640,0.503854,0.583592,0.481162,0.464120,0.427498,0.425141,0.406247,0.600750,0.489955,0.565910,0.498077,0.454373,0.427965,0.456063,0.440487,0.613510,0.494227
