step,train_loss,val_loss
0,5.572260,5.579440
1000,1.996195,1.978149
2000,1.829718,1.814919
3000,1.741646,1.731599
4000,1.694244,1.687130
5000,1.661712,1.659950
6000,1.649528,1.638151
7000,1.632371,1.625208
8000,1.621354,1.614428
9000,1.601472,1.603871
10000,1.592249,1.592389
11000,1.581874,1.582679
12000,1.576249,1.574609
13000,1.569420,1.570367
14000,1.565368,1.563611
15000,1.549668,1.555658
16000,1.545330,1.551138
17000,1.542559,1.544189
18000,1.541413,1.539609
19000,1.534026,1.534386
20000,1.525014,1.530481
21000,1.527813,1.527465
22000,1.525595,1.523744
23000,1.519523,1.522244
24000,1.519560,1.520140
