step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498119,0.498150,0.497343,0.497326,0.497186,0.497190,0.497640,0.497602,0.497942,0.497868,0.498069,0.498060,0.498225,0.498222,0.501648,0.501019,0.498587,0.498475,0.498526,0.498494,0.498419,0.498421,0.502917,0.502796,0.498665,0.498596,0.498551,0.498496,0.498331,0.498333,0.502897,0.502696,0.499013,0.498886,0.498999,0.498907,0.498652,0.498658,0.502912,0.502699,0.498861,0.498798,0.498847,0.498802,0.498539,0.498546,0.502953,0.502762
400,0.490400,0.490482,0.488328,0.488312,0.487074,0.487134,0.488746,0.488523,0.497258,0.490151,0.488465,0.488375,0.488537,0.488547,0.495188,0.493001,0.496033,0.494253,0.493820,0.493932,0.494711,0.494812,0.509874,0.508575,0.495578,0.495341,0.495600,0.495414,0.495063,0.495110,0.513219,0.511979,0.494735,0.493985,0.494881,0.494157,0.493951,0.494006,0.513056,0.512390,0.496082,0.493430,0.496338,0.493800,0.492992,0.493050,0.513513,0.513107
600,0.474881,0.474911,0.473073,0.473137,0.469185,0.469330,0.476766,0.475977,0.505626,0.480827,0.472530,0.472233,0.470822,0.470855,0.486705,0.481618,0.499718,0.490262,0.485491,0.485658,0.487852,0.488290,0.514816,0.509053,0.488285,0.487811,0.488211,0.487877,0.487702,0.487884,0.529848,0.525645,0.484564,0.482376,0.484723,0.482516,0.481963,0.481962,0.530939,0.527704,0.487178,0.481139,0.486943,0.481610,0.480690,0.480699,0.531259,0.528956
800,0.453070,0.453014,0.451062,0.451201,0.445033,0.445198,0.462659,0.460877,0.521347,0.469862,0.450804,0.450026,0.446884,0.446815,0.477299,0.467723,0.513145,0.486205,0.471855,0.471330,0.470066,0.470881,0.518184,0.505967,0.480038,0.477920,0.477993,0.476989,0.478381,0.478899,0.551595,0.540561,0.471494,0.467000,0.472166,0.466771,0.466526,0.467046,0.555513,0.546695,0.475028,0.467344,0.473261,0.466722,0.466766,0.466824,0.553037,0.543586
1000,0.429659,0.429505,0.426995,0.427149,0.419161,0.419231,0.447652,0.444225,0.542357,0.460252,0.427942,0.426055,0.421693,0.421343,0.466955,0.451706,0.530123,0.481985,0.457242,0.455242,0.446489,0.447485,0.521105,0.502421,0.473204,0.468909,0.470639,0.467965,0.462907,0.465502,0.565215,0.555694,0.463905,0.453290,0.464542,0.451692,0.452503,0.454518,0.579597,0.561866,0.463926,0.455134,0.461125,0.453879,0.455710,0.457045,0.572833,0.559464
1200,0.408187,0.407900,0.404649,0.404800,0.395006,0.394945,0.434935,0.429346,0.562126,0.451930,0.408745,0.404460,0.398301,0.397548,0.459216,0.437111,0.547047,0.478740,0.444079,0.440187,0.423878,0.424793,0.523488,0.497940,0.469736,0.462820,0.465308,0.461848,0.446817,0.450266,0.571956,0.565355,0.463603,0.443814,0.465699,0.441547,0.440347,0.444710,0.608118,0.576098,0.461427,0.445688,0.459389,0.444525,0.445771,0.447828,0.598896,0.583269
1400,0.387559,0.387176,0.383950,0.384118,0.372533,0.372368,0.423495,0.415072,0.585231,0.443484,0.396458,0.386237,0.377004,0.375619,0.453187,0.423201,0.565043,0.474286,0.431687,0.425477,0.402237,0.403049,0.524728,0.493289,0.468033,0.458750,0.460871,0.456810,0.427487,0.430655,0.575657,0.567734,0.467625,0.439846,0.471374,0.436494,0.429226,0.434688,0.634017,0.594645,0.461838,0.435504,0.462310,0.434768,0.435846,0.437750,0.622813,0.597005
1600,0.368891,0.368364,0.364460,0.364619,0.351716,0.351396,0.413348,0.401042,0.608749,0.438961,0.393053,0.370890,0.357597,0.355260,0.450910,0.410420,0.581432,0.469957,0.420725,0.411292,0.381958,0.382533,0.526213,0.487140,0.467167,0.455660,0.457664,0.453038,0.409657,0.411873,0.579470,0.568458,0.472457,0.438400,0.478795,0.435321,0.420372,0.422520,0.661095,0.608690,0.463380,0.426091,0.464728,0.425700,0.425247,0.425345,0.647299,0.605222
1800,0.351828,0.351180,0.346481,0.346628,0.332578,0.332016,0.404275,0.387051,0.631256,0.434794,0.399258,0.359748,0.340941,0.336820,0.451860,0.397964,0.600584,0.465857,0.412445,0.398295,0.363426,0.363427,0.528294,0.481256,0.466705,0.452780,0.454171,0.449364,0.394935,0.394612,0.581388,0.566708,0.477488,0.438358,0.486100,0.436389,0.415101,0.410701,0.687252,0.619448,0.465224,0.417568,0.467910,0.418033,0.415366,0.413353,0.669347,0.611177
