step,train_loss,val_loss
0,5.671534,5.680768
1000,1.939197,1.894382
2000,1.748983,1.737688
3000,1.689119,1.680027
4000,1.649923,1.645874
5000,1.619844,1.621251
6000,1.604025,1.598572
7000,1.588005,1.586730
8000,1.576154,1.573769
9000,1.563768,1.559927
10000,1.551307,1.553811
11000,1.538444,1.539198
12000,1.525844,1.528121
13000,1.519631,1.516523
14000,1.510267,1.510939
15000,1.501893,1.505025
16000,1.498092,1.500570
17000,1.488294,1.492861
18000,1.489515,1.488578
19000,1.482628,1.483271
20000,1.478100,1.478929
21000,1.471947,1.474699
22000,1.472133,1.472362
23000,1.469921,1.467022
24000,1.463122,1.464522
25000,1.459333,1.460729
26000,1.456348,1.458508
27000,1.456844,1.456214
28000,1.451937,1.454900
29000,1.452965,1.452626
30000,1.449958,1.449250
31000,1.449292,1.447234
32000,1.448079,1.445498
33000,1.445215,1.442340
34000,1.437300,1.440593
35000,1.434853,1.441801
36000,1.437111,1.437825
37000,1.434433,1.435546
38000,1.433633,1.434652
39000,1.435238,1.432357
40000,1.426565,1.430501
41000,1.429283,1.427957
42000,1.426632,1.427064
43000,1.421131,1.425470
44000,1.423584,1.424156
45000,1.420051,1.424250
46000,1.417817,1.422286
47000,1.421478,1.421447
48000,1.416370,1.419716
49000,1.416646,1.418450
50000,1.415159,1.418198
51000,1.411580,1.415054
52000,1.412245,1.414199
53000,1.410675,1.414123
54000,1.409206,1.413030
55000,1.408718,1.410772
56000,1.409077,1.410302
57000,1.410495,1.408168
58000,1.403500,1.407735
59000,1.404133,1.406512
60000,1.402724,1.406617
61000,1.401064,1.404515
62000,1.397633,1.402744
63000,1.398727,1.401917
64000,1.400384,1.401978
65000,1.392564,1.400013
66000,1.397321,1.399218
67000,1.396817,1.398009
68000,1.389706,1.397832
69000,1.393983,1.397411
70000,1.391168,1.396631
71000,1.390488,1.394704
72000,1.393047,1.393243
73000,1.388140,1.393592
74000,1.390602,1.392486
75000,1.388501,1.391901
76000,1.386668,1.389769
77000,1.385770,1.390816
78000,1.384282,1.389847
79000,1.384478,1.388337
80000,1.385888,1.387628
81000,1.383111,1.387451
82000,1.384340,1.386372
83000,1.384101,1.385513
84000,1.379939,1.385112
85000,1.381214,1.384902
86000,1.380849,1.384533
87000,1.376999,1.384326
88000,1.376897,1.383890
89000,1.378676,1.384026
90000,1.377655,1.382499
91000,1.374084,1.382324
92000,1.378628,1.381533
93000,1.376624,1.381425
94000,1.375429,1.381445
95000,1.372837,1.380715
96000,1.374679,1.380037
97000,1.376885,1.380659
98000,1.380279,1.380497
99000,1.372941,1.380383
