step,train_loss,val_loss
0,5.520124,5.528738
1000,2.166481,2.070487
2000,1.710422,1.701936
3000,1.620269,1.611823
4000,1.553750,1.556163
5000,1.523224,1.522537
6000,1.498046,1.501601
7000,1.492888,1.484823
8000,1.471308,1.472817
9000,1.466884,1.457820
10000,1.452106,1.446672
11000,1.442237,1.433313
12000,1.428348,1.422920
13000,1.411158,1.411106
14000,1.400676,1.403420
15000,1.393836,1.395288
16000,1.385460,1.387229
17000,1.387667,1.381599
18000,1.375140,1.374300
19000,1.373358,1.369943
20000,1.363697,1.365213
21000,1.359147,1.360189
22000,1.360600,1.357491
23000,1.346488,1.354074
24000,1.350483,1.352523
