step,train_loss,val_loss
0,5.681735,5.684917
1000,1.926622,1.899093
2000,1.794360,1.781909
3000,1.738810,1.731836
4000,1.695612,1.692184
5000,1.673286,1.664167
6000,1.646416,1.646659
7000,1.633051,1.630099
8000,1.613253,1.617026
9000,1.600058,1.604608
10000,1.590164,1.592543
11000,1.581967,1.582234
12000,1.572338,1.570855
13000,1.568037,1.560589
14000,1.556932,1.555903
15000,1.546768,1.544858
16000,1.538161,1.538160
17000,1.533573,1.532132
18000,1.522347,1.525112
19000,1.522651,1.520942
20000,1.522447,1.514542
21000,1.511148,1.509982
22000,1.510378,1.505197
23000,1.494021,1.503350
24000,1.497910,1.501267
