step,train_loss,val_loss,val_loss_hard
0,5.556392,5.557077,5.557077
1000,2.415023,2.363188,2.363188
2000,2.170046,2.159506,2.159506
3000,2.068022,2.043842,2.043842
4000,1.996054,1.997732,1.997732
5000,1.956709,1.965918,1.965918
6000,1.910682,1.899191,1.899191
7000,1.873509,1.882798,1.882798
8000,1.842025,1.844951,1.844951
9000,1.831106,1.833366,1.833366
10000,1.816498,1.805674,1.805674
11000,1.800347,1.796515,1.796515
12000,1.786423,1.783014,1.783014
13000,1.773828,1.774871,1.774871
14000,1.779783,1.761318,1.761318
15000,1.752882,1.756754,1.756754
16000,1.751240,1.746557,1.746557
17000,1.743657,1.742777,1.742777
18000,1.728530,1.731501,1.731501
19000,1.733609,1.724273,1.724273
20000,1.709855,1.717232,1.717232
21000,1.719707,1.712315,1.712315
22000,1.699902,1.703603,1.703603
23000,1.710279,1.706760,1.706760
24000,1.695327,1.693232,1.693232
25000,1.679495,1.686931,1.686931
26000,1.672346,1.684003,1.684003
27000,1.670319,1.678083,1.678083
28000,1.676646,1.675793,1.675793
29000,1.660669,1.665178,1.665178
30000,1.663522,1.659844,1.659844
31000,1.658274,1.652857,1.652857
32000,1.648451,1.649142,1.649142
33000,1.645521,1.642939,1.642939
34000,1.638014,1.638729,1.638729
35000,1.633452,1.633683,1.633683
36000,1.635922,1.631695,1.631695
37000,1.630523,1.628222,1.628222
38000,1.624225,1.625583,1.625583
39000,1.626183,1.622704,1.622704
40000,1.621576,1.616480,1.616480
41000,1.614310,1.615114,1.615114
42000,1.620358,1.610673,1.610673
43000,1.602798,1.607847,1.607847
44000,1.608741,1.606224,1.606224
45000,1.607038,1.604549,1.604549
46000,1.596133,1.602112,1.602112
47000,1.603895,1.600406,1.600406
48000,1.602774,1.598756,1.598756
49000,1.594941,1.597977,1.597977
