step,train_loss,val_loss,val_loss_hard
0,5.550173,5.550322,5.550322
1000,2.766999,2.699386,2.699386
2000,2.432194,2.412705,2.412705
3000,2.254005,2.234843,2.234843
4000,2.135406,2.125694,2.125694
5000,2.051536,2.050616,2.050616
6000,1.975246,1.973052,1.973052
7000,1.898888,1.891813,1.891813
8000,1.852029,1.842170,1.842170
9000,1.816047,1.815014,1.815014
10000,1.788558,1.789330,1.789330
11000,1.767806,1.767255,1.767255
12000,1.755802,1.752220,1.752220
13000,1.742858,1.735450,1.735450
14000,1.726267,1.722432,1.722432
15000,1.719673,1.713119,1.713119
