step,train_loss,val_loss
0,5.780756,5.796414
1000,1.986853,1.935759
2000,1.812467,1.859023
3000,1.848391,1.826757
4000,1.844579,1.849899
5000,2.855365,2.809920
6000,2.700839,2.679990
7000,2.409897,2.390652
8000,2.185206,2.166045
9000,2.052288,2.043106
10000,1.985134,1.974632
11000,1.938924,1.932229
12000,1.892998,1.885842
13000,1.853916,1.853285
14000,1.815103,1.810539
15000,1.796509,1.793212
16000,1.774391,1.784391
17000,1.756046,1.748774
18000,1.740076,1.740202
19000,1.739967,1.731794
20000,1.718040,1.719279
21000,1.709012,1.705542
22000,1.703499,1.709703
23000,1.690352,1.693897
24000,1.686163,1.695123
25000,1.691078,1.685223
26000,1.684354,1.674101
27000,1.672084,1.672889
