step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499087,0.499144,0.499256,0.499254,0.499365,0.499276,0.498574,0.498383,0.499510,0.498819,0.498516,0.498485,0.499106,0.499050,0.500076,0.498670,0.499790,0.499001,0.498396,0.498378,0.499159,0.499102,0.501142,0.499650,0.500104,0.499230,0.498753,0.498728,0.499531,0.499484,0.501373,0.500587,0.500164,0.499178,0.498726,0.498712,0.499934,0.499902,0.501507,0.501035,0.499929,0.499012,0.499288,0.499249,0.500197,0.500184,0.501569,0.501213
400,0.497615,0.498056,0.495146,0.495176,0.494092,0.493896,0.497146,0.493543,0.503359,0.497646,0.494248,0.493733,0.494625,0.494312,0.505238,0.499285,0.504360,0.499433,0.493709,0.493313,0.494832,0.494569,0.506830,0.504224,0.503907,0.499686,0.495015,0.494355,0.496537,0.496233,0.507095,0.505970,0.504445,0.499562,0.494982,0.494772,0.497325,0.496956,0.507206,0.506486,0.502503,0.498947,0.496570,0.496406,0.499239,0.499020,0.507279,0.506724
600,0.495355,0.496426,0.487549,0.487701,0.485297,0.485026,0.503574,0.490997,0.511699,0.499907,0.487939,0.485757,0.487162,0.486559,0.513013,0.503753,0.510755,0.499557,0.486641,0.485522,0.487971,0.487517,0.514316,0.508994,0.507382,0.498465,0.488178,0.487064,0.490351,0.489753,0.514701,0.511027,0.506384,0.497115,0.489759,0.489234,0.493226,0.492528,0.514635,0.511634,0.502874,0.496434,0.491611,0.491335,0.495880,0.495128,0.514890,0.512354
800,0.491676,0.493993,0.475809,0.476131,0.473273,0.472864,0.514876,0.495445,0.522728,0.501659,0.479837,0.474859,0.475900,0.475023,0.521924,0.506026,0.515785,0.495875,0.477102,0.475107,0.477344,0.476696,0.521142,0.507958,0.507970,0.492167,0.478008,0.476388,0.480689,0.479818,0.521591,0.508992,0.505108,0.490922,0.483196,0.482226,0.486809,0.485648,0.521284,0.510748,0.500393,0.491060,0.485453,0.484754,0.490790,0.489248,0.522722,0.513118
1000,0.486837,0.490469,0.461081,0.461525,0.458628,0.457957,0.529799,0.504441,0.535143,0.501217,0.472025,0.461823,0.461948,0.460538,0.532881,0.507914,0.522524,0.491476,0.465531,0.461864,0.463366,0.462354,0.528350,0.503928,0.512228,0.485744,0.465796,0.462687,0.467328,0.465993,0.529165,0.503000,0.507540,0.484155,0.474221,0.472256,0.476364,0.474567,0.529508,0.505109,0.501050,0.486367,0.478073,0.476655,0.483889,0.481297,0.532949,0.508524
1200,0.480606,0.485495,0.444568,0.445036,0.441837,0.440601,0.548444,0.516218,0.549308,0.499587,0.470049,0.447511,0.447646,0.444139,0.546236,0.509283,0.533781,0.485698,0.455239,0.446553,0.447260,0.445432,0.537235,0.497533,0.521609,0.478040,0.453042,0.446820,0.451863,0.449648,0.538801,0.494272,0.515300,0.476867,0.463367,0.459565,0.463134,0.460221,0.539546,0.496254,0.505665,0.481764,0.467710,0.465446,0.474605,0.470656,0.544109,0.499975
1400,0.474141,0.479839,0.426506,0.426685,0.424278,0.421276,0.572057,0.531720,0.563769,0.495874,0.480359,0.434340,0.440396,0.426713,0.562908,0.509570,0.547244,0.480034,0.453819,0.430426,0.431033,0.426578,0.548912,0.488125,0.535461,0.469678,0.442547,0.429699,0.435076,0.431046,0.551942,0.482280,0.526242,0.470300,0.451857,0.445181,0.448390,0.443412,0.553747,0.483584,0.512606,0.476773,0.455483,0.452320,0.463394,0.457635,0.558581,0.487501
1600,0.467382,0.473435,0.409924,0.408487,0.417257,0.402347,0.599390,0.548313,0.580615,0.490743,0.500149,0.426100,0.455738,0.412225,0.583323,0.510662,0.563167,0.472735,0.466888,0.416875,0.424679,0.407821,0.564306,0.477801,0.552236,0.460912,0.438443,0.413628,0.420950,0.411531,0.568621,0.468722,0.542534,0.463462,0.441375,0.430290,0.433642,0.425101,0.569991,0.469663,0.522549,0.473297,0.441628,0.437424,0.451960,0.443389,0.574202,0.473264
1800,0.460441,0.466130,0.398586,0.392928,0.433063,0.387297,0.629600,0.565221,0.595941,0.485074,0.523880,0.422903,0.480336,0.408159,0.605436,0.509980,0.579048,0.464749,0.487986,0.407232,0.436049,0.392703,0.581155,0.465358,0.572114,0.449981,0.442722,0.400780,0.415349,0.393558,0.586929,0.454709,0.558514,0.456079,0.434727,0.417034,0.424119,0.407925,0.586450,0.455560,0.535517,0.470046,0.428789,0.422822,0.439123,0.426540,0.590394,0.458077
2000,0.453405,0.458416,0.393486,0.380616,0.455681,0.378608,0.658642,0.576844,0.610355,0.478022,0.550176,0.421766,0.507735,0.411828,0.626034,0.507115,0.593337,0.455449,0.513456,0.400049,0.456571,0.383936,0.598327,0.451728,0.593132,0.439538,0.454697,0.391012,0.422706,0.378742,0.606008,0.438743,0.577946,0.448814,0.433309,0.405308,0.419657,0.392001,0.605111,0.439757,0.549237,0.466256,0.418351,0.409519,0.429132,0.410723,0.606830,0.442641
2200,0.447365,0.451511,0.393628,0.370019,0.480694,0.374449,0.686145,0.584414,0.623465,0.470392,0.577749,0.419336,0.536335,0.417157,0.646410,0.501466,0.607957,0.446145,0.540227,0.393855,0.480344,0.380125,0.616925,0.437207,0.614318,0.428457,0.470786,0.383369,0.438164,0.367285,0.625089,0.423782,0.595442,0.441357,0.439062,0.394528,0.423831,0.378399,0.622750,0.424444,0.562833,0.461647,0.411536,0.398073,0.424058,0.397524,0.622699,0.428839
2400,0.442145,0.444806,0.397304,0.361454,0.508522,0.374268,0.714287,0.589655,0.636174,0.462900,0.605493,0.414555,0.566857,0.421811,0.667037,0.492666,0.621133,0.436542,0.566891,0.387435,0.506914,0.379282,0.637431,0.421663,0.637890,0.416178,0.488065,0.377094,0.457401,0.358209,0.646306,0.407897,0.612970,0.432989,0.446950,0.385637,0.434376,0.367883,0.642548,0.409115,0.576583,0.456139,0.407632,0.388244,0.422421,0.384487,0.639792,0.414113
2600,0.436463,0.437433,0.402574,0.354604,0.537393,0.372723,0.739790,0.590960,0.649056,0.455665,0.632529,0.409758,0.599194,0.427551,0.686642,0.483429,0.633964,0.427499,0.593445,0.379661,0.534022,0.378797,0.655474,0.407270,0.662551,0.404937,0.506388,0.371970,0.479280,0.351990,0.668023,0.392512,0.632821,0.425570,0.456305,0.379344,0.448567,0.358552,0.660842,0.394322,0.590823,0.450763,0.407579,0.380661,0.424112,0.373218,0.655525,0.400545
2800,0.432164,0.431053,0.410069,0.348557,0.567779,0.371971,0.761389,0.589794,0.659774,0.447725,0.659102,0.402757,0.632946,0.429407,0.701454,0.472534,0.647375,0.418106,0.621382,0.371171,0.563102,0.379610,0.674665,0.393486,0.686944,0.393135,0.525782,0.366543,0.503204,0.347593,0.690070,0.378010,0.651872,0.417556,0.468782,0.374243,0.466850,0.351874,0.682157,0.380147,0.605651,0.445452,0.409497,0.373749,0.428808,0.362910,0.673398,0.387451
3000,0.427500,0.424186,0.418298,0.343522,0.599530,0.369587,0.783364,0.586405,0.671867,0.439719,0.685539,0.395470,0.668529,0.431996,0.718478,0.461993,0.660821,0.409261,0.649906,0.361590,0.593365,0.380578,0.694887,0.379949,0.713374,0.381691,0.544771,0.360953,0.528996,0.342400,0.712376,0.362665,0.667770,0.408498,0.482304,0.368544,0.485454,0.346294,0.704988,0.365675,0.619098,0.440093,0.413666,0.368647,0.436752,0.354789,0.690661,0.374822
3200,0.422692,0.416939,0.427317,0.338348,0.632901,0.366428,0.799605,0.579121,0.682986,0.432413,0.711791,0.387432,0.705628,0.432234,0.734314,0.449900,0.672469,0.399837,0.677838,0.351762,0.624078,0.380568,0.713511,0.365935,0.742796,0.371020,0.564837,0.355346,0.555419,0.339417,0.736912,0.349391,0.685179,0.400543,0.497028,0.364118,0.506843,0.342736,0.728257,0.353164,0.632939,0.433370,0.420442,0.364134,0.446347,0.348053,0.708053,0.363507
3400,0.419657,0.410901,0.438042,0.333921,0.667523,0.363633,0.817750,0.572035,0.694210,0.425274,0.739271,0.379264,0.743997,0.432021,0.751257,0.438551,0.685663,0.390911,0.707010,0.341699,0.657249,0.381305,0.736387,0.352879,0.771387,0.359861,0.585067,0.349018,0.582257,0.335302,0.763415,0.335134,0.701959,0.391719,0.513728,0.359394,0.528443,0.338359,0.751454,0.340144,0.647122,0.426830,0.428705,0.360450,0.458825,0.341935,0.729493,0.350789
3600,0.416396,0.404996,0.448795,0.330318,0.704166,0.361437,0.836146,0.567006,0.705454,0.417847,0.766877,0.370926,0.784460,0.431297,0.765376,0.426910,0.699474,0.383017,0.735035,0.331825,0.691133,0.379864,0.758033,0.339967,0.800237,0.349581,0.603778,0.342425,0.611008,0.331198,0.788040,0.322139,0.718961,0.383910,0.529231,0.354361,0.551511,0.334778,0.773950,0.327967,0.661150,0.420532,0.437506,0.356826,0.471397,0.335687,0.748661,0.339703
3800,0.413688,0.399138,0.459767,0.326114,0.742352,0.358059,0.849019,0.557554,0.716676,0.411426,0.793631,0.363363,0.825956,0.430414,0.782255,0.414761,0.712962,0.374301,0.764790,0.322001,0.726208,0.378681,0.780177,0.328648,0.832233,0.338904,0.625112,0.335431,0.641824,0.327221,0.811241,0.309957,0.733733,0.375872,0.542676,0.348718,0.576509,0.329827,0.798407,0.316400,0.675008,0.414124,0.447183,0.353913,0.485601,0.330262,0.767025,0.329998
4000,0.411773,0.393812,0.470838,0.322647,0.781894,0.354585,0.863189,0.547719,0.728384,0.405709,0.822729,0.355129,0.869548,0.428553,0.794389,0.401866,0.725986,0.367476,0.792981,0.312733,0.762395,0.378329,0.801818,0.317422,0.862863,0.328785,0.645572,0.328702,0.672528,0.323121,0.834876,0.298619,0.748415,0.368133,0.559363,0.344152,0.601174,0.326782,0.820613,0.305839,0.688477,0.407241,0.457377,0.351691,0.500873,0.325563,0.787327,0.320160
4200,0.409898,0.388777,0.481829,0.319093,0.823098,0.351058,0.877297,0.539328,0.739991,0.399051,0.851119,0.347017,0.914731,0.425028,0.810109,0.390088,0.738545,0.360352,0.823141,0.303722,0.800069,0.378201,0.825945,0.307668,0.895872,0.319109,0.665836,0.321186,0.705323,0.317549,0.858130,0.287325,0.766513,0.360041,0.574709,0.339526,0.626725,0.323969,0.844315,0.295180,0.699877,0.400121,0.467238,0.349006,0.516981,0.320928,0.807547,0.310166
