step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497752,0.498023,0.498009,0.498050,0.499508,0.499326,0.497131,0.497071,0.501200,0.500178,0.498912,0.498942,0.500255,0.500200,0.497690,0.497575,0.501248,0.499952,0.498259,0.498247,0.500100,0.500040,0.498232,0.498069,0.501040,0.499780,0.499201,0.499198,0.500160,0.500133,0.498803,0.498564,0.501432,0.500318,0.498479,0.498455,0.499983,0.499956,0.499391,0.499156,0.500380,0.499488,0.498945,0.498953,0.499892,0.499866,0.499783,0.499602
400,0.494445,0.496822,0.488336,0.488595,0.490599,0.490124,0.488654,0.488436,0.511949,0.510202,0.494675,0.494051,0.498949,0.497729,0.491854,0.491187,0.511261,0.508723,0.493295,0.492719,0.498725,0.497681,0.494860,0.493531,0.510277,0.508086,0.496474,0.496423,0.502509,0.501994,0.498604,0.496600,0.511442,0.509866,0.493530,0.493082,0.498346,0.497799,0.499998,0.498061,0.507049,0.504959,0.496759,0.496819,0.500306,0.499944,0.504040,0.502308
600,0.491082,0.498624,0.471933,0.472936,0.474572,0.473819,0.478881,0.478294,0.529747,0.525719,0.484337,0.482193,0.491451,0.488173,0.483281,0.481968,0.528466,0.523497,0.485235,0.482923,0.495711,0.492187,0.489274,0.486246,0.525881,0.520800,0.489101,0.488777,0.505565,0.502878,0.497377,0.492748,0.528519,0.525338,0.485607,0.483341,0.493579,0.491588,0.497839,0.493237,0.517890,0.513487,0.491728,0.491773,0.499791,0.498477,0.505826,0.500912
800,0.490169,0.503614,0.450102,0.452312,0.454808,0.453029,0.468885,0.467253,0.555078,0.547261,0.472423,0.465655,0.481831,0.474779,0.473772,0.471231,0.553946,0.544921,0.476411,0.470332,0.493296,0.485873,0.484252,0.478094,0.548145,0.537332,0.478472,0.477234,0.509835,0.503585,0.496475,0.487629,0.550973,0.544354,0.477352,0.472286,0.489529,0.484716,0.497342,0.488091,0.532815,0.525357,0.483213,0.483415,0.500997,0.497956,0.508218,0.498397
1000,0.491774,0.509848,0.427303,0.431023,0.440223,0.434242,0.461112,0.457164,0.584136,0.570038,0.468397,0.450762,0.475011,0.460637,0.467689,0.462236,0.582968,0.566768,0.468768,0.456074,0.493036,0.479434,0.482243,0.471189,0.574420,0.555904,0.466281,0.463283,0.515207,0.504111,0.498094,0.483206,0.578086,0.567049,0.470944,0.461544,0.486211,0.478089,0.499006,0.483342,0.548876,0.536044,0.472298,0.472252,0.501711,0.496370,0.511001,0.494663
1200,0.494883,0.516101,0.407562,0.412908,0.438303,0.421635,0.455656,0.448855,0.612452,0.589827,0.473807,0.441210,0.475132,0.448779,0.464444,0.454729,0.612188,0.585202,0.468375,0.444666,0.494659,0.473913,0.483212,0.466137,0.600710,0.571197,0.456540,0.449956,0.520546,0.503779,0.502533,0.480615,0.603920,0.586019,0.468084,0.452152,0.484956,0.472574,0.502393,0.479608,0.565565,0.547002,0.464825,0.464130,0.501758,0.493872,0.515562,0.491715
1400,0.497137,0.520723,0.391543,0.398079,0.446613,0.416231,0.451244,0.440591,0.641187,0.608169,0.485888,0.436690,0.482915,0.440657,0.463191,0.448131,0.641799,0.600510,0.471733,0.434699,0.497525,0.467739,0.485204,0.461866,0.628235,0.584926,0.451031,0.438696,0.526375,0.502514,0.507549,0.478378,0.630025,0.604218,0.468291,0.443502,0.484503,0.466974,0.507966,0.477214,0.583713,0.557301,0.456622,0.454638,0.499876,0.489183,0.520832,0.489658
1600,0.499487,0.525010,0.379380,0.386064,0.461135,0.416333,0.448494,0.431852,0.668331,0.622622,0.500870,0.436191,0.495824,0.436467,0.466189,0.443366,0.670360,0.612155,0.480537,0.428022,0.502950,0.462608,0.491427,0.459484,0.653331,0.595009,0.447074,0.428521,0.530377,0.499380,0.516218,0.477477,0.654904,0.619627,0.470775,0.436045,0.485572,0.461425,0.517436,0.475476,0.601038,0.565660,0.449230,0.444827,0.497418,0.484008,0.527196,0.487069
1800,0.502748,0.529596,0.369687,0.375764,0.476455,0.418091,0.445388,0.423624,0.693099,0.632839,0.516887,0.437280,0.511752,0.434741,0.470142,0.439429,0.699478,0.621986,0.492670,0.423546,0.512212,0.458551,0.497646,0.457371,0.679296,0.603036,0.447661,0.420207,0.536468,0.497081,0.523312,0.476280,0.680096,0.632921,0.474492,0.430178,0.488241,0.456848,0.525980,0.473827,0.619210,0.573820,0.441151,0.435330,0.494899,0.478108,0.532648,0.484633
