step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.406087,0.271250,0.728663,0.196104,2.903025,0.235549,0.891887,0.244757,0.978121,0.261747,1.471823,0.187004,2.961782,0.330912,1.311077,0.164277,1.378479,0.213292,1.333736,0.174873,2.914722,0.248435,1.418271,0.157951,1.063902,0.226696,1.299556,0.165243,2.502229,0.224997,1.453795,0.148576,1.057145,0.237758,0.864479,0.227095,1.977949,0.224021,1.502758,0.148972,0.758944,0.308136,0.694024,0.264620,1.504498,0.230250,1.395055,0.164627
200,0.405947,0.271126,0.727981,0.195816,2.905977,0.235093,0.891370,0.244220,0.977995,0.261439,1.472369,0.186761,2.965677,0.330372,1.311647,0.164038,1.379682,0.213187,1.335208,0.174698,2.920568,0.248292,1.419631,0.157753,1.064554,0.226533,1.301275,0.165126,2.506088,0.224757,1.455174,0.148378,1.057908,0.237587,0.865443,0.226959,1.980471,0.223769,1.504520,0.148821,0.759503,0.308014,0.694928,0.264588,1.506551,0.230113,1.397114,0.164563
400,0.405609,0.270878,0.727202,0.195506,2.908499,0.234653,0.891204,0.243738,0.977991,0.261155,1.473478,0.186601,2.970332,0.329946,1.312598,0.163840,1.380476,0.213030,1.336574,0.174506,2.926537,0.248110,1.420599,0.157530,1.065337,0.226396,1.303096,0.165030,2.509923,0.224525,1.456634,0.148189,1.058820,0.237461,0.866333,0.226797,1.983313,0.223550,1.506027,0.148670,0.760136,0.307941,0.695866,0.264564,1.508548,0.229956,1.398947,0.164457
600,0.405239,0.270617,0.726354,0.195186,2.911817,0.234208,0.890794,0.243210,0.977821,0.260862,1.473858,0.186358,2.974642,0.329484,1.313306,0.163634,1.381403,0.212902,1.338026,0.174310,2.932552,0.247968,1.422056,0.157380,1.065947,0.226225,1.304526,0.164885,2.513699,0.224307,1.458470,0.148042,1.059946,0.237388,0.867047,0.226586,1.985939,0.223337,1.507893,0.148531,0.760683,0.307821,0.696637,0.264480,1.510445,0.229742,1.400976,0.164324
