step,train_loss,val_loss,val_loss_hard
0,5.549976,5.550248,5.550248
1000,2.870678,2.797117,2.797117
2000,2.531125,2.520438,2.520438
3000,2.449751,2.447158,2.447158
4000,2.398856,2.392767,2.392767
5000,2.361362,2.362756,2.362756
