step,train_loss,val_loss,val_loss_hard
0,5.549901,5.550647,5.550647
1000,2.766421,2.706352,2.706352
2000,2.462754,2.434554,2.434554
3000,2.285567,2.283191,2.283191
4000,2.206728,2.176546,2.176546
5000,2.137039,2.138889,2.138889
6000,2.084050,2.088422,2.088422
7000,2.038544,2.039137,2.039137
8000,2.019060,2.015697,2.015697
9000,1.997710,1.991524,1.991524
10000,1.982268,1.974685,1.974685
11000,1.959380,1.958123,1.958123
12000,1.925068,1.931900,1.931900
13000,1.921795,1.937984,1.937984
14000,1.907919,1.907448,1.907448
15000,1.906438,1.899821,1.899821
16000,1.884774,1.887488,1.887488
17000,1.873408,1.888021,1.888021
18000,1.868102,1.863205,1.863205
19000,1.867974,1.861462,1.861462
20000,1.837835,1.846963,1.846963
21000,1.843503,1.840470,1.840470
22000,1.837684,1.834630,1.834630
23000,1.813213,1.828882,1.828882
24000,1.812207,1.817446,1.817446
