step,train_loss,val_loss
0,5.604651,5.598016
1000,3.094991,2.982030
2000,2.512286,2.474703
3000,2.194619,2.174320
4000,2.053763,2.053724
5000,1.970574,1.968281
6000,1.906964,1.910599
7000,1.892124,1.877550
8000,1.870408,1.864824
9000,1.861793,1.851539
10000,1.841927,1.847088
11000,1.841226,1.834566
12000,1.835117,1.830514
13000,1.818464,1.823659
