step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500705,0.500792,0.497401,0.497415,0.496973,0.496984,0.496825,0.496780,0.500100,0.497830,0.497649,0.497582,0.497367,0.497372,0.499497,0.498787,0.500197,0.499149,0.498663,0.498692,0.499301,0.499236,0.503354,0.503292,0.499806,0.499667,0.499473,0.499424,0.499119,0.499101,0.503073,0.502903,0.499209,0.499254,0.498893,0.498977,0.499392,0.499337,0.503159,0.502988,0.500311,0.500166,0.500169,0.499952,0.499936,0.499929,0.503384,0.503318
400,0.504579,0.504950,0.494123,0.494390,0.485969,0.485898,0.487504,0.487191,0.506802,0.494070,0.489216,0.488501,0.486412,0.486272,0.492222,0.490165,0.505251,0.499243,0.493298,0.493137,0.491207,0.490412,0.512975,0.511723,0.500990,0.499966,0.499592,0.499148,0.494314,0.493590,0.512249,0.510478,0.495412,0.491986,0.495965,0.491930,0.492075,0.491908,0.513263,0.512323,0.502967,0.495301,0.502000,0.494005,0.492381,0.492193,0.513481,0.512931
600,0.508227,0.508876,0.493781,0.494737,0.468819,0.468437,0.474685,0.473607,0.520865,0.493179,0.477380,0.474366,0.470612,0.469454,0.482178,0.477304,0.516813,0.501505,0.485840,0.484919,0.479606,0.476696,0.520410,0.513537,0.504419,0.501929,0.501537,0.500715,0.492272,0.487388,0.525758,0.521713,0.498659,0.487742,0.500052,0.489797,0.482579,0.479224,0.530922,0.524417,0.510917,0.486208,0.511367,0.483067,0.484852,0.480273,0.530769,0.526929
800,0.507106,0.507814,0.489606,0.491540,0.447941,0.445972,0.459063,0.456572,0.541374,0.494242,0.470407,0.459466,0.459146,0.450552,0.471142,0.461942,0.532257,0.503694,0.478527,0.475990,0.470140,0.461076,0.524324,0.510598,0.510183,0.504972,0.503899,0.502709,0.493870,0.483690,0.546877,0.540002,0.506596,0.486883,0.513158,0.498790,0.487593,0.469107,0.549042,0.532978,0.512016,0.476062,0.514552,0.470856,0.490651,0.469784,0.553837,0.545837
1000,0.502613,0.503102,0.476538,0.479134,0.440599,0.423402,0.442713,0.438057,0.567539,0.498172,0.475476,0.447563,0.466535,0.433354,0.461154,0.445513,0.552117,0.506889,0.472251,0.466547,0.470242,0.445229,0.526676,0.504925,0.514448,0.505412,0.504203,0.502370,0.497752,0.478890,0.563827,0.557340,0.518358,0.489204,0.529584,0.509078,0.497019,0.466851,0.564718,0.541290,0.505575,0.467273,0.507971,0.460426,0.501679,0.467899,0.578875,0.569611
1200,0.491885,0.492051,0.460553,0.463393,0.460526,0.405208,0.428695,0.420787,0.593435,0.499980,0.486781,0.439350,0.486590,0.422845,0.454792,0.430826,0.572227,0.509475,0.467669,0.457183,0.481247,0.432510,0.527545,0.497542,0.518752,0.505260,0.503084,0.500455,0.500666,0.472606,0.573545,0.568968,0.526998,0.491233,0.544965,0.517738,0.502529,0.467514,0.587515,0.554365,0.508858,0.463987,0.513009,0.454780,0.515466,0.466230,0.604986,0.583906
1400,0.476023,0.475809,0.441495,0.444314,0.485909,0.394139,0.416652,0.404615,0.619231,0.499479,0.502461,0.433291,0.509882,0.416726,0.451841,0.417780,0.591606,0.509839,0.466659,0.449644,0.498087,0.421771,0.528903,0.490763,0.521301,0.503723,0.500458,0.497419,0.506036,0.465346,0.577477,0.570639,0.534592,0.493284,0.557525,0.528299,0.512470,0.470494,0.615116,0.574243,0.519010,0.461608,0.523456,0.449170,0.527387,0.465994,0.630151,0.596688
1600,0.458956,0.458356,0.420893,0.423619,0.513510,0.389778,0.407155,0.389388,0.644281,0.497373,0.518768,0.428524,0.537344,0.414178,0.452790,0.405516,0.610219,0.508451,0.467492,0.443640,0.520718,0.414413,0.530064,0.482266,0.524706,0.503238,0.498259,0.494809,0.516617,0.460076,0.580705,0.569736,0.543540,0.497489,0.572496,0.541176,0.523934,0.474046,0.645022,0.590511,0.530767,0.460462,0.535421,0.442567,0.539619,0.465755,0.653102,0.606168
1800,0.443227,0.442238,0.402187,0.404806,0.542324,0.388443,0.400019,0.375505,0.667341,0.493307,0.536473,0.424825,0.565744,0.413442,0.456791,0.395059,0.627552,0.505704,0.469281,0.437132,0.543981,0.408339,0.531026,0.473718,0.527733,0.502697,0.496804,0.492909,0.531349,0.456605,0.583444,0.567799,0.554423,0.504184,0.587267,0.552780,0.533722,0.475977,0.674278,0.604195,0.539875,0.457515,0.546096,0.435130,0.554785,0.467171,0.668179,0.611672
