step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.146827,2.042837,19.752092,19.639425,19.646549,19.660984,19.664398,19.658058,1.007969,1.002219,1.002582,1.003318,1.003492,1.003169,19.708868,19.636700,19.638187,19.656994,19.668985,19.663528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.01964855,2.00693750,2.01085281,2.01757693,2.01892781,2.01685834,0.99204737,0.99674231,0.99465978,0.99054909,0.98961043,0.99075258,1.53201779e-04,4.29157721e-04,9.49797395e-05,9.72992348e-05,1.02988539e-04,1.02045036e-04,9.27404035e-05
1000,5.947511,1.776190,19.797281,19.648729,19.681135,19.755363,19.798988,19.777409,1.010273,1.002692,1.004344,1.008129,1.010354,1.009253,19.622858,19.677961,19.662161,19.680208,19.748856,19.759283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.02602625,2.00638413,2.01761532,2.05317616,2.06645250,2.05016470,0.99149585,0.99747699,0.99221444,0.97342670,0.96671760,0.97295213,9.36960792e-04,1.32557086e-03,7.31358770e-04,7.31818262e-04,9.02415253e-04,1.02142291e-03,9.09178692e-04
1500,5.400465,1.622625,19.670385,19.615572,19.714113,19.844408,19.944515,19.904350,1.003793,1.000995,1.006017,1.012659,1.017761,1.015716,19.392048,19.673433,19.596535,19.613483,19.732719,19.855177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00013590,1.99070454,2.02116656,2.08687067,2.12570000,2.08112788,1.00516486,1.00748134,0.99398828,0.96372294,0.94617516,0.95641768,3.42905708e-03,3.45155131e-03,2.84383097e-03,3.06405313e-03,3.51601467e-03,3.93836480e-03,3.76052759e-03
2000,5.023022,1.518835,19.378815,19.538631,19.697178,19.842012,19.968494,19.932487,0.988909,0.997059,1.005136,1.012518,1.018963,1.017138,18.987307,19.644743,19.438084,19.467855,19.662458,20.026741,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.93028688,1.95936906,2.00914645,2.08678293,2.14052081,2.09277654,1.04004371,1.02664685,1.00712597,0.97346580,0.94850200,0.94720322,7.59043351e-03,6.79879077e-03,6.64157327e-03,7.25233043e-03,7.92786852e-03,8.52619670e-03,8.39584135e-03
2500,4.772046,1.446543,19.106306,19.457977,19.646460,19.778534,19.903378,19.924849,0.974995,0.992928,1.002527,1.009265,1.015619,1.016735,18.509048,19.599581,19.254778,19.305162,19.580402,20.389610,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.86125720,1.92741418,1.98561656,2.06205821,2.11527824,2.09725738,1.07742929,1.04533470,1.02348745,0.99247986,0.96312463,0.93736178,1.18550472e-02,1.02927871e-02,1.06720515e-02,1.16408523e-02,1.24265905e-02,1.30559206e-02,1.30420811e-02
3000,4.562853,1.386376,18.875099,19.379597,19.587383,19.701372,19.817116,19.904850,0.963189,0.988914,0.999492,1.005306,1.011198,1.015702,17.997747,19.539127,19.061260,19.145351,19.482439,20.838013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.80215418,1.89384985,1.95998037,2.02804017,2.07930636,2.09875417,1.11195040,1.06423867,1.03931189,1.01389658,0.97944051,0.92658091,1.60619438e-02,1.38064222e-02,1.47196501e-02,1.59981661e-02,1.68218147e-02,1.74358208e-02,1.75897889e-02
3500,4.417009,1.346935,18.680195,19.303322,19.535168,19.634766,19.742975,19.879824,0.953235,0.985005,0.996808,1.001888,1.007396,1.014412,17.505581,19.479559,18.882751,18.997156,19.408121,21.140741,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.75195539,1.86403406,1.93671548,2.00173926,2.05098844,2.09729099,1.14390135,1.08085823,1.05435693,1.02794755,0.98901367,0.91648591,2.02164041e-02,1.72943790e-02,1.87415164e-02,2.03212742e-02,2.11569835e-02,2.17428245e-02,2.20414475e-02
4000,4.330502,1.318521,18.517597,19.233459,19.479147,19.572727,19.675581,19.847816,0.944931,0.981424,0.993924,0.998703,1.003937,1.012763,17.043745,19.418758,18.714483,18.868799,19.349310,21.366907,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.70841801,1.83685768,1.91252220,1.97815287,2.02629995,2.09123445,1.17214561,1.09502316,1.06806540,1.03911257,0.99622250,0.90872025,2.42583832e-02,2.07224861e-02,2.26716157e-02,2.45250519e-02,2.53821742e-02,2.59263385e-02,2.63226330e-02
4500,4.250858,1.297622,18.375401,19.171293,19.428686,19.512627,19.608788,19.816841,0.937666,0.978233,0.991326,0.995619,1.000506,1.011165,16.615931,19.360888,18.554485,18.748756,19.305201,21.550200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.67472303,1.81463790,1.89147818,1.95488727,2.00137115,2.08421373,1.19531941,1.10432661,1.08059371,1.05008090,1.00394619,0.90170950,2.81413257e-02,2.40170229e-02,2.64776982e-02,2.85845548e-02,2.94328965e-02,2.99421474e-02,3.03936340e-02
5000,4.199573,1.279704,18.273315,19.110779,19.384819,19.462317,19.549665,19.779510,0.932450,0.975130,0.989069,0.993041,0.997475,1.009246,16.229673,19.301453,18.411016,18.659590,19.269869,21.714033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.64920115,1.79292154,1.87381339,1.93552625,1.97888172,2.07468104,1.21337664,1.11423564,1.08982933,1.05669641,1.01043344,0.89701366,3.18363610e-02,2.71965824e-02,3.01135350e-02,3.24485898e-02,3.32946666e-02,3.37428711e-02,3.42219211e-02
