step,train_loss,val_loss,val_loss_hard
0,5.549895,5.550182,5.550182
1000,2.839997,2.799088,2.799088
2000,2.537679,2.515173,2.515173
3000,2.399263,2.392715,2.392715
4000,2.314481,2.292563,2.292563
5000,2.230551,2.228163,2.228163
6000,2.176385,2.159627,2.159627
7000,2.113390,2.110757,2.110757
8000,2.086430,2.089001,2.089001
9000,2.039208,2.053963,2.053963
10000,2.005304,2.007363,2.007363
11000,1.989517,1.994881,1.994881
12000,1.958358,1.974347,1.974347
13000,1.948631,1.945608,1.945608
14000,1.929564,1.933284,1.933284
15000,1.936931,1.919893,1.919893
16000,1.918275,1.906668,1.906668
17000,1.902189,1.893283,1.893283
18000,1.880582,1.882297,1.882297
19000,1.865385,1.869629,1.869629
20000,1.859146,1.858281,1.858281
21000,1.862726,1.853170,1.853170
22000,1.844403,1.848006,1.848006
23000,1.834357,1.830686,1.830686
24000,1.823274,1.825364,1.825364
25000,1.818044,1.815501,1.815501
26000,1.824981,1.808979,1.808979
27000,1.801228,1.804023,1.804023
28000,1.801273,1.798874,1.798874
29000,1.797717,1.794227,1.794227
30000,1.787559,1.786712,1.786712
31000,1.791662,1.780709,1.780709
32000,1.781648,1.778652,1.778652
33000,1.764741,1.769721,1.769721
34000,1.760024,1.765492,1.765492
35000,1.758725,1.764658,1.764658
36000,1.766425,1.757112,1.757112
37000,1.762649,1.752243,1.752243
38000,1.745383,1.747577,1.747577
39000,1.747171,1.743060,1.743060
40000,1.729951,1.739792,1.739792
41000,1.737012,1.737020,1.737020
42000,1.737097,1.735757,1.735757
43000,1.733257,1.731974,1.731974
44000,1.725343,1.729078,1.729078
45000,1.749403,1.728279,1.728279
46000,1.717771,1.725507,1.725507
47000,1.726052,1.722857,1.722857
48000,1.727824,1.722401,1.722401
49000,1.728684,1.720159,1.720159
