step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498168,0.498094,0.498558,0.498560,0.498889,0.498854,0.498366,0.498256,0.498943,0.499048,0.499332,0.499347,0.499137,0.499119,0.502485,0.502375,0.499424,0.499354,0.499360,0.499339,0.498864,0.498829,0.502545,0.502410,0.500561,0.500724,0.499486,0.499484,0.499057,0.499048,0.502647,0.502519,0.499634,0.499746,0.501701,0.501719,0.500884,0.500869,0.502624,0.502632,0.499787,0.499895,0.501031,0.501051,0.500013,0.499992,0.502698,0.502653
400,0.488277,0.488153,0.501808,0.502012,0.494091,0.493562,0.489221,0.489226,0.494065,0.494128,0.497729,0.497648,0.497129,0.497049,0.506998,0.506328,0.499895,0.499879,0.497347,0.497496,0.496245,0.495791,0.512429,0.512035,0.500034,0.501026,0.500949,0.498912,0.496621,0.496612,0.512459,0.511674,0.499104,0.499225,0.502123,0.498566,0.496159,0.496109,0.512730,0.512321,0.499919,0.499910,0.503311,0.499817,0.495738,0.495760,0.512413,0.511725
600,0.472360,0.472229,0.508878,0.509405,0.488407,0.487137,0.476478,0.476754,0.488736,0.488806,0.494490,0.494488,0.492791,0.491965,0.510171,0.508702,0.501489,0.502095,0.499162,0.498129,0.493176,0.489831,0.527793,0.527464,0.500524,0.501245,0.503287,0.492621,0.487934,0.487798,0.529330,0.525084,0.497633,0.497962,0.504638,0.487210,0.485204,0.484931,0.527500,0.527667,0.498764,0.498746,0.507816,0.492015,0.487295,0.487224,0.528218,0.524522
800,0.452382,0.452223,0.517355,0.518287,0.483092,0.481296,0.460246,0.460693,0.482728,0.482010,0.489876,0.490375,0.488967,0.486963,0.510179,0.507315,0.502488,0.503085,0.504069,0.501570,0.493420,0.487923,0.546276,0.541931,0.496533,0.497775,0.507955,0.486001,0.480426,0.478402,0.548091,0.540313,0.494427,0.493085,0.510026,0.474473,0.474618,0.473769,0.544190,0.544880,0.497945,0.497763,0.514252,0.483251,0.479134,0.479021,0.544465,0.538853
1000,0.427103,0.426866,0.524215,0.525659,0.472414,0.470036,0.441108,0.441398,0.478776,0.474915,0.485626,0.486639,0.485075,0.481288,0.509152,0.504341,0.505037,0.506506,0.508732,0.505245,0.494446,0.487189,0.562884,0.552944,0.494922,0.496301,0.513528,0.478993,0.478646,0.469424,0.567274,0.561027,0.491851,0.490711,0.517470,0.461531,0.471188,0.464653,0.558373,0.555569,0.499128,0.499117,0.520283,0.475069,0.471637,0.470755,0.556867,0.545947
1200,0.403896,0.403574,0.528544,0.530535,0.456484,0.453189,0.420680,0.420629,0.475099,0.464247,0.479844,0.481448,0.480145,0.475243,0.504878,0.497817,0.505884,0.507782,0.511502,0.507960,0.495871,0.486870,0.577266,0.568167,0.493168,0.494506,0.518072,0.475866,0.480907,0.464970,0.582819,0.572988,0.492236,0.490916,0.522237,0.457318,0.475056,0.462356,0.567123,0.559443,0.497793,0.497823,0.525001,0.472973,0.467755,0.463211,0.566444,0.550280
1400,0.382767,0.382246,0.530781,0.533243,0.438974,0.434506,0.401248,0.400732,0.477466,0.454130,0.474225,0.476303,0.474881,0.468856,0.498858,0.489451,0.507737,0.509660,0.513885,0.510379,0.497072,0.486367,0.598425,0.583197,0.490675,0.491912,0.527637,0.472675,0.484152,0.459387,0.598291,0.581814,0.492224,0.491315,0.528333,0.445346,0.480565,0.456933,0.578235,0.562228,0.493109,0.493272,0.533297,0.459958,0.467650,0.451688,0.575041,0.553018
1600,0.363107,0.362245,0.528185,0.531012,0.420502,0.414737,0.382908,0.381761,0.481093,0.443689,0.467456,0.470179,0.469962,0.463019,0.492788,0.481241,0.509388,0.511364,0.515740,0.512385,0.498763,0.485740,0.618800,0.592722,0.490590,0.492047,0.538442,0.469501,0.489593,0.456403,0.606879,0.586069,0.489213,0.489390,0.533133,0.435750,0.485892,0.450855,0.587483,0.564336,0.492107,0.492360,0.543216,0.450810,0.470324,0.444383,0.580844,0.554778
1800,0.346578,0.345110,0.525879,0.529009,0.402883,0.395572,0.366500,0.364370,0.491847,0.435348,0.461543,0.464743,0.462697,0.455347,0.486383,0.472968,0.508852,0.510613,0.515786,0.512530,0.499873,0.484694,0.633402,0.599296,0.490334,0.491600,0.549114,0.465345,0.496051,0.454911,0.613334,0.589126,0.489089,0.488295,0.538000,0.426292,0.492371,0.447389,0.595854,0.566070,0.494510,0.494619,0.553993,0.443914,0.474856,0.438899,0.585922,0.556186
2000,0.333249,0.330769,0.524310,0.527740,0.386947,0.377488,0.350979,0.347682,0.504196,0.426021,0.455033,0.458763,0.457970,0.448831,0.479171,0.463998,0.508086,0.509684,0.515237,0.512168,0.501000,0.484178,0.647800,0.604600,0.490468,0.491447,0.558736,0.461088,0.502363,0.452984,0.618609,0.591847,0.486503,0.487132,0.543856,0.416539,0.501886,0.445511,0.602848,0.567736,0.495134,0.495462,0.566698,0.434939,0.480491,0.434151,0.591201,0.557786
2200,0.321623,0.317845,0.519205,0.522876,0.373762,0.360863,0.337301,0.332313,0.521049,0.419709,0.449221,0.453133,0.452814,0.442034,0.472548,0.455962,0.507658,0.509069,0.514334,0.511431,0.501354,0.483033,0.659469,0.608917,0.490856,0.491245,0.567409,0.458444,0.507299,0.451879,0.622695,0.593969,0.485153,0.486112,0.551295,0.408518,0.511502,0.444890,0.608809,0.569050,0.493655,0.493195,0.576367,0.428173,0.487104,0.430187,0.595420,0.559023
2400,0.313266,0.307595,0.513616,0.517402,0.365311,0.346279,0.325740,0.318364,0.539136,0.413941,0.444020,0.448078,0.448695,0.436250,0.465587,0.447619,0.507379,0.508603,0.513765,0.511014,0.500647,0.481282,0.668652,0.612541,0.490949,0.491507,0.576266,0.457360,0.513597,0.450993,0.626354,0.596004,0.487100,0.488256,0.555919,0.400108,0.519881,0.444851,0.613662,0.570205,0.493866,0.493506,0.584519,0.422725,0.493996,0.429911,0.599208,0.560190
2600,0.306713,0.298952,0.509057,0.512973,0.362191,0.333381,0.316200,0.305631,0.556587,0.407469,0.437710,0.441780,0.444367,0.429515,0.458853,0.439397,0.505531,0.506709,0.512401,0.509781,0.499759,0.479064,0.677980,0.616639,0.491717,0.492659,0.585691,0.455560,0.520432,0.451081,0.629544,0.597742,0.488680,0.490419,0.559813,0.392811,0.527786,0.442297,0.617897,0.571038,0.494557,0.494199,0.595337,0.417858,0.500009,0.428350,0.602871,0.561127
2800,0.301988,0.291887,0.503277,0.507294,0.364285,0.322903,0.309641,0.294504,0.575968,0.403502,0.432912,0.436806,0.440721,0.423586,0.452576,0.432071,0.504873,0.505890,0.511015,0.508417,0.498201,0.476398,0.686419,0.621089,0.493256,0.494374,0.594528,0.455018,0.527512,0.451461,0.632510,0.599432,0.488131,0.490481,0.563744,0.385969,0.539811,0.442286,0.622226,0.571895,0.496527,0.495671,0.606087,0.413412,0.508385,0.427231,0.606465,0.562116
3000,0.298503,0.286250,0.498381,0.502534,0.370521,0.314158,0.305814,0.284402,0.595403,0.398668,0.427307,0.431064,0.437430,0.417789,0.446273,0.424595,0.503591,0.504516,0.509174,0.506648,0.496371,0.473770,0.693330,0.625871,0.493850,0.494975,0.601458,0.454425,0.534238,0.450780,0.635518,0.601284,0.486687,0.488349,0.565107,0.379666,0.547997,0.441083,0.626231,0.572863,0.495859,0.494354,0.618726,0.411419,0.514564,0.427132,0.609835,0.563194
3200,0.296163,0.281746,0.491529,0.495757,0.379439,0.307572,0.305066,0.275995,0.615451,0.394368,0.423736,0.427258,0.434167,0.411922,0.441050,0.418155,0.503322,0.503848,0.507417,0.504892,0.494202,0.470691,0.696739,0.629050,0.493499,0.494522,0.607058,0.454051,0.537642,0.450439,0.637889,0.602772,0.487496,0.489960,0.566627,0.375514,0.556040,0.441355,0.629541,0.573574,0.495738,0.494166,0.630687,0.408661,0.519973,0.426461,0.612453,0.563953
3400,0.294845,0.278148,0.484250,0.488544,0.388477,0.302598,0.306781,0.268739,0.636160,0.391964,0.419755,0.422934,0.431493,0.406644,0.435811,0.411728,0.502727,0.503012,0.505983,0.503537,0.492238,0.467940,0.700345,0.632125,0.492903,0.494433,0.613047,0.454580,0.541482,0.450530,0.640275,0.604307,0.488066,0.489670,0.566092,0.370354,0.565351,0.440818,0.632820,0.574285,0.493652,0.491140,0.641624,0.406360,0.525277,0.426405,0.614979,0.564704
3600,0.293385,0.274708,0.477661,0.482005,0.397724,0.297961,0.309838,0.262610,0.655457,0.388655,0.416802,0.419288,0.430142,0.401768,0.430956,0.405727,0.502180,0.502180,0.503573,0.501217,0.488370,0.463700,0.700999,0.632651,0.493546,0.494623,0.617201,0.454554,0.543723,0.450318,0.642352,0.605756,0.490508,0.492301,0.563250,0.365770,0.572583,0.439759,0.635629,0.575029,0.493849,0.490613,0.653865,0.404016,0.529900,0.426003,0.617172,0.565453
3800,0.292483,0.271837,0.470223,0.474611,0.407321,0.294019,0.314121,0.256964,0.675011,0.385478,0.413937,0.415773,0.429241,0.397897,0.426369,0.400076,0.502412,0.502184,0.502185,0.499812,0.485433,0.460105,0.701527,0.632996,0.494948,0.496077,0.621978,0.454757,0.546164,0.450093,0.643869,0.606788,0.490901,0.492902,0.558785,0.360289,0.579502,0.438593,0.637892,0.575491,0.496834,0.493491,0.667090,0.401312,0.535286,0.425794,0.618827,0.565903
4000,0.292134,0.269713,0.463475,0.467915,0.416491,0.290455,0.320154,0.253239,0.693027,0.382426,0.412049,0.413202,0.428047,0.393771,0.421750,0.394507,0.501227,0.500620,0.500269,0.498037,0.482882,0.456797,0.702559,0.633302,0.495048,0.496193,0.624905,0.454907,0.547383,0.449961,0.645349,0.607848,0.491186,0.492428,0.555453,0.356508,0.586613,0.438169,0.640064,0.575999,0.496314,0.492562,0.679379,0.398367,0.541710,0.426182,0.620491,0.566422
4200,0.291821,0.267811,0.458253,0.462787,0.425917,0.287833,0.327255,0.250434,0.710071,0.379810,0.409227,0.409758,0.427315,0.390179,0.418026,0.389628,0.500594,0.499522,0.498359,0.496253,0.480146,0.452778,0.702584,0.632877,0.494439,0.495351,0.626807,0.454814,0.548557,0.449721,0.646602,0.608737,0.491799,0.492782,0.550726,0.352120,0.594023,0.436920,0.642088,0.576446,0.497264,0.493210,0.691907,0.395710,0.548698,0.426564,0.621909,0.566842
4400,0.291423,0.265969,0.452278,0.456881,0.434921,0.285311,0.334403,0.248501,0.727035,0.377216,0.407909,0.407429,0.426879,0.386979,0.414330,0.384752,0.500175,0.498535,0.496011,0.493941,0.476447,0.447963,0.700071,0.629602,0.494322,0.495535,0.628229,0.454750,0.549466,0.449446,0.647758,0.609603,0.491922,0.491762,0.547726,0.349009,0.599916,0.436019,0.643884,0.576924,0.497854,0.493782,0.701563,0.392715,0.553526,0.425939,0.623339,0.567331
4600,0.291675,0.264578,0.446088,0.450734,0.443527,0.282672,0.341506,0.246474,0.743109,0.375487,0.406588,0.405126,0.426180,0.383501,0.411226,0.380471,0.499710,0.497755,0.494089,0.492185,0.473614,0.443848,0.698343,0.626597,0.493549,0.494801,0.629778,0.455062,0.550249,0.449357,0.648527,0.610155,0.491976,0.490790,0.544423,0.345853,0.606291,0.435326,0.645300,0.577174,0.497547,0.493155,0.712717,0.390646,0.558990,0.424578,0.624425,0.567600
4800,0.291594,0.263170,0.439531,0.444177,0.451218,0.280216,0.348568,0.245576,0.758823,0.373922,0.405658,0.403220,0.426732,0.381066,0.408456,0.376536,0.499402,0.497042,0.492046,0.490235,0.471485,0.439837,0.695405,0.622421,0.494463,0.495748,0.631307,0.455364,0.550736,0.449076,0.649281,0.610720,0.491070,0.490043,0.541535,0.343332,0.610558,0.434160,0.646643,0.577503,0.498595,0.493737,0.720654,0.388707,0.562223,0.424178,0.625466,0.567937
5000,0.291477,0.261886,0.434903,0.439610,0.458704,0.277922,0.355785,0.245123,0.773858,0.371802,0.405163,0.401631,0.427071,0.378535,0.406010,0.372828,0.498552,0.495861,0.489872,0.488224,0.469979,0.436421,0.692617,0.618255,0.495381,0.496808,0.632582,0.455622,0.551178,0.448884,0.649918,0.611195,0.490353,0.489392,0.538628,0.340769,0.615803,0.432706,0.647784,0.577760,0.499719,0.494673,0.728725,0.386939,0.565550,0.423561,0.626409,0.568218
5200,0.291639,0.260970,0.429821,0.434538,0.465794,0.276006,0.362711,0.245203,0.787360,0.370672,0.404596,0.399906,0.427417,0.376171,0.403686,0.369282,0.498807,0.495714,0.488593,0.487025,0.468918,0.433623,0.690301,0.614692,0.495146,0.496507,0.633475,0.455705,0.551687,0.448741,0.650427,0.611585,0.490146,0.489903,0.536478,0.338732,0.620059,0.431875,0.648801,0.577985,0.500765,0.495371,0.736529,0.385233,0.568829,0.422974,0.627196,0.568455
5400,0.291410,0.259782,0.426486,0.431273,0.471703,0.274001,0.369257,0.245427,0.799355,0.368758,0.404309,0.398538,0.427625,0.373917,0.401847,0.366244,0.498221,0.494853,0.487335,0.485816,0.468194,0.431199,0.687764,0.611100,0.495267,0.496624,0.634193,0.455868,0.552068,0.448616,0.650882,0.611936,0.491013,0.489584,0.534925,0.337330,0.623815,0.430693,0.649654,0.578190,0.501789,0.496249,0.742875,0.383884,0.572085,0.422590,0.627871,0.568672
5600,0.291354,0.258856,0.422660,0.427466,0.477450,0.272756,0.375280,0.245856,0.811106,0.367705,0.404036,0.397241,0.427534,0.371745,0.400215,0.363319,0.497894,0.494202,0.486166,0.484755,0.466907,0.428522,0.685292,0.607709,0.495426,0.496773,0.634872,0.456095,0.552396,0.448457,0.651224,0.612185,0.490378,0.488742,0.532586,0.335473,0.626527,0.429632,0.650371,0.578316,0.504178,0.498418,0.747908,0.382664,0.574696,0.421528,0.628411,0.568798
