step,train_loss,val_loss
0,5.625352,5.620449
1000,1.861281,1.833864
2000,1.747564,1.739561
3000,1.687274,1.683022
4000,1.651554,1.643104
5000,1.624720,1.617016
6000,1.603787,1.604288
7000,1.591003,1.588242
8000,1.578482,1.578151
9000,1.566531,1.568247
10000,1.564502,1.559780
11000,1.551581,1.550155
12000,1.548133,1.544408
13000,1.536558,1.536575
14000,1.529574,1.531255
15000,1.521619,1.523394
16000,1.520359,1.519680
17000,1.513318,1.513194
18000,1.512640,1.509435
19000,1.507023,1.503878
20000,1.499021,1.500185
21000,1.493437,1.497433
22000,1.500189,1.494290
23000,1.488352,1.491120
24000,1.485126,1.489867
