step,train_loss,val_loss
0,5.530711,5.532224
1000,2.257497,2.215758
2000,2.007248,1.995517
3000,1.834515,1.826119
4000,1.737313,1.743768
5000,1.693182,1.695472
6000,1.656665,1.660914
7000,1.648678,1.642581
8000,1.621835,1.619698
9000,1.609108,1.597207
10000,1.590020,1.584298
11000,1.579792,1.572789
12000,1.564939,1.560626
13000,1.543910,1.548759
14000,1.532378,1.536441
15000,1.521866,1.526255
16000,1.513332,1.514499
17000,1.515553,1.507971
18000,1.499165,1.499042
19000,1.497365,1.492356
