step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497743,0.497974,0.496828,0.496839,0.496506,0.496461,0.498480,0.498469,0.497087,0.497125,0.497889,0.497878,0.498744,0.498739,0.497823,0.497832,0.498690,0.498667,0.498866,0.498796,0.497956,0.497983,0.498994,0.499011,0.498357,0.498428,0.498192,0.498219,0.499605,0.499616,0.498233,0.498285,0.498162,0.498195,0.499560,0.499574
400,0.489913,0.492365,0.492592,0.492753,0.487968,0.488065,0.499480,0.497478,0.490775,0.491337,0.492671,0.492567,0.497861,0.497272,0.495400,0.495783,0.498257,0.497708,0.499047,0.498016,0.496209,0.496524,0.498274,0.498074,0.496941,0.496894,0.496502,0.496751,0.499206,0.499055,0.497256,0.497439,0.497270,0.497408,0.499497,0.499422
600,0.475392,0.481506,0.486777,0.487443,0.475839,0.477109,0.507973,0.500006,0.478111,0.478972,0.479969,0.480056,0.501593,0.496182,0.488199,0.489338,0.488754,0.487621,0.502533,0.497949,0.490745,0.491814,0.496931,0.496464,0.499061,0.496471,0.493007,0.493654,0.498920,0.498545,0.497517,0.497009,0.496307,0.496559,0.499694,0.499554
800,0.457255,0.467482,0.479574,0.481098,0.461099,0.464494,0.522106,0.505725,0.460816,0.461072,0.461979,0.461996,0.514145,0.498565,0.475692,0.477334,0.472408,0.470789,0.513179,0.500702,0.481233,0.482352,0.493419,0.493029,0.507251,0.497556,0.486507,0.487204,0.498543,0.497861,0.499335,0.496957,0.495175,0.495403,0.500145,0.499846
1000,0.440774,0.454382,0.470720,0.473279,0.446159,0.451471,0.540668,0.513219,0.448103,0.444657,0.445178,0.444136,0.531155,0.502715,0.461909,0.462348,0.455469,0.452352,0.531119,0.506825,0.468666,0.468256,0.486652,0.487187,0.522108,0.501874,0.477952,0.477533,0.497662,0.496358,0.504086,0.497906,0.494112,0.493946,0.500868,0.500218
1200,0.428629,0.444446,0.461055,0.464675,0.432580,0.438903,0.559852,0.521151,0.449026,0.434151,0.433136,0.428546,0.551109,0.509318,0.452453,0.448056,0.442470,0.435929,0.549124,0.512582,0.460146,0.454504,0.477856,0.479811,0.539498,0.507100,0.471342,0.467101,0.496501,0.494334,0.511095,0.499807,0.493889,0.492737,0.501708,0.500528
1400,0.420041,0.437346,0.451846,0.456494,0.421738,0.427532,0.578504,0.528201,0.460973,0.430112,0.429434,0.416907,0.570901,0.515683,0.452541,0.436686,0.437569,0.424511,0.569919,0.520244,0.458999,0.441793,0.469201,0.472136,0.559444,0.513977,0.467037,0.455593,0.493699,0.490835,0.521063,0.502953,0.494896,0.491984,0.502716,0.500846
1600,0.414529,0.431973,0.443941,0.449256,0.413226,0.416635,0.599485,0.536946,0.479749,0.433948,0.440456,0.413688,0.591315,0.521684,0.461810,0.429803,0.441249,0.416353,0.592350,0.527786,0.467168,0.432350,0.459883,0.462988,0.580525,0.520650,0.468202,0.444960,0.490702,0.486477,0.534274,0.507222,0.497404,0.491229,0.503585,0.500873
1800,0.410625,0.427688,0.436606,0.442178,0.410141,0.409011,0.616043,0.542014,0.500182,0.440547,0.455367,0.415738,0.612127,0.527860,0.477970,0.427332,0.450036,0.411800,0.615102,0.535474,0.482110,0.426341,0.454742,0.455537,0.603594,0.528842,0.474786,0.436030,0.487145,0.480993,0.550851,0.512956,0.500998,0.490821,0.504442,0.500773
