step,train_loss,val_loss
0,5.549171,5.549126
1000,3.068872,2.941695
2000,2.526878,2.504418
3000,2.389411,2.378111
4000,2.289213,2.274234
5000,2.197308,2.191561
6000,2.111874,2.102206
7000,2.036786,2.026656
8000,1.967692,1.963865
9000,1.911620,1.905286
10000,1.869326,1.867638
11000,1.835104,1.826621
12000,1.796268,1.796458
13000,1.776708,1.772172
14000,1.757064,1.753404
15000,1.740262,1.737453
16000,1.725893,1.722725
17000,1.708319,1.708685
18000,1.698903,1.698739
19000,1.694064,1.688387
20000,1.676901,1.681336
21000,1.672251,1.671042
22000,1.670940,1.664911
23000,1.660578,1.659348
24000,1.652018,1.651758
25000,1.646182,1.645937
26000,1.637466,1.640793
27000,1.632851,1.634645
28000,1.633864,1.631566
29000,1.630149,1.627306
30000,1.626153,1.620123
31000,1.622186,1.616541
32000,1.619137,1.611805
33000,1.612621,1.607731
34000,1.606597,1.606737
35000,1.605596,1.602623
36000,1.601937,1.599399
37000,1.599735,1.594110
38000,1.596958,1.592418
39000,1.591426,1.590301
40000,1.591549,1.587284
41000,1.584771,1.584173
42000,1.583994,1.582590
43000,1.584021,1.579790
44000,1.578478,1.577044
45000,1.567791,1.574442
46000,1.572440,1.572952
47000,1.572190,1.568720
48000,1.567201,1.568260
49000,1.565955,1.564961
50000,1.562622,1.563945
51000,1.563693,1.562518
52000,1.565796,1.560856
53000,1.562171,1.558906
54000,1.558569,1.555721
55000,1.558043,1.554858
56000,1.555335,1.552464
57000,1.554209,1.551333
58000,1.550204,1.549076
59000,1.552827,1.547106
60000,1.551987,1.545671
61000,1.546497,1.544019
62000,1.546637,1.542505
63000,1.542751,1.541523
64000,1.542322,1.539042
65000,1.536346,1.537305
66000,1.537396,1.537274
67000,1.540719,1.536333
68000,1.536891,1.535634
69000,1.536881,1.534153
70000,1.533438,1.532944
71000,1.533034,1.531357
72000,1.533580,1.529979
73000,1.533705,1.528671
74000,1.527547,1.528425
75000,1.526858,1.526960
76000,1.527182,1.526638
77000,1.529502,1.525874
78000,1.524327,1.524657
79000,1.527157,1.523579
80000,1.526751,1.522864
81000,1.527589,1.522090
82000,1.527372,1.521483
83000,1.524143,1.521426
84000,1.518095,1.520227
85000,1.523674,1.519363
86000,1.519741,1.518528
87000,1.521030,1.518263
88000,1.520925,1.517523
89000,1.516186,1.517991
90000,1.521875,1.517302
91000,1.518513,1.517056
92000,1.520058,1.516249
93000,1.512839,1.515938
94000,1.517002,1.515954
95000,1.517979,1.515700
96000,1.518666,1.514527
97000,1.516696,1.514496
98000,1.518908,1.514896
99000,1.516537,1.514074
