step,train_loss,val_bpb
200,8.833234,2.363366
400,7.295397,2.096224
600,6.666687,1.985074
800,6.380743,1.937021
1000,6.239586,1.899775
1200,6.124354,1.875171
1400,6.051090,1.853494
1600,5.983241,1.834574
1800,5.931764,1.823183
2000,5.873753,1.808299
2200,5.853109,1.796977
2400,5.826633,1.786234
2600,5.773872,1.777505
2800,5.752622,1.771321
3000,5.725120,1.760511
3200,5.690663,1.753436
3400,5.670161,1.748432
3600,5.652011,1.742586
3800,5.627052,1.735763
4000,5.607464,1.729497
