step,train_loss,val_loss,val_loss_hard
0,5.550718,5.550339,5.550339
1000,2.968827,2.905201,2.905201
2000,2.505823,2.485887,2.485887
3000,2.309234,2.291765,2.291765
4000,2.176840,2.175780,2.175780
5000,2.100178,2.088654,2.088654
6000,2.028126,2.024037,2.024037
7000,1.982182,1.981777,1.981777
8000,1.948051,1.944935,1.944935
9000,1.920191,1.913078,1.913078
10000,1.900866,1.891672,1.891672
11000,1.878400,1.870088,1.870088
12000,1.858999,1.859190,1.859190
13000,1.842883,1.842269,1.842269
14000,1.834336,1.833108,1.833108
15000,1.821604,1.821208,1.821208
16000,1.815176,1.811650,1.811650
17000,1.807014,1.802971,1.802971
18000,1.797711,1.793526,1.793526
19000,1.789160,1.786766,1.786766
20000,1.785355,1.776840,1.776840
21000,1.775597,1.774819,1.774819
22000,1.766988,1.765785,1.765785
23000,1.760043,1.758292,1.758292
24000,1.758681,1.759105,1.759105
25000,1.755219,1.747426,1.747426
26000,1.745640,1.744321,1.744321
27000,1.743879,1.739769,1.739769
28000,1.742723,1.740194,1.740194
29000,1.729777,1.733036,1.733036
30000,1.732416,1.727819,1.727819
31000,1.729262,1.726574,1.726574
32000,1.725669,1.721586,1.721586
33000,1.722153,1.717469,1.717469
34000,1.718129,1.715564,1.715564
35000,1.709845,1.711959,1.711959
36000,1.710033,1.712049,1.712049
37000,1.710527,1.703957,1.703957
38000,1.706706,1.703942,1.703942
39000,1.706360,1.701032,1.701032
40000,1.701259,1.700340,1.700340
41000,1.700967,1.696315,1.696315
42000,1.697258,1.695502,1.695502
43000,1.693310,1.693622,1.693622
44000,1.696547,1.690929,1.690929
45000,1.691834,1.690580,1.690580
46000,1.691019,1.689400,1.689400
47000,1.690984,1.690432,1.690432
48000,1.691484,1.690156,1.690156
49000,1.689928,1.686586,1.686586
