step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497597,0.497816,0.496765,0.496767,0.496520,0.496476,0.498813,0.498824,0.497548,0.497552,0.498003,0.498007,0.498362,0.498432,0.497823,0.497850,0.498605,0.498590,0.499032,0.499046,0.498157,0.498173,0.499460,0.499468,0.498585,0.498516,0.498017,0.498062,0.499347,0.499366,0.498676,0.498684,0.498105,0.498140,0.499648,0.499652
400,0.489678,0.492169,0.492531,0.492628,0.487444,0.487506,0.498725,0.497007,0.494235,0.494633,0.495766,0.495610,0.498488,0.497824,0.495199,0.495629,0.496775,0.496546,0.498479,0.497938,0.496709,0.496944,0.498998,0.498733,0.497901,0.497162,0.496059,0.496353,0.498628,0.498542,0.497399,0.497380,0.497176,0.497337,0.499580,0.499520
600,0.476419,0.482722,0.486659,0.487137,0.473853,0.474676,0.505490,0.497938,0.486959,0.488016,0.488003,0.487769,0.504481,0.498594,0.488257,0.489340,0.491728,0.491044,0.504307,0.499065,0.491987,0.492721,0.496001,0.495263,0.501369,0.497024,0.492317,0.492938,0.497746,0.497571,0.498499,0.496925,0.496128,0.496346,0.499559,0.499440
800,0.459140,0.469877,0.477269,0.478593,0.457167,0.459266,0.519226,0.502134,0.473256,0.474375,0.472847,0.471920,0.517802,0.502605,0.475617,0.477202,0.485814,0.483755,0.517261,0.502825,0.482781,0.483619,0.489155,0.487830,0.512159,0.499608,0.484477,0.485029,0.495891,0.495649,0.502441,0.497234,0.494759,0.494749,0.499343,0.499177
1000,0.443739,0.458164,0.466166,0.468648,0.440491,0.443744,0.536300,0.507540,0.459474,0.458765,0.457302,0.454062,0.534207,0.507307,0.463859,0.464585,0.486625,0.480128,0.537678,0.510381,0.471436,0.470824,0.481518,0.478348,0.528721,0.504790,0.474189,0.473112,0.492449,0.492067,0.509759,0.499120,0.493917,0.492894,0.499127,0.498773
1200,0.432843,0.449527,0.455067,0.458774,0.426821,0.430188,0.555913,0.514548,0.453095,0.446070,0.446426,0.437817,0.552643,0.513015,0.454925,0.452144,0.490388,0.478053,0.560622,0.520130,0.463414,0.456792,0.475714,0.468964,0.547889,0.511532,0.466562,0.460834,0.488416,0.487534,0.519651,0.502080,0.494593,0.491282,0.499120,0.498325
1400,0.424660,0.442680,0.444839,0.449729,0.415338,0.416970,0.573164,0.519950,0.458606,0.439028,0.445969,0.425872,0.571740,0.518716,0.450022,0.439412,0.496317,0.476236,0.583255,0.528745,0.462618,0.445329,0.473938,0.461566,0.569617,0.519595,0.466281,0.450421,0.484778,0.482849,0.531528,0.505786,0.497925,0.490535,0.499064,0.497677
1600,0.418781,0.437244,0.435782,0.441658,0.409673,0.406749,0.592043,0.526192,0.471025,0.436907,0.455527,0.420586,0.591200,0.524210,0.452816,0.430463,0.505847,0.476174,0.607463,0.537498,0.473462,0.436976,0.475900,0.455519,0.592819,0.528322,0.472528,0.440579,0.480183,0.476293,0.546126,0.510654,0.504415,0.490231,0.499334,0.496893
1800,0.415428,0.433515,0.427311,0.433699,0.408415,0.398573,0.610843,0.531570,0.486527,0.438320,0.471541,0.420880,0.611568,0.529690,0.460330,0.424133,0.517452,0.476662,0.631054,0.545453,0.489549,0.432695,0.482042,0.451647,0.616694,0.536714,0.483946,0.433917,0.476262,0.469752,0.561889,0.516392,0.512928,0.490696,0.499348,0.495864
2000,0.413332,0.430352,0.421043,0.427654,0.411363,0.391425,0.627571,0.535481,0.506589,0.443174,0.487596,0.421930,0.630242,0.534211,0.473428,0.421586,0.531027,0.478499,0.654647,0.551178,0.508574,0.431609,0.490753,0.448155,0.640936,0.543898,0.500325,0.429956,0.473763,0.463377,0.581023,0.523191,0.522818,0.491581,0.499452,0.494700
2200,0.412041,0.427680,0.415739,0.422165,0.417028,0.387096,0.644275,0.540015,0.525650,0.447976,0.507159,0.425649,0.650309,0.538752,0.488619,0.420004,0.545002,0.480666,0.678936,0.558926,0.530251,0.433732,0.503512,0.447572,0.665236,0.551532,0.519157,0.429378,0.474369,0.458772,0.600779,0.530307,0.535612,0.493459,0.499194,0.493120
2400,0.412208,0.425895,0.411258,0.417100,0.425178,0.383474,0.661086,0.544070,0.547502,0.455631,0.527113,0.431087,0.670560,0.543066,0.506308,0.421227,0.561447,0.484188,0.700830,0.563634,0.554169,0.437612,0.515874,0.446951,0.689715,0.558046,0.539939,0.431195,0.475783,0.453938,0.621289,0.538044,0.549724,0.495970,0.499321,0.491504
2600,0.413076,0.424240,0.407246,0.412015,0.435013,0.380792,0.676665,0.547039,0.568916,0.461889,0.546513,0.434053,0.690410,0.546916,0.523799,0.422335,0.577435,0.486873,0.722466,0.568424,0.578189,0.443041,0.530909,0.447647,0.717153,0.566531,0.562776,0.434438,0.479235,0.449811,0.641716,0.544953,0.563637,0.498288,0.499475,0.489894
2800,0.414104,0.423147,0.405073,0.408697,0.445469,0.378886,0.692571,0.550698,0.591410,0.469288,0.565894,0.437868,0.710749,0.551576,0.544206,0.425612,0.595051,0.490397,0.745386,0.573823,0.603007,0.449280,0.547111,0.448993,0.743133,0.573548,0.586115,0.438423,0.483582,0.445835,0.660977,0.551151,0.580554,0.501368,0.499552,0.487965
