step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498585,0.498654,0.499109,0.499135,0.500056,0.499993,0.498657,0.498572,0.499171,0.498873,0.499137,0.499143,0.500079,0.500047,0.499406,0.499139,0.499414,0.499047,0.499329,0.499318,0.500050,0.500034,0.500030,0.499802,0.499945,0.499429,0.499081,0.499054,0.499937,0.499920,0.500314,0.500097,0.499213,0.498962,0.499397,0.499384,0.500084,0.500076,0.500492,0.500315,0.499339,0.499109,0.499254,0.499237,0.499906,0.499899,0.500591,0.500435
400,0.494970,0.495423,0.494704,0.494838,0.496528,0.496193,0.498415,0.496680,0.500303,0.498593,0.496958,0.496512,0.499752,0.499182,0.502922,0.501216,0.500879,0.499298,0.498177,0.497724,0.500984,0.500712,0.504418,0.503406,0.501109,0.499477,0.497289,0.496910,0.499850,0.499590,0.504696,0.503761,0.499637,0.498906,0.498567,0.498417,0.501058,0.500962,0.505147,0.504461,0.500317,0.499186,0.498530,0.498458,0.499666,0.499622,0.505593,0.505169
600,0.489545,0.490893,0.486918,0.487371,0.489079,0.488532,0.499000,0.495362,0.502406,0.498641,0.492696,0.491300,0.499256,0.497270,0.505809,0.501974,0.502631,0.499120,0.495968,0.494309,0.503112,0.502058,0.508597,0.505761,0.501713,0.498335,0.493098,0.492292,0.498941,0.497996,0.509514,0.506953,0.499392,0.498066,0.495534,0.495222,0.502597,0.502119,0.510862,0.508842,0.500818,0.498632,0.497453,0.497238,0.499896,0.499715,0.512654,0.511461
800,0.482023,0.484530,0.476137,0.477153,0.479460,0.478464,0.500099,0.494332,0.504884,0.498450,0.485690,0.482995,0.498220,0.494139,0.507934,0.501434,0.503919,0.497732,0.491121,0.487954,0.504324,0.501899,0.510624,0.505168,0.501606,0.495914,0.487001,0.485548,0.496584,0.494902,0.513455,0.508038,0.497698,0.495464,0.489541,0.488945,0.504113,0.502747,0.516216,0.511844,0.500829,0.497508,0.495760,0.495411,0.500333,0.499782,0.520062,0.517171
1000,0.473221,0.477044,0.462471,0.464244,0.469055,0.467010,0.502942,0.494489,0.507104,0.496907,0.478451,0.473234,0.497984,0.490366,0.510852,0.500665,0.504556,0.494542,0.484332,0.478305,0.504821,0.500147,0.512580,0.503316,0.501288,0.492659,0.479101,0.476201,0.492243,0.489110,0.518317,0.508206,0.494806,0.491445,0.480634,0.479510,0.505449,0.502525,0.522575,0.513465,0.500179,0.495246,0.493178,0.492568,0.500830,0.499642,0.528330,0.521958
1200,0.463630,0.468919,0.446830,0.449558,0.459110,0.454865,0.507719,0.496248,0.509796,0.494676,0.469877,0.461444,0.499686,0.485677,0.514448,0.500145,0.505572,0.490872,0.475713,0.465956,0.504653,0.495993,0.515015,0.501230,0.501089,0.488730,0.470374,0.465436,0.487722,0.482423,0.522953,0.507232,0.492815,0.487079,0.471340,0.468968,0.506753,0.501352,0.528914,0.513259,0.498207,0.491953,0.488088,0.487261,0.500754,0.498573,0.537240,0.524995
1400,0.454036,0.460875,0.429381,0.433172,0.453707,0.444441,0.514338,0.499139,0.514331,0.492539,0.461837,0.447943,0.505498,0.481773,0.520237,0.500631,0.506873,0.485547,0.468647,0.453608,0.508188,0.492399,0.517833,0.498893,0.502767,0.484573,0.460512,0.453069,0.481124,0.472070,0.528207,0.505962,0.491031,0.482210,0.459901,0.455802,0.506030,0.497097,0.535374,0.511988,0.495150,0.486933,0.481924,0.480677,0.500593,0.496898,0.547692,0.526998
1600,0.443591,0.451709,0.412310,0.416798,0.458039,0.437294,0.522058,0.502446,0.518470,0.489585,0.456913,0.434922,0.518596,0.481460,0.527364,0.501736,0.510234,0.480870,0.461670,0.440324,0.513491,0.488170,0.521958,0.496616,0.504502,0.479897,0.450611,0.439120,0.476878,0.461527,0.534285,0.503886,0.490844,0.477813,0.447573,0.441262,0.507071,0.493148,0.542774,0.509832,0.492876,0.481558,0.474686,0.473080,0.501043,0.495122,0.557200,0.526445
1800,0.435741,0.444860,0.396690,0.400941,0.472873,0.438473,0.534422,0.509348,0.523385,0.486819,0.458099,0.425016,0.536234,0.483152,0.536349,0.504068,0.513306,0.475439,0.458373,0.429296,0.524004,0.486214,0.527342,0.494794,0.506957,0.475505,0.442604,0.425926,0.474608,0.449672,0.540548,0.500906,0.491751,0.473667,0.435853,0.425917,0.507777,0.486468,0.551601,0.506753,0.489698,0.474969,0.465922,0.463248,0.500921,0.491881,0.566825,0.524011
