step,train_loss,val_loss,val_loss_hard
0,5.550501,5.550428,5.550428
1000,2.656883,2.611294,2.611294
2000,2.462245,2.450010,2.450010
3000,2.412764,2.400643,2.400643
4000,2.371715,2.363093,2.363093
5000,2.333051,2.340163,2.340163
6000,2.312385,2.305145,2.305145
7000,2.275750,2.267085,2.267085
8000,2.251011,2.240324,2.240324
9000,2.231084,2.221648,2.221648
10000,2.208122,2.218398,2.218398
11000,2.183268,2.180082,2.180082
12000,2.169524,2.178087,2.178087
13000,2.158987,2.154482,2.154482
14000,2.133582,2.116074,2.116074
15000,2.123423,2.117923,2.117923
16000,2.100376,2.097427,2.097427
17000,2.096097,2.099428,2.099428
18000,2.086874,2.079447,2.079447
19000,2.076282,2.067527,2.067527
20000,2.059774,2.063924,2.063924
21000,2.057419,2.067342,2.067342
22000,2.050374,2.052703,2.052703
23000,2.041117,2.048422,2.048422
24000,2.032604,2.033816,2.033816
25000,2.021147,2.024841,2.024841
26000,2.015162,2.013760,2.013760
27000,2.011929,2.007768,2.007768
28000,2.007927,2.002802,2.002802
29000,1.998730,1.990945,1.990945
30000,1.987900,1.989589,1.989589
31000,1.984968,1.990157,1.990157
32000,1.976887,1.980463,1.980463
33000,1.974746,1.973819,1.973819
34000,1.966076,1.957912,1.957912
35000,1.960720,1.957290,1.957290
36000,1.959529,1.952029,1.952029
37000,1.953701,1.955494,1.955494
38000,1.955357,1.948293,1.948293
39000,1.951362,1.947376,1.947376
40000,1.948547,1.942243,1.942243
41000,1.954082,1.945165,1.945165
42000,1.949323,1.951845,1.951845
43000,1.945528,1.935644,1.935644
44000,1.943038,1.934984,1.934984
45000,1.943181,1.933524,1.933524
46000,1.935374,1.937552,1.937552
47000,1.934580,1.931838,1.931838
48000,1.935120,1.936558,1.936558
49000,1.942158,1.928622,1.928622
