step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499816,0.500000,0.501213,0.500000,0.498739,0.500000,0.501270,0.500000,0.500253,0.500000,0.500619,0.500000,0.499137,0.500000,0.501064,0.500000,0.500595,0.500000,0.500730,0.500000,0.498783,0.500000,0.499672,0.500000,0.500008,0.500000,0.500023,0.500000,0.499681,0.500000,0.498495,0.500000,0.500520,0.500000,0.500746,0.500000,0.499098,0.500000,0.497869,0.500000,0.500742,0.500000,0.500687,0.500000,0.499161,0.500000,0.497915,0.500000
400,0.491853,0.500000,0.503934,0.500000,0.498271,0.500000,0.506208,0.500000,0.500836,0.500000,0.503569,0.500000,0.496643,0.500000,0.505009,0.500000,0.502881,0.500000,0.503540,0.500000,0.498333,0.500000,0.503074,0.500000,0.500997,0.500000,0.503570,0.500000,0.495469,0.500000,0.498889,0.500000,0.501627,0.500000,0.502917,0.500000,0.497880,0.500000,0.495349,0.500000,0.503508,0.500000,0.503924,0.500000,0.496423,0.500000,0.492519,0.500000
600,0.475553,0.500000,0.506931,0.500000,0.499803,0.500000,0.508373,0.500000,0.501377,0.500000,0.506291,0.500000,0.493869,0.500000,0.506681,0.500000,0.505436,0.500000,0.507645,0.500000,0.499789,0.500000,0.505387,0.500000,0.502070,0.500000,0.511943,0.500000,0.486708,0.500000,0.500195,0.500000,0.503455,0.500000,0.505687,0.500000,0.498814,0.500000,0.498065,0.500000,0.504708,0.500000,0.507414,0.500000,0.493991,0.500000,0.494196,0.500000
800,0.456115,0.500000,0.508700,0.500000,0.503157,0.500000,0.509616,0.500000,0.500850,0.500000,0.510845,0.500000,0.490089,0.500000,0.507328,0.500000,0.506925,0.500000,0.513895,0.500000,0.501237,0.500000,0.507136,0.500000,0.504022,0.500000,0.522822,0.500000,0.475543,0.500000,0.501003,0.500000,0.506211,0.500000,0.508461,0.500000,0.500570,0.500000,0.501304,0.500000,0.506986,0.500000,0.511178,0.500000,0.493182,0.500000,0.497882,0.500000
1000,0.439027,0.500000,0.511632,0.500000,0.505523,0.500000,0.507726,0.500000,0.499009,0.500000,0.515012,0.500000,0.484578,0.500000,0.505329,0.500000,0.506820,0.500000,0.518135,0.500000,0.502930,0.500000,0.507554,0.500000,0.506239,0.500000,0.532586,0.500000,0.466091,0.500000,0.501748,0.500000,0.510952,0.500000,0.512038,0.500000,0.502471,0.500000,0.504448,0.500000,0.509686,0.500000,0.514241,0.500000,0.494618,0.500000,0.502858,0.500000
1200,0.419328,0.500000,0.514458,0.500000,0.506196,0.500000,0.503710,0.500000,0.496666,0.500000,0.519325,0.500000,0.481640,0.500000,0.502370,0.500000,0.504655,0.500000,0.524667,0.500000,0.510537,0.500000,0.508108,0.500000,0.509774,0.500000,0.543911,0.500000,0.458729,0.500000,0.502868,0.500000,0.515510,0.500000,0.515561,0.500000,0.505361,0.500000,0.508428,0.500000,0.513749,0.500000,0.517970,0.500000,0.497021,0.500000,0.508125,0.500000
1400,0.400786,0.500000,0.515514,0.500000,0.508763,0.500000,0.499300,0.500000,0.494508,0.500000,0.523695,0.500000,0.478920,0.500000,0.499520,0.500000,0.504087,0.500000,0.527747,0.500000,0.513626,0.500000,0.509003,0.500000,0.512455,0.500000,0.553335,0.500000,0.451890,0.500000,0.504546,0.500000,0.519690,0.500000,0.520712,0.500000,0.507784,0.500000,0.512549,0.500000,0.518206,0.500000,0.522366,0.500000,0.501291,0.500000,0.513722,0.500000
1600,0.382954,0.500000,0.517711,0.500000,0.509524,0.500000,0.490877,0.500000,0.490023,0.500000,0.527648,0.500000,0.477138,0.500000,0.493938,0.500000,0.503637,0.500000,0.529908,0.500000,0.515392,0.500000,0.508915,0.500000,0.514131,0.500000,0.561596,0.500000,0.447480,0.500000,0.505527,0.500000,0.523560,0.500000,0.525145,0.500000,0.510318,0.500000,0.517067,0.500000,0.525059,0.500000,0.527146,0.500000,0.507620,0.500000,0.520477,0.500000
1800,0.370026,0.500000,0.519469,0.500000,0.512042,0.500000,0.483218,0.500000,0.485262,0.500000,0.531149,0.500000,0.472133,0.500000,0.489586,0.500000,0.503279,0.500000,0.532495,0.500000,0.517435,0.500000,0.508490,0.500000,0.518425,0.500000,0.568368,0.500000,0.442951,0.500000,0.507377,0.500000,0.528567,0.500000,0.528320,0.500000,0.511444,0.500000,0.521176,0.500000,0.531089,0.500000,0.532025,0.500000,0.513188,0.500000,0.526005,0.500000
2000,0.356982,0.500000,0.521135,0.500000,0.514887,0.500000,0.473671,0.500000,0.483186,0.500000,0.534809,0.500000,0.468433,0.500000,0.484334,0.500000,0.502032,0.500000,0.536694,0.500000,0.518671,0.500000,0.507718,0.500000,0.521771,0.500000,0.574977,0.500000,0.439331,0.500000,0.509135,0.500000,0.532861,0.500000,0.532828,0.500000,0.513782,0.500000,0.526648,0.500000,0.536468,0.500000,0.537008,0.500000,0.520380,0.500000,0.532791,0.500000
2200,0.353150,0.500000,0.523476,0.500000,0.517674,0.500000,0.466220,0.500000,0.481899,0.500000,0.537775,0.500000,0.465228,0.500000,0.481047,0.500000,0.503060,0.500000,0.537753,0.500000,0.522255,0.500000,0.508514,0.500000,0.526584,0.500000,0.580248,0.500000,0.435761,0.500000,0.512329,0.500000,0.538781,0.500000,0.537078,0.500000,0.513930,0.500000,0.531857,0.500000,0.543147,0.500000,0.543870,0.500000,0.523604,0.500000,0.538605,0.500000
2400,0.346724,0.500000,0.525706,0.500000,0.519253,0.500000,0.458685,0.500000,0.479515,0.500000,0.542316,0.500000,0.463359,0.500000,0.476933,0.500000,0.500598,0.500000,0.539498,0.500000,0.523507,0.500000,0.509175,0.500000,0.531455,0.500000,0.585110,0.500000,0.433530,0.500000,0.515751,0.500000,0.543580,0.500000,0.541689,0.500000,0.517653,0.500000,0.538021,0.500000,0.549389,0.500000,0.549721,0.500000,0.526538,0.500000,0.545728,0.500000
2600,0.337501,0.500000,0.526888,0.500000,0.520739,0.500000,0.451705,0.500000,0.477123,0.500000,0.545937,0.500000,0.461029,0.500000,0.473377,0.500000,0.499826,0.500000,0.541854,0.500000,0.522748,0.500000,0.509219,0.500000,0.534951,0.500000,0.588405,0.500000,0.431989,0.500000,0.518195,0.500000,0.546409,0.500000,0.542869,0.500000,0.521782,0.500000,0.543487,0.500000,0.555627,0.500000,0.555290,0.500000,0.532737,0.500000,0.552471,0.500000
