step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498567,0.498719,0.498079,0.498072,0.498127,0.498120,0.498912,0.498710,0.499087,0.499091,0.499379,0.499378,0.499093,0.498940,0.499165,0.499166,0.499601,0.499600,0.498848,0.498813,0.499262,0.499266,0.499679,0.499678,0.498940,0.498782,0.499269,0.499259,0.499647,0.499645,0.499129,0.499035,0.499315,0.499332,0.499710,0.499709
400,0.495890,0.497105,0.494283,0.494493,0.494249,0.494185,0.501290,0.498080,0.496125,0.495935,0.498272,0.498193,0.500540,0.497711,0.498038,0.497950,0.499155,0.499127,0.498852,0.497305,0.498592,0.498571,0.499459,0.499440,0.498839,0.498047,0.498660,0.498660,0.499486,0.499462,0.499271,0.498654,0.498903,0.498902,0.499628,0.499615
600,0.491141,0.493719,0.487160,0.488282,0.486337,0.486206,0.508375,0.498843,0.490292,0.489541,0.494866,0.494609,0.506144,0.497788,0.494745,0.493437,0.497978,0.497872,0.501039,0.496678,0.495523,0.494701,0.498906,0.498791,0.499849,0.497577,0.497903,0.497436,0.499361,0.499280,0.500058,0.498392,0.498199,0.498009,0.499514,0.499470
800,0.482683,0.486585,0.475414,0.477478,0.474353,0.474216,0.520166,0.501760,0.479419,0.477951,0.484882,0.484532,0.517046,0.499110,0.488249,0.484223,0.492545,0.492290,0.508216,0.496939,0.491304,0.487627,0.497378,0.496988,0.502903,0.497228,0.498096,0.496237,0.499362,0.499185,0.501933,0.498392,0.498112,0.497407,0.499523,0.499432
1000,0.470801,0.475343,0.460338,0.463169,0.459147,0.459014,0.535712,0.505385,0.464767,0.462568,0.469593,0.469179,0.532656,0.501349,0.477552,0.470423,0.480259,0.479791,0.522296,0.498936,0.484220,0.476478,0.492457,0.491411,0.508320,0.497070,0.500131,0.495590,0.499564,0.499247,0.505653,0.498749,0.498647,0.496875,0.499653,0.499481
1200,0.456138,0.460363,0.442627,0.446129,0.441376,0.441250,0.555206,0.509812,0.447354,0.444231,0.450978,0.450496,0.552724,0.504958,0.463391,0.452730,0.462528,0.461913,0.541120,0.502176,0.477123,0.462865,0.483385,0.481445,0.516122,0.497445,0.502853,0.494734,0.499861,0.499341,0.511769,0.499766,0.499793,0.496258,0.499864,0.499543
1400,0.441746,0.444671,0.422910,0.427062,0.421290,0.421102,0.578381,0.514190,0.429950,0.423866,0.430103,0.429500,0.578289,0.507852,0.450763,0.432437,0.442005,0.441211,0.564292,0.506230,0.472060,0.447329,0.471304,0.468305,0.526684,0.498360,0.506869,0.493492,0.500340,0.499557,0.522529,0.501682,0.502064,0.495262,0.499953,0.499301
1600,0.427992,0.427930,0.401739,0.406615,0.399166,0.398816,0.606912,0.518395,0.433487,0.402593,0.407517,0.406662,0.608930,0.510845,0.461879,0.411193,0.419225,0.418172,0.592996,0.509977,0.473586,0.430495,0.456323,0.452062,0.541076,0.500302,0.512258,0.491527,0.500784,0.499659,0.539078,0.505027,0.505464,0.493212,0.499075,0.497713
1800,0.419223,0.413096,0.381768,0.386986,0.377273,0.376561,0.636966,0.521699,0.457630,0.384676,0.384931,0.383702,0.642433,0.512536,0.488804,0.392964,0.396844,0.395291,0.625469,0.512721,0.486850,0.413427,0.438980,0.433345,0.557238,0.502272,0.519898,0.488795,0.501181,0.499515,0.560122,0.509312,0.511262,0.490389,0.496723,0.494056
