step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
500,8.169978,2.334113,19.679260,19.651464,19.650229,19.664259,19.646393,19.642685,1.004253,1.002834,1.002771,1.003486,1.002575,1.002386,19.673603,19.614260,19.623480,19.631321,19.621811,19.618473,0.49624547,0.49711961,0.49785045,0.49709812,0.49815670,0.49839503
1000,6.589219,1.958279,19.720034,19.670202,19.683601,19.709486,19.706125,19.709215,1.006333,1.003790,1.004473,1.005793,1.005622,1.005780,19.674248,19.643675,19.664818,19.689899,19.720703,19.707466,0.48885021,0.49499390,0.49349016,0.49255639,0.49282753,0.49461436
1500,5.997911,1.809302,19.763197,19.688650,19.734915,19.761391,19.773563,19.787056,1.008535,1.004730,1.007090,1.008440,1.009061,1.009749,19.632408,19.657333,19.682966,19.722475,19.785185,19.788410,0.47874457,0.49075133,0.48330420,0.48196334,0.48241007,0.48817173
2000,5.628786,1.700688,19.790689,19.707197,19.800140,19.827738,19.886494,19.900414,1.009937,1.005674,1.010414,1.011822,1.014818,1.015526,19.549978,19.653286,19.675825,19.735487,19.816452,19.859476,0.46454540,0.48292795,0.46651974,0.46587971,0.46710646,0.47881302
2500,5.329424,1.615061,19.775171,19.707115,19.873541,19.910669,20.028017,20.016144,1.009142,1.005667,1.014152,1.016047,1.022030,1.021423,19.407393,19.630758,19.640875,19.724125,19.825790,19.941383,0.44685984,0.46988389,0.44412187,0.44577673,0.45010424,0.47228718
3000,5.086042,1.543564,19.687424,19.674837,19.937901,19.987085,20.152657,20.116508,1.004662,1.004016,1.017424,1.019936,1.028378,1.026533,19.204191,19.591875,19.575460,19.684877,19.810524,20.054970,0.42537421,0.45264259,0.41755953,0.42556095,0.44103876,0.47710291
3500,4.884234,1.485161,19.523447,19.608990,19.973661,20.035891,20.218872,20.191071,0.996291,1.000651,1.019233,1.022414,1.031744,1.030329,18.930889,19.542601,19.474531,19.615160,19.772858,20.232981,0.40334207,0.43476143,0.39393771,0.41037047,0.44777057,0.49603483
4000,4.725684,1.434463,19.265463,19.507078,19.957264,20.024761,20.198439,20.234030,0.983120,0.995443,1.018376,1.021830,1.030688,1.032510,18.576967,19.484703,19.339310,19.517830,19.709814,20.569780,0.38270828,0.42113343,0.38002598,0.40935928,0.46922576,0.52838695
4500,4.558508,1.387304,18.884981,19.357254,19.885565,19.962263,20.130898,20.254702,0.963696,0.987786,1.014694,1.018619,1.027228,1.033550,18.130159,19.414335,19.168943,19.399731,19.630114,20.939079,0.36714637,0.41275609,0.38132685,0.41916361,0.49581003,0.57624906
5000,4.443832,1.351627,18.408352,19.155651,19.766096,19.862061,20.009283,20.247549,0.939360,0.977484,1.008566,1.013487,1.021004,1.033170,17.603844,19.337839,18.970671,19.261551,19.544613,21.257084,0.35441169,0.41475698,0.39145955,0.43853000,0.52611816,0.63295829
