seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,tau_actor,tau_critic
0,1,262144,-1.74286870482765,22.35999298095703,16.333487768717568,0.0002999988705149873,-0.0069366320967674255,0.019625559449195862,0.050068434327840805,nan
0,10,2621440,12.271298770403945,380.50811767578125,51.08152390285732,0.0002998870670902326,-0.07411875575780869,0.006161057855933905,0.04903806000947952,nan
0,20,5242880,233.06259698123853,597.4618530273438,183.7045422485541,0.0002995484573067394,-0.11579333990812302,0.004360564984381199,0.048571567982435226,nan
0,30,7864320,275.5570555717195,797.819580078125,161.2989816700611,0.0002989847371708259,-0.12717387080192566,0.0045492518693208694,0.049993887543678284,nan
0,40,10485760,267.7768829938418,926.8818359375,142.1317437759882,0.0002981968498314587,-0.15493027865886688,0.0055801342241466045,0.05117228254675865,nan
0,50,13107200,283.3252954327691,600.6285400390625,138.54790801660812,0.00029718611348730165,-0.20791840553283691,0.004526729229837656,0.05225825682282448,nan
0,60,15728640,331.3690866241306,631.527587890625,147.8726217163879,0.0002959542191812635,-0.26649922132492065,0.004511191975325346,0.05262678489089012,nan
0,70,18350080,390.4173829695133,670.7279663085938,159.26862902727103,0.0002945032279712482,-0.3261938691139221,0.004099619574844837,0.05307831987738609,nan
0,80,20971520,437.96211427824267,715.4674072265625,168.72711820083683,0.0002928355674818394,-0.37703824043273926,0.00455353083088994,0.05339784175157547,nan
0,90,23592960,480.24546957899815,746.8837280273438,177.9835320057879,0.0002909540278426898,-0.4270269274711609,0.004494511056691408,0.05397365987300873,nan
0,100,26214400,512.3084775697633,951.8184204101562,183.74955845990817,0.00028886175702041143,-0.4739035367965698,0.004492578096687794,0.05471748486161232,nan
0,110,28835840,543.235828247923,1070.3858642578125,188.12528490552165,0.0002865622555517741,-0.5216832756996155,0.004464323166757822,0.055295515805482864,nan
0,120,31457280,636.631290461804,1395.3267822265625,208.99646094087183,0.00028405937068702803,-0.5744389295578003,0.00466184550896287,0.05579986423254013,nan
0,130,34078720,824.0337274358703,2051.395263671875,254.02269608360604,0.0002813572899531447,-0.627106785774231,0.004587910138070583,0.05651763081550598,nan
0,140,36700160,1033.0466675697644,2801.34814453125,304.32890815497154,0.0002784605341477492,-0.674802303314209,0.004513842985033989,0.057325463742017746,nan
0,150,39321600,1323.9863135442588,3705.099609375,379.1496622822609,0.000275373949775464,-0.721994161605835,0.0043690986931324005,0.058156568557024,nan
0,160,41943040,1651.5603165938865,4164.59423828125,465.3471615720524,0.00027210270093931693,-0.7606958150863647,0.00416996143758297,0.059031542390584946,nan
0,170,44564480,2319.462859596393,4129.904296875,640.6174323744096,0.0002686522607007845,-0.7953793406486511,0.004006246104836464,0.05979963392019272,nan
0,180,47185920,2942.943449843706,4031.982177734375,820.9425973287866,0.00026502840192292,-0.8252076506614685,0.004068419337272644,0.06034370884299278,nan
0,190,49807360,2618.1008187134503,3981.743408203125,740.5899415204678,0.0002612371876118919,-0.8532469272613525,0.00439000828191638,0.0608973354101181,nan
0,200,52428800,2248.8715923172244,4035.234619140625,639.4318463444857,0.0002572849607730884,-0.8782413005828857,0.0044039953500032425,0.061319757252931595,nan
0,210,55050240,2438.3078752642705,4224.64404296875,690.977801268499,0.0002531783337987607,-0.9029647707939148,0.0043830652721226215,0.06161385029554367,nan
0,220,57671680,2479.0370288248337,4437.19140625,701.5920177383592,0.0002489241774049615,-0.9226768016815186,0.0041011180728673935,0.06220582500100136,nan
0,230,60293120,2666.951169188446,4279.84033203125,742.5674002751032,0.0002445296091362855,-0.9456359148025513,0.004682912956923246,0.06262876093387604,nan
0,240,62914560,3393.4209891435466,4292.20751953125,916.6598311218336,0.00024000198145764752,-0.9695677757263184,0.004621125757694244,0.06291963160037994,nan
0,250,65536000,3320.406226078081,4345.81201171875,869.2630773156418,0.00023534886945301934,-0.9882535338401794,0.004281272180378437,0.06322778761386871,nan
