step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498779,0.498830,0.498020,0.498007,0.497983,0.497973,0.497456,0.497443,0.497876,0.497593,0.498088,0.498239,0.498829,0.498832,0.500261,0.499746,0.497960,0.497946,0.497866,0.497833,0.497881,0.497871,0.502751,0.502522,0.498607,0.498478,0.498599,0.498495,0.498140,0.498140,0.502820,0.502590,0.498931,0.498828,0.498881,0.498777,0.498630,0.498630,0.502469,0.502228,0.498737,0.498691,0.498591,0.498583,0.498457,0.498460,0.502775,0.502500
400,0.493081,0.493307,0.491148,0.491150,0.490442,0.490543,0.488531,0.488311,0.497088,0.489415,0.489225,0.489291,0.491202,0.491203,0.493428,0.491737,0.497209,0.494098,0.494271,0.494298,0.495329,0.495316,0.509239,0.507333,0.494200,0.493759,0.494105,0.493892,0.493682,0.493732,0.512932,0.511744,0.497030,0.496360,0.497172,0.496378,0.496117,0.496184,0.512401,0.511477,0.497399,0.495135,0.497365,0.495265,0.494582,0.494621,0.513324,0.512451
600,0.482998,0.483310,0.479374,0.479688,0.473067,0.473273,0.476479,0.475498,0.505636,0.481105,0.474686,0.474303,0.475388,0.475430,0.486299,0.481593,0.503952,0.491695,0.487276,0.486847,0.485985,0.486012,0.514180,0.507696,0.485914,0.485988,0.486432,0.486295,0.486207,0.486281,0.529496,0.526288,0.489981,0.486881,0.489880,0.486640,0.486394,0.486465,0.529528,0.523702,0.492408,0.487165,0.492517,0.487620,0.487102,0.487269,0.528431,0.523780
800,0.467931,0.468253,0.459094,0.459686,0.449339,0.449508,0.462290,0.459926,0.522705,0.470213,0.453596,0.452165,0.452171,0.452300,0.478238,0.469085,0.516608,0.489084,0.474823,0.473684,0.468217,0.468417,0.516647,0.504566,0.478117,0.477114,0.477256,0.477466,0.479450,0.479714,0.549581,0.544314,0.479379,0.474114,0.478921,0.473517,0.473554,0.473686,0.552944,0.535383,0.485570,0.477308,0.485127,0.478052,0.478134,0.478607,0.551598,0.543610
1000,0.449176,0.449432,0.434616,0.435278,0.423657,0.423744,0.447601,0.442928,0.546063,0.460833,0.431329,0.428063,0.426091,0.426077,0.469982,0.455036,0.531737,0.485812,0.459773,0.457119,0.446114,0.446402,0.517347,0.498052,0.474498,0.469968,0.469876,0.468806,0.469109,0.471235,0.565119,0.557964,0.468262,0.459840,0.467363,0.458778,0.458822,0.459195,0.578758,0.548527,0.477876,0.464835,0.476705,0.465535,0.466882,0.467911,0.577129,0.566417
1200,0.430146,0.430236,0.411285,0.411970,0.399409,0.399406,0.433835,0.426003,0.567978,0.452747,0.413179,0.406437,0.401964,0.401727,0.462091,0.439472,0.547093,0.482416,0.443852,0.439142,0.424733,0.424953,0.518323,0.490202,0.473422,0.465131,0.464056,0.462309,0.454042,0.460935,0.575644,0.566087,0.458665,0.447932,0.457664,0.447420,0.445155,0.445754,0.603720,0.560675,0.468475,0.448543,0.466708,0.448841,0.450953,0.453075,0.604934,0.583354
1400,0.412216,0.412112,0.389771,0.390479,0.376821,0.376730,0.421797,0.410045,0.591372,0.446348,0.400990,0.387119,0.379748,0.379208,0.457364,0.425729,0.564375,0.478723,0.430126,0.422196,0.404764,0.404691,0.518417,0.483187,0.474310,0.462902,0.459267,0.456907,0.437894,0.445906,0.580901,0.568415,0.452447,0.439668,0.454757,0.442400,0.429702,0.430656,0.629099,0.574016,0.462627,0.434350,0.460930,0.433086,0.436730,0.440348,0.626688,0.593760
1600,0.394813,0.394527,0.369341,0.370037,0.355803,0.355601,0.412088,0.395559,0.615938,0.439903,0.396609,0.370386,0.359602,0.358574,0.455936,0.413461,0.580379,0.474736,0.419223,0.407176,0.386363,0.385808,0.518640,0.475609,0.474924,0.459715,0.453182,0.449846,0.421090,0.429016,0.584603,0.567987,0.454952,0.439964,0.462303,0.447051,0.414255,0.414598,0.655454,0.590147,0.459789,0.419062,0.458748,0.417520,0.421704,0.424617,0.650407,0.602524
1800,0.377605,0.377201,0.350136,0.350805,0.336393,0.336049,0.405239,0.382718,0.640049,0.433848,0.403142,0.358415,0.341743,0.339857,0.456000,0.402269,0.598389,0.470124,0.411021,0.393182,0.368951,0.367877,0.518576,0.467786,0.474946,0.456223,0.447881,0.443792,0.406673,0.412897,0.588184,0.567358,0.457835,0.441478,0.468574,0.451489,0.402001,0.401001,0.680148,0.605508,0.460323,0.406691,0.459568,0.405037,0.408928,0.410301,0.675665,0.615278
2000,0.361658,0.361120,0.332447,0.333089,0.318540,0.317971,0.400408,0.370909,0.663909,0.428880,0.415790,0.349788,0.325431,0.322401,0.459173,0.391970,0.615872,0.465831,0.406334,0.381002,0.352636,0.350933,0.519303,0.459189,0.476704,0.453593,0.442279,0.437281,0.392838,0.396221,0.591099,0.565609,0.464424,0.446200,0.478535,0.459248,0.391413,0.387424,0.701631,0.618347,0.460842,0.397473,0.461074,0.395866,0.400290,0.397785,0.701063,0.628713
2200,0.346742,0.346014,0.316227,0.316849,0.302398,0.301394,0.397468,0.359402,0.688446,0.425343,0.430604,0.345901,0.312632,0.307075,0.466614,0.383162,0.633883,0.461530,0.404847,0.370614,0.337520,0.335058,0.521552,0.451831,0.477744,0.450378,0.436360,0.430582,0.379140,0.379825,0.593132,0.563131,0.471290,0.451608,0.488447,0.467651,0.384076,0.374935,0.716647,0.627015,0.461535,0.388587,0.462302,0.386574,0.391055,0.385258,0.715873,0.634811
2400,0.332826,0.331971,0.301023,0.301632,0.288260,0.286304,0.397345,0.348793,0.714002,0.422143,0.447972,0.345432,0.303389,0.293077,0.476324,0.374123,0.653237,0.457552,0.407652,0.362786,0.323217,0.319771,0.523439,0.443612,0.480932,0.449053,0.431428,0.424755,0.366909,0.364870,0.595538,0.559897,0.477716,0.456255,0.498565,0.475410,0.379557,0.365757,0.730133,0.634947,0.463309,0.382512,0.466753,0.379411,0.385660,0.373762,0.727238,0.639440
2600,0.319712,0.318692,0.286880,0.287463,0.277852,0.272932,0.399348,0.340309,0.736369,0.418837,0.465097,0.345532,0.300541,0.281649,0.486213,0.367257,0.671745,0.452712,0.412839,0.355665,0.310797,0.305973,0.525816,0.436231,0.484978,0.448024,0.426712,0.418994,0.357894,0.352755,0.597280,0.556431,0.485814,0.463170,0.509950,0.485071,0.375515,0.356805,0.742675,0.642617,0.463764,0.376838,0.470039,0.374261,0.381989,0.364644,0.735055,0.642438
2800,0.308451,0.307256,0.274547,0.275106,0.275120,0.261351,0.401975,0.332139,0.756021,0.415078,0.482320,0.346490,0.302791,0.271452,0.497757,0.361577,0.690059,0.449201,0.421320,0.351293,0.300717,0.293797,0.528574,0.429756,0.487251,0.445448,0.421964,0.413375,0.350737,0.342486,0.598229,0.552671,0.492895,0.468852,0.519968,0.493544,0.372281,0.349659,0.752951,0.648931,0.463611,0.371414,0.471015,0.370206,0.379493,0.356645,0.741333,0.644902
