step,train_loss,val_bpb
200,7.890569,2.033769
400,6.307746,1.817223
600,5.701699,1.701695
800,5.394162,1.630961
1000,5.198388,1.584633
1200,5.056568,1.552386
1400,4.951512,1.524902
1600,4.884287,1.501401
1800,4.802295,1.482798
2000,4.736641,1.465750
2200,4.685846,1.451697
2400,4.647048,1.439760
2600,4.594508,1.427935
2800,4.566182,1.418675
3000,4.541174,1.410567
3200,4.521969,1.403520
3400,4.491891,1.397044
3600,4.470969,1.393826
3800,4.472782,1.389432
4000,4.458428,1.386331
