step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.496439,0.497028,0.493792,0.493850,0.495380,0.494870,0.502522,0.499268,0.502441,0.499429,0.494174,0.493937,0.497953,0.497323,0.505138,0.503247,0.499920,0.498895,0.497587,0.497498,0.502615,0.502573,0.506353,0.505566,0.501514,0.500372,0.498741,0.498571,0.501730,0.501679,0.506827,0.506320,0.501114,0.499791,0.499116,0.499038,0.500533,0.500496,0.507053,0.506632,0.500256,0.500111,0.499725,0.499733,0.500313,0.500177,0.506454,0.505782
400,0.489486,0.493347,0.474724,0.475263,0.475866,0.474579,0.511119,0.502352,0.518354,0.503565,0.478475,0.476060,0.481483,0.479240,0.516185,0.507588,0.502124,0.494369,0.485402,0.484755,0.513815,0.511882,0.523204,0.517470,0.510961,0.502947,0.492460,0.489570,0.508418,0.506953,0.524098,0.519681,0.507679,0.500257,0.494404,0.493556,0.500939,0.500242,0.525709,0.523063,0.499665,0.499372,0.494574,0.496106,0.501391,0.500095,0.517237,0.513537
600,0.481229,0.487475,0.452154,0.452863,0.451428,0.448708,0.526267,0.509026,0.541956,0.506637,0.468600,0.454437,0.463220,0.456062,0.532388,0.512583,0.517645,0.489077,0.470644,0.467854,0.524374,0.513276,0.545622,0.530007,0.523564,0.503481,0.487402,0.477547,0.523969,0.517567,0.545329,0.532521,0.524541,0.502925,0.486163,0.482906,0.501963,0.498217,0.549542,0.540589,0.498964,0.496907,0.488231,0.490592,0.504101,0.499038,0.527969,0.519137
800,0.474009,0.481115,0.433450,0.433332,0.440667,0.426237,0.547001,0.519339,0.567021,0.508205,0.483351,0.438552,0.464224,0.438165,0.553957,0.519396,0.540730,0.488348,0.461875,0.453240,0.525990,0.501678,0.568888,0.539993,0.540747,0.504152,0.487371,0.467446,0.542225,0.527059,0.566530,0.542430,0.543299,0.504791,0.479949,0.472122,0.503525,0.493805,0.571662,0.552382,0.500449,0.492409,0.482630,0.485040,0.506475,0.496272,0.536742,0.522315
1000,0.467907,0.474888,0.421579,0.418507,0.460100,0.410610,0.570852,0.531454,0.589861,0.507756,0.507322,0.430949,0.482208,0.427310,0.579322,0.525712,0.564882,0.488003,0.459408,0.439583,0.522469,0.484532,0.591807,0.545127,0.557223,0.502233,0.488481,0.457283,0.558754,0.530601,0.587556,0.547771,0.560822,0.505737,0.474890,0.460863,0.506153,0.489218,0.592164,0.558191,0.501820,0.488487,0.478444,0.480545,0.509562,0.493918,0.544499,0.524138
1200,0.462363,0.468906,0.413554,0.405306,0.483928,0.405049,0.594198,0.541337,0.609745,0.504289,0.533496,0.427499,0.504902,0.423093,0.603516,0.523596,0.589569,0.484547,0.464421,0.427851,0.520550,0.467845,0.612298,0.542351,0.571844,0.498517,0.489102,0.446556,0.574436,0.528112,0.604662,0.545108,0.574538,0.503978,0.471099,0.449699,0.509648,0.484061,0.608262,0.556079,0.502767,0.483890,0.473960,0.475457,0.514193,0.491791,0.550184,0.524485
1400,0.458222,0.463998,0.410411,0.394973,0.507915,0.404272,0.616875,0.547931,0.628061,0.499482,0.559723,0.426452,0.528859,0.421302,0.626121,0.513741,0.613013,0.479192,0.474238,0.418448,0.523421,0.452752,0.630225,0.533067,0.585521,0.493159,0.491691,0.436060,0.587254,0.521541,0.618369,0.534819,0.586191,0.500027,0.469207,0.439489,0.515193,0.478340,0.620739,0.546709,0.503056,0.479417,0.469990,0.470429,0.520351,0.489763,0.554699,0.523693
1600,0.453578,0.458494,0.409525,0.386155,0.531505,0.405492,0.638195,0.550383,0.644788,0.493897,0.585419,0.426099,0.552789,0.421447,0.645964,0.501297,0.634519,0.472923,0.487582,0.410602,0.529895,0.439179,0.645180,0.520241,0.599430,0.486791,0.494996,0.425091,0.596587,0.511525,0.628679,0.521833,0.595881,0.495554,0.470622,0.431331,0.521194,0.472316,0.630004,0.534955,0.505428,0.476009,0.466876,0.466439,0.525799,0.486484,0.558297,0.522245
1800,0.449600,0.453743,0.410758,0.379028,0.554079,0.405580,0.654580,0.548952,0.658381,0.488398,0.609527,0.424464,0.575605,0.421403,0.663256,0.488906,0.654566,0.465762,0.501737,0.404826,0.538127,0.427044,0.655303,0.507805,0.612079,0.481542,0.499547,0.416520,0.605843,0.500827,0.635238,0.509038,0.606226,0.490851,0.475108,0.424755,0.528294,0.467102,0.636272,0.522505,0.508089,0.473522,0.464476,0.462976,0.531160,0.483383,0.560559,0.520364
