step,train_loss,val_bpb
300,7.145435,1.963328
600,5.871504,1.764296
900,5.440790,1.666129
1200,5.197676,1.605323
1500,5.020205,1.555614
1800,4.867446,1.511004
2100,4.739378,1.476988
2400,4.660852,1.456038
2700,4.605809,1.442688
3000,4.574258,1.433937
