step,train_loss,val_loss,val_loss_hard
0,5.549231,5.549151,5.549151
1000,3.485103,3.383199,3.383199
2000,2.994027,2.961535,2.961535
3000,2.697368,2.672884,2.672884
4000,2.545801,2.536095,2.536095
5000,2.469352,2.462381,2.462381
6000,2.418235,2.409823,2.409823
7000,2.362152,2.357967,2.357967
8000,2.322725,2.318896,2.318896
9000,2.288434,2.280128,2.280128
10000,2.254424,2.245796,2.245796
11000,2.216545,2.217782,2.217782
12000,2.190242,2.188546,2.188546
13000,2.168399,2.158611,2.158611
14000,2.139993,2.135984,2.135984
15000,2.114444,2.114022,2.114022
16000,2.095332,2.091576,2.091576
17000,2.072948,2.071787,2.071787
18000,2.061184,2.054069,2.054069
19000,2.044736,2.040141,2.040141
20000,2.027491,2.022853,2.022853
21000,2.015449,2.010413,2.010413
22000,2.002692,2.001131,2.001131
23000,1.994744,1.989257,1.989257
24000,1.983486,1.978094,1.978094
25000,1.969433,1.971115,1.971115
26000,1.961712,1.962187,1.962187
27000,1.959696,1.955467,1.955467
28000,1.954383,1.950185,1.950185
29000,1.945248,1.940751,1.940751
30000,1.935709,1.935433,1.935433
31000,1.934658,1.928971,1.928971
32000,1.926892,1.925461,1.925461
33000,1.921153,1.920806,1.920806
34000,1.915661,1.916415,1.916415
35000,1.913714,1.911949,1.911949
36000,1.910213,1.908477,1.908477
37000,1.905057,1.906216,1.906216
38000,1.900103,1.902041,1.902041
39000,1.899530,1.898593,1.898593
40000,1.898984,1.896208,1.896208
41000,1.897082,1.894646,1.894646
42000,1.888764,1.891105,1.891105
43000,1.884839,1.888803,1.888803
44000,1.886084,1.886783,1.886783
45000,1.890663,1.885430,1.885430
46000,1.886523,1.886296,1.886296
47000,1.883444,1.884234,1.884234
48000,1.882932,1.881345,1.881345
49000,1.883232,1.882709,1.882709
