step,train_loss,val_loss
0,5.700863,5.695360
1000,2.486090,2.402018
2000,1.956438,1.933755
3000,1.783055,1.776110
4000,1.693955,1.695388
5000,1.651875,1.647270
6000,1.611092,1.609075
7000,1.602070,1.589954
8000,1.570449,1.574786
9000,1.559623,1.552796
10000,1.539498,1.533470
11000,1.528716,1.518932
12000,1.511527,1.508273
13000,1.490243,1.492108
14000,1.478725,1.483407
15000,1.468508,1.471052
16000,1.457778,1.463176
17000,1.460921,1.453960
18000,1.445111,1.444635
19000,1.441093,1.437391
20000,1.430891,1.431385
21000,1.424393,1.425726
22000,1.423885,1.421669
23000,1.407728,1.417021
24000,1.412191,1.413923
