step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
5500,4.185627,1.272841,19.244112,21.628328,21.932016,22.277817,22.059078,22.486399,0.981967,1.103437,1.118948,1.136622,1.125521,1.147324,15.980743,19.583490,20.065601,20.029963,20.880116,22.778101
6000,4.125392,1.259372,19.165293,21.725607,22.038929,22.380392,22.117477,22.614582,0.977936,1.108370,1.124381,1.141840,1.128493,1.153849,15.715582,19.543623,20.074129,20.006081,20.937819,22.927284
6500,4.091167,1.249230,19.088810,21.808180,22.122601,22.457903,22.163532,22.723024,0.974026,1.112556,1.128631,1.145785,1.130837,1.159369,15.485044,19.516537,20.087828,19.984921,20.980902,23.058062
7000,4.045800,1.239938,19.019884,21.873669,22.194799,22.525887,22.201841,22.816309,0.970500,1.115866,1.132296,1.149238,1.132786,1.164120,15.283230,19.486298,20.106098,19.971214,21.026970,23.174000
7500,4.016330,1.230935,18.957901,21.927000,22.255892,22.581154,22.235699,22.900248,0.967331,1.118570,1.135399,1.152048,1.134511,1.168396,15.115327,19.462370,20.128231,19.961168,21.068596,23.277731
8000,3.979836,1.224239,18.900522,21.974833,22.308622,22.629711,22.260118,22.972019,0.964396,1.120991,1.138072,1.154522,1.135747,1.172051,14.971175,19.447512,20.149260,19.952040,21.106236,23.370373
8500,3.950055,1.215931,18.855114,22.014257,22.354530,22.671724,22.282204,23.033079,0.962075,1.122982,1.140402,1.156655,1.136871,1.175159,14.856519,19.434208,20.174183,19.946201,21.144032,23.448351
9000,3.940746,1.210441,18.810009,22.049675,22.396641,22.706154,22.301407,23.086918,0.959770,1.124777,1.142541,1.158405,1.137850,1.177898,14.767184,19.430429,20.198105,19.943583,21.177479,23.523418
9500,3.901154,1.203603,18.774942,22.081524,22.432108,22.736273,22.312981,23.131693,0.957977,1.126390,1.144345,1.159937,1.138440,1.180179,14.694800,19.418856,20.219223,19.939724,21.209167,23.590086
10000,3.884510,1.198159,18.743635,22.111319,22.465202,22.758207,22.323919,23.169149,0.956376,1.127898,1.146028,1.161053,1.138996,1.182086,14.640227,19.417500,20.242987,19.941761,21.239431,23.651506
10500,3.893996,1.194020,18.716471,22.136362,22.492636,22.777836,22.332298,23.203289,0.954989,1.129171,1.147421,1.162052,1.139422,1.183823,14.600985,19.412645,20.262268,19.943638,21.266752,23.703922
11000,3.836847,1.189091,18.693933,22.158321,22.516794,22.793684,22.338209,23.228918,0.953839,1.130283,1.148645,1.162858,1.139721,1.185128,14.575072,19.413219,20.281242,19.948929,21.295439,23.752966
11500,3.825557,1.185006,18.676197,22.179783,22.538300,22.810343,22.342487,23.247520,0.952932,1.131371,1.149743,1.163707,1.139939,1.186077,14.558880,19.412523,20.301687,19.951038,21.315348,23.798141
12000,3.820391,1.181566,18.660416,22.199516,22.555159,22.820204,22.345125,23.260847,0.952126,1.132375,1.150600,1.164208,1.140075,1.186755,14.548644,19.415960,20.319206,19.957447,21.336000,23.837898
12500,3.796393,1.178260,18.649649,22.214916,22.569624,22.828232,22.346441,23.271336,0.951576,1.133159,1.151340,1.164617,1.140142,1.187290,14.545536,19.417093,20.333073,19.962875,21.355089,23.871315
13000,3.781420,1.175412,18.640057,22.226816,22.581121,22.834658,22.346138,23.279331,0.951087,1.133765,1.151925,1.164946,1.140127,1.187697,14.544851,19.419746,20.349092,19.965336,21.372152,23.901188
13500,3.777832,1.172725,18.631714,22.236483,22.591990,22.839661,22.345501,23.284977,0.950661,1.134260,1.152479,1.165200,1.140095,1.187984,14.547196,19.425837,20.362156,19.970367,21.385910,23.925354
14000,3.758403,1.170383,18.625494,22.245695,22.598846,22.843557,22.345600,23.289278,0.950344,1.134726,1.152828,1.165399,1.140102,1.188204,14.550561,19.428101,20.372732,19.973465,21.396420,23.946589
14500,3.743328,1.168679,18.619875,22.252932,22.606201,22.847439,22.343748,23.292166,0.950058,1.135095,1.153203,1.165597,1.140007,1.188351,14.555614,19.432697,20.382935,19.975321,21.408621,23.964363
15000,3.747913,1.166945,18.615696,22.260138,22.612383,22.849440,22.342466,23.295198,0.949844,1.135463,1.153519,1.165701,1.139943,1.188506,14.561210,19.435266,20.389120,19.977652,21.417849,23.981199
15500,3.737683,1.165871,18.611925,22.266127,22.618334,22.850857,22.340515,23.296429,0.949652,1.135769,1.153822,1.165773,1.139843,1.188568,14.567760,19.438486,20.397512,19.980490,21.425604,23.998411
16000,3.733242,1.165148,18.608734,22.272026,22.623299,22.851980,22.338825,23.299152,0.949490,1.136070,1.154075,1.165831,1.139757,1.188706,14.572930,19.441446,20.404379,19.984144,21.435125,24.013998
