step,train_loss,val_loss
0,7.314784,7.243223
1000,2.043549,1.982633
2000,1.716520,1.708747
3000,1.624606,1.612383
4000,1.565814,1.564546
5000,1.533252,1.527217
6000,1.500633,1.505853
7000,1.484280,1.487924
8000,1.469621,1.465543
9000,1.458739,1.463474
10000,1.439817,1.444940
11000,1.432862,1.429316
12000,1.432158,1.427033
13000,1.411962,1.418202
14000,1.411288,1.416451
15000,1.404287,1.411967
16000,1.400083,1.398997
17000,1.396860,1.390753
18000,1.390001,1.390337
19000,1.387701,1.384496
20000,1.377851,1.382387
21000,1.376157,1.376577
22000,1.379786,1.375934
23000,1.371892,1.384987
24000,1.376627,1.369383
