step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.167599,1.267340,18.393543,19.268698,19.563116,19.662792,19.767704,20.071308,0.938562,0.983170,0.998130,1.003226,1.008579,1.024128,15.974191,19.227152,18.316568,18.511967,19.237358,21.770157,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.69059038,1.85070622,1.95817649,2.00670576,2.04309177,2.13660908,1.20838666,1.11116576,1.06284237,1.02717924,0.96412486,0.83669895,6.15095572e-03,2.80132005e-03,4.22764756e-03,6.16240920e-03,7.01877149e-03,8.18130188e-03,8.51428416e-03
6000,4.105932,1.254435,18.339022,19.253092,19.558165,19.638767,19.748449,20.074276,0.935772,0.982356,0.997856,1.001981,1.007583,1.024266,15.677489,19.169086,18.211239,18.449375,19.210287,21.887506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.67773497,1.84521794,1.95591938,1.99478769,2.03080273,2.13247871,1.22254729,1.11640882,1.06607056,1.03153110,0.96413189,0.82757276,6.26898829e-03,2.75475625e-03,4.40227799e-03,6.39147032e-03,7.14693917e-03,8.28747358e-03,8.63101240e-03
6500,4.073214,1.243934,18.291674,19.240574,19.552265,19.623034,19.731497,20.074829,0.933345,0.981703,0.997532,1.001167,1.006698,1.024281,15.417504,19.113506,18.118759,18.411470,19.193848,21.993427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.66655302,1.84144938,1.95331550,1.98643816,2.02005434,2.12761998,1.23526895,1.12196398,1.06929874,1.03248334,0.96220630,0.81902283,6.32959053e-03,2.71624140e-03,4.51921858e-03,6.54541468e-03,7.20663182e-03,8.32312740e-03,8.66690930e-03
7000,4.028630,1.233995,18.260769,19.229952,19.546419,19.617517,19.722929,20.080717,0.931757,0.981145,0.997211,1.000871,1.006251,1.024571,15.188850,19.066042,18.036928,18.393944,19.184813,22.084658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65879905,1.83811736,1.94985020,1.98125374,2.01172495,2.12355161,1.24626517,1.12678719,1.07314360,1.03220856,0.96087277,0.81072491,6.34489620e-03,2.67406506e-03,4.59993398e-03,6.63606543e-03,7.21474690e-03,8.30213912e-03,8.64242669e-03
7500,3.997126,1.224827,18.241980,19.225750,19.548840,19.609299,19.716711,20.088478,0.930793,0.980920,0.997318,1.000436,1.005921,1.024956,14.999956,19.018915,17.969894,18.385584,19.176748,22.171865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65479338,1.83684659,1.94929576,1.97633576,2.00444627,2.12038088,1.25431669,1.12923050,1.07519174,1.03238833,0.95912206,0.80235714,6.32674837e-03,2.64122663e-03,4.64230403e-03,6.67316001e-03,7.19046360e-03,8.24102014e-03,8.57231580e-03
8000,3.960391,1.217560,18.230913,19.233200,19.548269,19.605213,19.715931,20.098858,0.930221,0.981287,0.997272,1.000215,1.005874,1.025478,14.840747,18.975107,17.911982,18.385557,19.178894,22.252058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65300810,1.84058011,1.94911098,1.97237730,1.99836612,2.11800051,1.26108313,1.12954211,1.07643592,1.03213191,0.95701087,0.79534054,6.28257326e-03,2.61493446e-03,4.66733705e-03,6.66503794e-03,7.12547498e-03,8.14716984e-03,8.47548526e-03
8500,3.928840,1.209606,18.231165,19.235590,19.554735,19.608442,19.718500,20.110899,0.930228,0.981397,0.997588,1.000370,1.005997,1.026084,14.708065,18.934509,17.864162,18.394466,19.184872,22.322079,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65450859,1.84208846,1.95099533,1.97082007,1.99459565,2.11598635,1.26403844,1.13129175,1.07731891,1.03147519,0.95453346,0.78825337,6.21930168e-03,2.59163277e-03,4.66264412e-03,6.63089240e-03,7.03589339e-03,8.04341864e-03,8.35132878e-03
9000,3.917391,1.203453,18.240862,19.244316,19.563978,19.614887,19.725882,20.125296,0.930718,0.981831,0.998050,1.000689,1.006365,1.026811,14.599483,18.900095,17.827318,18.403091,19.189207,22.388880,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65848827,1.84651816,1.95449543,1.97103512,1.99255037,2.11471510,1.26520944,1.13109207,1.07716250,1.03062069,0.95212311,0.78201383,6.14019825e-03,2.56404001e-03,4.64057457e-03,6.56996062e-03,6.93477737e-03,7.91817252e-03,8.21366441e-03
9500,3.875872,1.196614,18.247829,19.251245,19.572542,19.621872,19.731756,20.141453,0.931067,0.982176,0.998474,1.001039,1.006656,1.027627,14.517089,18.866652,17.796785,18.414576,19.197819,22.451263,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.66149879,1.84986043,1.95818877,1.97224247,1.99055302,2.11459661,1.26702511,1.13200271,1.07662308,1.02956343,0.94993234,0.77624172,6.04931025e-03,2.53317226e-03,4.59916797e-03,6.49555400e-03,6.82050223e-03,7.78147765e-03,8.06598738e-03
10000,3.858026,1.190560,18.269556,19.263247,19.583733,19.627811,19.741480,20.160286,0.932172,0.982781,0.999036,1.001338,1.007148,1.028581,14.451386,18.838047,17.771572,18.424480,19.208466,22.508955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.66867995,1.85603619,1.96277905,1.97255409,1.99035549,2.11510181,1.26491201,1.13129961,1.07617688,1.02909851,0.94754100,0.77081740,5.95121020e-03,2.50309729e-03,4.55109030e-03,6.40291395e-03,6.69895019e-03,7.63858855e-03,7.91262090e-03
10500,3.864395,1.185419,18.290373,19.277636,19.599155,19.637442,19.754387,20.179722,0.933232,0.983509,0.999817,1.001825,1.007803,1.029570,14.398025,18.812119,17.752563,18.435946,19.217773,22.558414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.67504454,1.86276984,1.96863031,1.97502661,1.99184108,2.11689711,1.26298404,1.12922549,1.07481027,1.02757704,0.94477189,0.76515836,5.85051944e-03,2.47380417e-03,4.49347217e-03,6.30969880e-03,6.57326961e-03,7.49271410e-03,7.76015781e-03
11000,3.803522,1.180585,18.313948,19.294067,19.613380,19.650841,19.768703,20.196636,0.934432,0.984340,1.000539,1.002503,1.008530,1.030427,14.362529,18.788668,17.736099,18.445322,19.230080,22.604319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.68357146,1.87150824,1.97483444,1.97867155,1.99412775,2.11841512,1.25966442,1.12618017,1.07281446,1.02546847,0.94224405,0.76068532,5.74817555e-03,2.43740762e-03,4.43308847e-03,6.20991644e-03,6.45006029e-03,7.35237962e-03,7.60620087e-03
11500,3.789359,1.176239,18.342247,19.310144,19.631636,19.666088,19.782038,20.214907,0.935874,0.985156,1.001465,1.003279,1.009205,1.031358,14.336399,18.768520,17.726151,18.454924,19.241348,22.644739,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.69369364,1.87976444,1.98260391,1.98304880,1.99600792,2.12032127,1.25489402,1.12387717,1.06997347,1.02348351,0.94015002,0.75686139,5.64954915e-03,2.40498153e-03,4.37187077e-03,6.11418113e-03,6.33313041e-03,7.21375830e-03,7.45937275e-03
12000,3.778998,1.172002,18.369925,19.324190,19.646311,19.679600,19.795191,20.231359,0.937284,0.985867,1.002207,1.003964,1.009875,1.032193,14.318387,18.751070,17.717649,18.464054,19.252197,22.681589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.70341337,1.88775969,1.98875928,1.98712504,1.99834621,2.12263608,1.25020146,1.12112176,1.06847930,1.02141654,0.93811810,0.75329328,5.55409510e-03,2.37140362e-03,4.31095343e-03,6.02071313e-03,6.21992350e-03,7.08342111e-03,7.31815584e-03
12500,3.751712,1.168432,18.395260,19.338642,19.660851,19.694496,19.808842,20.247639,0.938576,0.986604,1.002944,1.004723,1.010570,1.033021,14.307572,18.736582,17.712589,18.472004,19.261608,22.712172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.71336389,1.89511585,1.99514961,1.99201095,2.00166321,2.12507868,1.24469364,1.11814952,1.06676495,1.01910543,0.93585837,0.75021589,5.46591496e-03,2.33871303e-03,4.25207894e-03,5.93373552e-03,6.11869618e-03,6.96326513e-03,7.18900096e-03
13000,3.732006,1.165314,18.422983,19.354422,19.675106,19.706703,19.821995,20.264448,0.939991,0.987409,1.003668,1.005343,1.011239,1.033876,14.299676,18.724216,17.707502,18.480295,19.271736,22.739290,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.72412086,1.90402782,2.00177836,1.99619222,2.00540614,2.12827945,1.23836958,1.11402786,1.06422949,1.01712644,0.93382311,0.74732339,5.38670008e-03,2.30969815e-03,4.19883523e-03,5.85305085e-03,6.02694135e-03,6.85635023e-03,7.07532465e-03
13500,3.723576,1.162611,18.448343,19.368023,19.689983,19.720127,19.835266,20.278496,0.941285,0.988099,1.004423,1.006026,1.011917,1.034593,14.296184,18.712925,17.705999,18.488779,19.280518,22.764196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.73449266,1.91200423,2.00894713,2.00106978,2.00929117,2.13063788,1.23200798,1.11033821,1.06143582,1.01503515,0.93205917,0.74518031,5.31686780e-03,2.28610169e-03,4.15137364e-03,5.78288268e-03,5.94539056e-03,6.76217023e-03,6.97328802e-03
14000,3.700089,1.159993,18.472361,19.381041,19.701208,19.733484,19.849306,20.293009,0.942509,0.988763,1.004994,1.006708,1.012632,1.035333,14.296585,18.703930,17.705540,18.496332,19.288670,22.784885,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.74362564,1.91985810,2.01455522,2.00617218,2.01410484,2.13430548,1.22596145,1.10635793,1.05951989,1.01298952,0.92989671,0.74282813,5.25550218e-03,2.26570992e-03,4.10911161e-03,5.71942655e-03,5.87434135e-03,6.68032933e-03,6.88409433e-03
14500,3.679529,1.158156,18.496574,19.392586,19.713156,19.746813,19.861202,20.306711,0.943745,0.989350,1.005604,1.007386,1.013236,1.036031,14.296627,18.695744,17.705700,18.504068,19.296156,22.805080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.75263584,1.92660022,2.02072644,2.01139879,2.01792645,2.13755822,1.21991074,1.10316002,1.05715942,1.01089931,0.92833400,0.74095362,5.20386302e-03,2.25042854e-03,4.07371996e-03,5.66629274e-03,5.81484102e-03,6.60999864e-03,6.80789724e-03
15000,3.678896,1.156614,18.516680,19.403721,19.723429,19.757492,19.872580,20.319677,0.944770,0.989916,1.006126,1.007929,1.013816,1.036692,14.298668,18.689316,17.705444,18.509691,19.303761,22.822298,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.76056325,1.93328893,2.02575612,2.01550674,2.02185535,2.14103460,1.21428525,1.10015070,1.05537379,1.00944877,0.92693061,0.73921728,5.15976758e-03,2.23969622e-03,4.04462079e-03,5.62009867e-03,5.76326437e-03,6.54879352e-03,6.74213190e-03
15500,3.665549,1.155504,18.539248,19.414618,19.733686,19.767050,19.883295,20.332245,0.945921,0.990472,1.006649,1.008418,1.014363,1.037333,14.299197,18.683016,17.704790,18.516870,19.310043,22.840195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.76977038,1.93985772,2.03148699,2.01979041,2.02570319,2.14430976,1.20783794,1.09661353,1.05323899,1.00787425,0.92560780,0.73762804,5.12240024e-03,2.23516976e-03,4.02085902e-03,5.58057334e-03,5.71800303e-03,6.49480149e-03,6.68499479e-03
16000,3.657380,1.154739,18.560085,19.424852,19.743830,19.776699,19.894548,20.343159,0.946983,0.990993,1.007166,1.008909,1.014937,1.037889,14.301012,18.677567,17.705488,18.523506,19.316288,22.857513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.77889597,1.94632578,2.03686714,2.02402854,2.02989292,2.14743900,1.20138025,1.09317648,1.05123508,1.00643110,0.92434859,0.73614019,5.09056309e-03,2.23501027e-03,4.00217157e-03,5.54641057e-03,5.67873893e-03,6.44774130e-03,6.63330592e-03
