step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497921,0.498137,0.497210,0.497214,0.496487,0.496434,0.497974,0.497939,0.497180,0.497203,0.498092,0.498063,0.498517,0.498546,0.497438,0.497465,0.498529,0.498564,0.498747,0.498728,0.497842,0.497881,0.499259,0.499265,0.498505,0.498566,0.497942,0.497993,0.499446,0.499455,0.498648,0.498686,0.498148,0.498210,0.499515,0.499517
400,0.491383,0.493765,0.494290,0.494360,0.488174,0.488291,0.497534,0.496022,0.492280,0.492912,0.494545,0.494386,0.497782,0.496397,0.494995,0.495342,0.497055,0.496906,0.497931,0.497471,0.496304,0.496548,0.498782,0.498454,0.498153,0.497772,0.496439,0.496719,0.499314,0.499228,0.497908,0.497948,0.496867,0.497153,0.499374,0.499330
600,0.479670,0.486065,0.490713,0.490947,0.475220,0.476328,0.502951,0.496277,0.481715,0.483015,0.484370,0.483858,0.504886,0.495994,0.489061,0.489900,0.493434,0.492938,0.502488,0.496561,0.491187,0.491862,0.495408,0.494298,0.499820,0.496970,0.493350,0.493870,0.498810,0.498627,0.498988,0.497607,0.495082,0.495543,0.499145,0.499101
800,0.462673,0.473755,0.486255,0.486834,0.460426,0.462897,0.514271,0.499120,0.465571,0.466844,0.470561,0.469369,0.521436,0.500282,0.475862,0.476799,0.485698,0.484202,0.515404,0.498975,0.480758,0.481421,0.486336,0.483952,0.507733,0.497977,0.487178,0.487931,0.496777,0.496705,0.504008,0.498501,0.492683,0.492981,0.498371,0.498429
1000,0.446236,0.461345,0.481573,0.482620,0.446695,0.450573,0.528825,0.503431,0.450637,0.450556,0.458446,0.454466,0.542291,0.506643,0.460322,0.459922,0.473093,0.469277,0.533747,0.503328,0.467755,0.467180,0.474512,0.469835,0.520474,0.500032,0.478235,0.478532,0.492472,0.492733,0.514284,0.501160,0.490674,0.490120,0.497226,0.497370
1200,0.433058,0.450811,0.476714,0.478375,0.436487,0.440762,0.545604,0.509303,0.439163,0.435282,0.457349,0.446169,0.564348,0.512513,0.448008,0.443564,0.463509,0.455569,0.553116,0.509166,0.458136,0.453397,0.464486,0.455912,0.538895,0.505880,0.469009,0.467493,0.486532,0.486870,0.528368,0.505691,0.489822,0.487240,0.495723,0.495889
1400,0.422894,0.442912,0.472460,0.474791,0.428926,0.432343,0.561596,0.513715,0.435352,0.423152,0.465917,0.444735,0.586379,0.518795,0.442186,0.429786,0.457211,0.442572,0.573354,0.515276,0.453710,0.440099,0.459502,0.444721,0.560096,0.512444,0.461674,0.456065,0.479715,0.479656,0.545720,0.511042,0.490369,0.484585,0.493753,0.493878
1600,0.414448,0.436031,0.467998,0.471065,0.422176,0.423779,0.578113,0.519632,0.439132,0.416496,0.481897,0.449815,0.609390,0.526134,0.448126,0.419675,0.457149,0.432574,0.594147,0.521606,0.458061,0.429384,0.457492,0.433381,0.582245,0.519623,0.458741,0.445216,0.472964,0.471026,0.568084,0.519256,0.493923,0.482477,0.491916,0.491491
1800,0.407826,0.430190,0.463432,0.467346,0.419804,0.417192,0.593614,0.523023,0.447739,0.411838,0.500779,0.457743,0.632008,0.531882,0.458849,0.413683,0.464271,0.426580,0.615809,0.527738,0.468963,0.421432,0.459650,0.425400,0.604816,0.527805,0.461244,0.436405,0.467435,0.462673,0.589317,0.526795,0.499177,0.481160,0.490620,0.489205
