step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.559453,0.363109,0.000000,5.556916,
1000,2.256919,0.470466,0.000000,2.208661,
2000,2.017410,0.475125,0.000000,1.999211,
3000,1.945949,0.476143,0.000000,1.947648,
4000,1.905490,0.476579,0.000000,1.902683,
5000,1.877107,0.477193,0.000000,1.883809,
6000,1.839623,0.478306,0.000000,1.849410,
7000,1.822252,0.479192,0.000000,1.820379,
8000,1.801897,0.480645,0.000000,1.803630,
9000,1.781726,0.482734,0.000000,1.779548,
10000,1.765440,0.484773,0.000000,1.760790,
11000,1.756687,0.486665,0.000000,1.752043,
12000,1.740095,0.488426,0.000000,1.742888,
13000,1.725771,0.490088,0.000000,1.729469,
14000,1.717599,0.491008,0.000000,1.718988,
15000,1.721977,0.491840,0.000000,1.716222,
16000,1.711741,0.493107,0.000000,1.713454,
17000,1.702228,0.493564,0.000000,1.699035,
18000,1.693841,0.493967,0.000000,1.688213,
19000,1.684607,0.494364,0.000000,1.687557,
20000,1.680326,0.494561,0.000000,1.679307,
21000,1.677667,0.494829,0.000000,1.675664,
22000,1.673297,0.494773,0.000000,1.667473,
23000,1.671201,0.494975,0.000000,1.663241,
24000,1.652861,0.495170,0.000000,1.663940,
25000,1.652615,0.495354,0.000000,1.656925,
26000,1.651143,0.495312,0.000000,1.646581,
27000,1.643465,0.495501,0.000000,1.645839,
28000,1.636420,0.495710,0.000000,1.640824,
29000,1.640290,0.495726,0.000000,1.638062,
30000,1.627704,0.495815,0.000000,1.637365,
31000,1.625347,0.495930,0.000000,1.630198,
32000,1.630546,0.496172,0.000000,1.625757,
33000,1.616368,0.496017,0.000000,1.624624,
34000,1.605299,0.496231,0.000000,1.620793,
35000,1.625083,0.496314,0.000000,1.620738,
36000,1.611902,0.496296,0.000000,1.614075,
37000,1.615145,0.496378,0.000000,1.611355,
38000,1.603960,0.496580,0.000000,1.607212,
39000,1.602966,0.496563,0.000000,1.605060,
40000,1.607232,0.496421,0.000000,1.602547,
41000,1.604709,0.496713,0.000000,1.600822,
42000,1.600649,0.496887,0.000000,1.597231,
43000,1.591090,0.496786,0.000000,1.596298,
44000,1.584743,0.496913,0.000000,1.595503,
45000,1.594565,0.496624,0.000000,1.593743,
46000,1.599760,0.497109,0.000000,1.591406,
47000,1.594142,0.497015,0.000000,1.590950,
48000,1.589858,0.496637,0.000000,1.590690,
49000,1.589326,0.496636,0.000000,1.589356,
