step,train_loss,val_loss
0,5.570012,5.562540
1000,2.295575,2.250855
2000,1.822886,1.793183
3000,1.705360,1.696133
4000,1.652402,1.644398
5000,1.628051,1.615569
6000,1.607922,1.604069
7000,1.585309,1.585703
8000,1.578649,1.573770
9000,1.550456,1.558586
10000,1.541809,1.551241
11000,1.521510,1.539270
12000,1.525040,1.530596
13000,1.531034,1.521331
14000,1.518776,1.515252
15000,1.499176,1.507030
16000,1.505604,1.498980
17000,1.494995,1.493653
18000,1.486821,1.487242
19000,1.491726,1.483013
20000,1.474377,1.477969
21000,1.475199,1.474238
22000,1.475116,1.470978
23000,1.460263,1.467780
24000,1.463441,1.465603
