step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499201,0.499289,0.499294,0.499292,0.499795,0.499700,0.498940,0.498526,0.499636,0.498767,0.498583,0.498576,0.499964,0.499927,0.500900,0.499742,0.500463,0.499341,0.498896,0.498828,0.499936,0.499908,0.501406,0.500858,0.500161,0.499509,0.498956,0.498933,0.500101,0.500091,0.501589,0.501289,0.499841,0.499317,0.499348,0.499302,0.500135,0.500130,0.501676,0.501452,0.499847,0.499489,0.499342,0.499317,0.500075,0.500071,0.501757,0.501579
400,0.497373,0.497998,0.494720,0.494759,0.495194,0.494932,0.502573,0.498636,0.502718,0.497879,0.493989,0.493739,0.496923,0.496570,0.506148,0.504018,0.503922,0.499466,0.495951,0.495292,0.498364,0.498029,0.506564,0.505238,0.502012,0.498746,0.496395,0.496197,0.499683,0.499445,0.506793,0.505924,0.500807,0.498439,0.497750,0.497556,0.500107,0.499967,0.506805,0.506106,0.499915,0.498793,0.497810,0.497810,0.499650,0.499556,0.506834,0.506182
600,0.494236,0.495948,0.486793,0.486940,0.487410,0.486955,0.507834,0.500926,0.506615,0.495997,0.486169,0.485583,0.489375,0.488732,0.511870,0.506455,0.506316,0.497769,0.489141,0.488315,0.493481,0.492672,0.511480,0.506820,0.500679,0.495023,0.491072,0.490610,0.496538,0.495560,0.512525,0.508770,0.498594,0.494934,0.495101,0.494970,0.499996,0.499341,0.513208,0.510220,0.499575,0.497889,0.494974,0.494983,0.498433,0.498015,0.513275,0.510383
800,0.489400,0.492686,0.475820,0.476077,0.476128,0.475384,0.514211,0.503429,0.509553,0.491839,0.475601,0.474372,0.477783,0.476853,0.517138,0.505073,0.508427,0.493773,0.478245,0.477179,0.484023,0.482692,0.515292,0.503898,0.499427,0.488799,0.483916,0.482327,0.491048,0.488850,0.517908,0.507493,0.496321,0.490114,0.489677,0.489811,0.499528,0.497674,0.520544,0.510659,0.499458,0.496627,0.491223,0.491265,0.496622,0.495444,0.520154,0.511125
1000,0.483889,0.488966,0.461767,0.462018,0.462268,0.461000,0.521768,0.506229,0.513045,0.487191,0.463117,0.460408,0.464155,0.462406,0.522557,0.501990,0.511460,0.487634,0.464639,0.462712,0.471574,0.469256,0.518271,0.498691,0.501599,0.482150,0.475779,0.472431,0.483605,0.479643,0.522516,0.503434,0.494980,0.484367,0.481079,0.481891,0.498280,0.494272,0.527143,0.507378,0.500227,0.495241,0.485366,0.485306,0.494093,0.491785,0.527373,0.508473
1200,0.477212,0.484507,0.446139,0.446189,0.447225,0.444339,0.532161,0.510518,0.518024,0.482160,0.450646,0.444734,0.450065,0.445513,0.529231,0.497322,0.517119,0.480901,0.450181,0.446256,0.459206,0.453967,0.521984,0.491740,0.505477,0.473749,0.464655,0.458888,0.475129,0.467886,0.527825,0.496600,0.494830,0.477699,0.469738,0.470773,0.496741,0.489231,0.533440,0.501587,0.501188,0.493431,0.476952,0.476795,0.491761,0.486809,0.535049,0.502516
1400,0.471085,0.480639,0.431102,0.430092,0.439394,0.427113,0.545838,0.516534,0.524406,0.476288,0.444794,0.429426,0.450678,0.428816,0.538703,0.491969,0.525499,0.474070,0.438782,0.428940,0.452481,0.438019,0.527912,0.483337,0.513762,0.465280,0.454335,0.445373,0.467261,0.453736,0.534358,0.488719,0.497093,0.470472,0.457838,0.458268,0.497969,0.483505,0.540147,0.494361,0.503616,0.490894,0.467993,0.467248,0.489907,0.481422,0.543035,0.494592
1600,0.464496,0.476024,0.418768,0.414611,0.453779,0.412996,0.560423,0.523192,0.533465,0.470235,0.450156,0.417160,0.471611,0.416538,0.550309,0.487454,0.538153,0.465056,0.434313,0.411073,0.462686,0.424423,0.535113,0.475519,0.525746,0.456089,0.445815,0.432763,0.464992,0.440049,0.540935,0.480784,0.502624,0.463601,0.444368,0.443484,0.503066,0.477460,0.546308,0.486654,0.507817,0.488696,0.456799,0.454956,0.489905,0.475157,0.550636,0.485495
1800,0.458304,0.471458,0.414641,0.403383,0.479342,0.408670,0.578833,0.531848,0.543072,0.465407,0.466842,0.409517,0.499184,0.414927,0.566237,0.482449,0.553101,0.456718,0.444356,0.395702,0.485019,0.415790,0.545671,0.466159,0.540970,0.447589,0.439408,0.420521,0.473910,0.428314,0.550292,0.471864,0.511024,0.458212,0.431844,0.427949,0.513518,0.471767,0.554067,0.477345,0.511230,0.486603,0.444950,0.441688,0.493902,0.469520,0.559036,0.475356
2000,0.453217,0.467472,0.416978,0.395930,0.507545,0.413626,0.599231,0.541773,0.553183,0.460382,0.489373,0.407298,0.528540,0.421121,0.584901,0.476947,0.571300,0.449735,0.461949,0.386680,0.510983,0.414032,0.560157,0.455996,0.560245,0.439622,0.435918,0.408300,0.487527,0.417317,0.561727,0.461228,0.520354,0.452499,0.423287,0.412890,0.527825,0.465664,0.562571,0.466111,0.514874,0.483808,0.434742,0.428793,0.499272,0.462093,0.568611,0.462423
2200,0.448366,0.463333,0.422275,0.390122,0.537374,0.420225,0.622012,0.552299,0.563678,0.455705,0.513668,0.406612,0.559855,0.428931,0.606258,0.469676,0.589296,0.442203,0.483069,0.381154,0.539592,0.415914,0.577526,0.445370,0.580705,0.433250,0.436482,0.397894,0.506989,0.407097,0.574505,0.448915,0.531337,0.448192,0.418307,0.399441,0.544801,0.460566,0.572652,0.453964,0.518098,0.480947,0.427840,0.417961,0.509657,0.455791,0.578430,0.450562
2400,0.443972,0.459188,0.429116,0.385951,0.568974,0.427896,0.646595,0.563846,0.576443,0.450811,0.540540,0.407367,0.592938,0.436480,0.632590,0.462456,0.609443,0.436236,0.506562,0.378722,0.570533,0.421143,0.598760,0.434474,0.603242,0.427183,0.439841,0.389464,0.529320,0.399245,0.590209,0.436447,0.543559,0.444427,0.418113,0.388616,0.563332,0.453823,0.584120,0.440758,0.523428,0.477901,0.421422,0.406433,0.521738,0.449948,0.588532,0.436985
2600,0.439884,0.455191,0.437200,0.383125,0.602015,0.432519,0.669600,0.572422,0.590272,0.446007,0.567206,0.406631,0.627687,0.442700,0.654614,0.453632,0.628751,0.429290,0.531577,0.377866,0.602821,0.426709,0.619774,0.425217,0.628201,0.421342,0.444776,0.383694,0.553543,0.391357,0.605160,0.424777,0.557694,0.440202,0.421970,0.379091,0.585232,0.449811,0.595091,0.428954,0.528553,0.475178,0.417720,0.397096,0.536815,0.445876,0.598940,0.424833
2800,0.436142,0.451041,0.447178,0.380653,0.636856,0.435793,0.691459,0.578515,0.606740,0.442461,0.596079,0.407271,0.664324,0.449901,0.679186,0.446253,0.650889,0.423207,0.558460,0.377126,0.636436,0.432293,0.642148,0.415832,0.654540,0.415865,0.452774,0.379063,0.577980,0.384337,0.620911,0.412947,0.571993,0.434801,0.429958,0.371006,0.607760,0.446437,0.607736,0.416754,0.532320,0.470767,0.416544,0.388721,0.555647,0.441595,0.610056,0.412232
